country,year,oil_refinery_throughput,region
Taiwan,1984,347.02, Asia Pacific
Taiwan,1985,344.8, Asia Pacific
Taiwan,1986,320.26, Asia Pacific
Taiwan,1987,343.86, Asia Pacific
Taiwan,1988,363.08, Asia Pacific
Taiwan,1989,423.3, Asia Pacific
Taiwan,1990,413.42, Asia Pacific
Taiwan,1991,452.24, Asia Pacific
Taiwan,1992,447.53, Asia Pacific
Taiwan,1993,498.7, Asia Pacific
Taiwan,1994,478.86, Asia Pacific
Taiwan,1995,582.17, Asia Pacific
Taiwan,1996,617.89, Asia Pacific
Taiwan,1997,631.37, Asia Pacific
Taiwan,1998,667.17, Asia Pacific
Taiwan,1999,708.28, Asia Pacific
Taiwan,2000,759.35, Asia Pacific
Taiwan,2001,729.37, Asia Pacific
Taiwan,2002,789.14, Asia Pacific
Taiwan,2003,888.14, Asia Pacific
Taiwan,2004,998.31, Asia Pacific
Taiwan,2005,1042.19, Asia Pacific
Taiwan,2006,1000.31, Asia Pacific
Taiwan,2007,992.19, Asia Pacific
Taiwan,2008,900.05, Asia Pacific
Taiwan,2009,955.58, Asia Pacific
Taiwan,2010,876.26, Asia Pacific
Taiwan,2011,808.68, Asia Pacific
Taiwan,2012,896.97, Asia Pacific
Taiwan,2013,847.4, Asia Pacific
Taiwan,2014,849.59, Asia Pacific
Taiwan,2015,837.9, Asia Pacific
Taiwan,2016,860.56, Asia Pacific
Taiwan,2017,848.23, Asia Pacific
Taiwan,2018,889.48, Asia Pacific
Thailand,1980,155, Asia Pacific
Thailand,1981,160, Asia Pacific
Thailand,1982,159, Asia Pacific
Thailand,1983,165, Asia Pacific
Thailand,1984,160, Asia Pacific
Thailand,1985,164, Asia Pacific
Thailand,1986,174.17, Asia Pacific
Thailand,1987,178.4, Asia Pacific
Thailand,1988,184.19, Asia Pacific
Thailand,1989,225.42, Asia Pacific
Thailand,1990,240.8, Asia Pacific
Thailand,1991,248.63, Asia Pacific
Thailand,1992,305.63, Asia Pacific
Thailand,1993,357.72, Asia Pacific
Thailand,1994,414.02, Asia Pacific
Thailand,1995,485.49, Asia Pacific
Thailand,1996,659.01, Asia Pacific
Thailand,1997,767.46, Asia Pacific
Thailand,1998,722.67, Asia Pacific
Thailand,1999,742.95, Asia Pacific
Thailand,2000,750.5, Asia Pacific
Thailand,2001,756.58, Asia Pacific
Thailand,2002,828.23, Asia Pacific
Thailand,2003,846.98, Asia Pacific
Thailand,2004,926.63, Asia Pacific
Thailand,2005,909.88, Asia Pacific
Thailand,2006,926.34, Asia Pacific
Thailand,2007,921.65, Asia Pacific
Thailand,2008,926.54, Asia Pacific
Thailand,2009,937.74, Asia Pacific
Thailand,2010,962.65, Asia Pacific
Thailand,2011,933.84, Asia Pacific
Thailand,2012,985.69, Asia Pacific
Thailand,2013,1056.24, Asia Pacific
Thailand,2014,1004.95, Asia Pacific
Thailand,2015,1107.48, Asia Pacific
Thailand,2016,1055.67, Asia Pacific
Thailand,2017,1093.38, Asia Pacific
Thailand,2018,1130.75, Asia Pacific
Vietnam,1980,0, Asia Pacific
Vietnam,1981,0, Asia Pacific
Vietnam,1982,0, Asia Pacific
Vietnam,1983,0, Asia Pacific
Vietnam,1984,0, Asia Pacific
Vietnam,1985,0, Asia Pacific
Vietnam,1986,0, Asia Pacific
Vietnam,1987,0, Asia Pacific
Vietnam,1988,0.76, Asia Pacific
Vietnam,1989,0.76, Asia Pacific
Vietnam,1990,0.76, Asia Pacific
Vietnam,1991,0.76, Asia Pacific
Vietnam,1992,0.76, Asia Pacific
Vietnam,1993,0, Asia Pacific
Vietnam,1994,0, Asia Pacific
Vietnam,1995,0, Asia Pacific
Vietnam,1996,0, Asia Pacific
Vietnam,1997,0, Asia Pacific
Vietnam,1998,2.41, Asia Pacific
Vietnam,1999,6.43, Asia Pacific
Vietnam,2000,7.61, Asia Pacific
Vietnam,2001,6.43, Asia Pacific
Vietnam,2002,6.43, Asia Pacific
Vietnam,2003,3.01, Asia Pacific
Vietnam,2004,8.01, Asia Pacific
Vietnam,2005,9.04, Asia Pacific
Vietnam,2006,9.04, Asia Pacific
Vietnam,2007,10.04, Asia Pacific
Vietnam,2008,10.01, Asia Pacific
Vietnam,2009,28.12, Asia Pacific
Vietnam,2010,120.69, Asia Pacific
Vietnam,2011,136.96, Asia Pacific
Vietnam,2012,129.99, Asia Pacific
Vietnam,2013,139.59, Asia Pacific
Vietnam,2014,121.25, Asia Pacific
Vietnam,2015,146.1, Asia Pacific
Vietnam,2016,144.71, Asia Pacific
Vietnam,2017,143.7, Asia Pacific
Vietnam,2018,265.9, Asia Pacific
Azerbaijan,1980,, CIS
Azerbaijan,1981,, CIS
Azerbaijan,1982,, CIS
Azerbaijan,1983,, CIS
Azerbaijan,1984,, CIS
Azerbaijan,1985,, CIS
Azerbaijan,1986,, CIS
Azerbaijan,1987,, CIS
Azerbaijan,1988,, CIS
Azerbaijan,1989,, CIS
Azerbaijan,1990,330.35, CIS
Azerbaijan,1991,317.7, CIS
Azerbaijan,1992,239.05, CIS
Azerbaijan,1993,200.31, CIS
Azerbaijan,1994,187.77, CIS
Azerbaijan,1995,180.96, CIS
Azerbaijan,1996,178.98, CIS
Azerbaijan,1997,180.04, CIS
Azerbaijan,1998,187.41, CIS
Azerbaijan,1999,156.5, CIS
Azerbaijan,2000,164.74, CIS
Azerbaijan,2001,125.75, CIS
Azerbaijan,2002,127.06, CIS
Azerbaijan,2003,126.14, CIS
Azerbaijan,2004,126.17, CIS
Azerbaijan,2005,148.45, CIS
Azerbaijan,2006,150.34, CIS
Azerbaijan,2007,150.29, CIS
Azerbaijan,2008,147.23, CIS
Azerbaijan,2009,121.22, CIS
Azerbaijan,2010,123.9, CIS
Azerbaijan,2011,127.26, CIS
Azerbaijan,2012,124.24, CIS
Azerbaijan,2013,131.97, CIS
Azerbaijan,2014,134.68, CIS
Azerbaijan,2015,130.23, CIS
Azerbaijan,2016,120.16, CIS
Azerbaijan,2017,118.05, CIS
Azerbaijan,2018,125.34, CIS
Belarus,1980,, CIS
Belarus,1981,, CIS
Belarus,1982,, CIS
Belarus,1983,, CIS
Belarus,1984,, CIS
Belarus,1985,, CIS
Belarus,1986,, CIS
Belarus,1987,, CIS
Belarus,1988,, CIS
Belarus,1989,, CIS
Belarus,1990,839.76, CIS
Belarus,1991,718.32, CIS
Belarus,1992,411.98, CIS
Belarus,1993,284.28, CIS
Belarus,1994,255.92, CIS
Belarus,1995,263.44, CIS
Belarus,1996,247.68, CIS
Belarus,1997,238.17, CIS
Belarus,1998,231.73, CIS
Belarus,1999,230.66, CIS
Belarus,2000,270.94, CIS
Belarus,2001,268.02, CIS
Belarus,2002,306.2, CIS
Belarus,2003,316.77, CIS
Belarus,2004,369.52, CIS
Belarus,2005,397.67, CIS
Belarus,2006,426.81, CIS
Belarus,2007,428.73, CIS
Belarus,2008,426.66, CIS
Belarus,2009,434.46, CIS
Belarus,2010,330.45, CIS
Belarus,2011,411.16, CIS
Belarus,2012,433.93, CIS
Belarus,2013,424.86, CIS
Belarus,2014,447.61, CIS
Belarus,2015,461.95, CIS
Belarus,2016,372.43, CIS
Belarus,2017,364.01, CIS
Belarus,2018,376.03, CIS
Kazakhstan,1980,, CIS
Kazakhstan,1981,, CIS
Kazakhstan,1982,, CIS
Kazakhstan,1983,, CIS
Kazakhstan,1984,, CIS
Kazakhstan,1985,, CIS
Kazakhstan,1986,, CIS
Kazakhstan,1987,, CIS
Kazakhstan,1988,, CIS
Kazakhstan,1989,, CIS
Kazakhstan,1990,393.19, CIS
Kazakhstan,1991,361.52, CIS
Kazakhstan,1992,337.77, CIS
Kazakhstan,1993,296.77, CIS
Kazakhstan,1994,236.46, CIS
Kazakhstan,1995,217.98, CIS
Kazakhstan,1996,222.84, CIS
Kazakhstan,1997,184.59, CIS
Kazakhstan,1998,160.18, CIS
Kazakhstan,1999,110.21, CIS
Kazakhstan,2000,117.77, CIS
Kazakhstan,2001,141.36, CIS
Kazakhstan,2002,149.82, CIS
Kazakhstan,2003,173.68, CIS
Kazakhstan,2004,177.69, CIS
Kazakhstan,2005,217.76, CIS
Kazakhstan,2006,224.96, CIS
Kazakhstan,2007,228.62, CIS
Kazakhstan,2008,236.13, CIS
Kazakhstan,2009,235.3, CIS
Kazakhstan,2010,256.92, CIS
Kazakhstan,2011,326.42, CIS
Kazakhstan,2012,330.94, CIS
Kazakhstan,2013,341.21, CIS
Kazakhstan,2014,360.83, CIS
Kazakhstan,2015,342.44, CIS
Kazakhstan,2016,338.84, CIS
Kazakhstan,2017,354.6, CIS
Kazakhstan,2018,373.62, CIS
Other CIS,1980,0, CIS
Other CIS,1981,0, CIS
Other CIS,1982,0, CIS
Other CIS,1983,0, CIS
Other CIS,1984,0, CIS
Other CIS,1985,0, CIS
Other CIS,1986,0, CIS
Other CIS,1987,0, CIS
Other CIS,1988,0, CIS
Other CIS,1989,0, CIS
Other CIS,1990,2.89, CIS
Other CIS,1991,2.17, CIS
Other CIS,1992,1.14, CIS
Other CIS,1993,0.98, CIS
Other CIS,1994,0.62, CIS
Other CIS,1995,0.48, CIS
Other CIS,1996,0.58, CIS
Other CIS,1997,5.64, CIS
Other CIS,1998,3.18, CIS
Other CIS,1999,4.11, CIS
Other CIS,2000,3.39, CIS
Other CIS,2001,3.18, CIS
Other CIS,2002,2.71, CIS
Other CIS,2003,2.2, CIS
Other CIS,2004,2.24, CIS
Other CIS,2005,2.27, CIS
Other CIS,2006,2.24, CIS
Other CIS,2007,3.17, CIS
Other CIS,2008,3.4, CIS
Other CIS,2009,2.61, CIS
Other CIS,2010,2.63, CIS
Other CIS,2011,2.51, CIS
Other CIS,2012,2.38, CIS
Other CIS,2013,2.19, CIS
Other CIS,2014,3.78, CIS
Other CIS,2015,7.36, CIS
Other CIS,2016,8.34, CIS
Other CIS,2017,8.68, CIS
Other CIS,2018,10.06, CIS
Russian Federation,1980,, CIS
Russian Federation,1981,, CIS
Russian Federation,1982,, CIS
Russian Federation,1983,, CIS
Russian Federation,1984,, CIS
Russian Federation,1985,, CIS
Russian Federation,1986,, CIS
Russian Federation,1987,, CIS
Russian Federation,1988,, CIS
Russian Federation,1989,, CIS
Russian Federation,1990,5984.49, CIS
Russian Federation,1991,5753.49, CIS
Russian Federation,1992,5119.04, CIS
Russian Federation,1993,4472.97, CIS
Russian Federation,1994,3739.36, CIS
Russian Federation,1995,3660.54, CIS
Russian Federation,1996,3522.32, CIS
Russian Federation,1997,3550.93, CIS
Russian Federation,1998,3293.46, CIS
Russian Federation,1999,3380.98, CIS
Russian Federation,2000,3481.27, CIS
Russian Federation,2001,3584.37, CIS
Russian Federation,2002,3716.51, CIS
Russian Federation,2003,3817.06, CIS
Russian Federation,2004,3912.1, CIS
Russian Federation,2005,4172, CIS
Russian Federation,2006,4422.74, CIS
Russian Federation,2007,4597.07, CIS
Russian Federation,2008,4742.25, CIS
Russian Federation,2009,4764.82, CIS
Russian Federation,2010,5017.73, CIS
Russian Federation,2011,5185.31, CIS
Russian Federation,2012,5438.46, CIS
Russian Federation,2013,5635.57, CIS
Russian Federation,2014,5926.05, CIS
Russian Federation,2015,5773.31, CIS
Russian Federation,2016,5714.75, CIS
Russian Federation,2017,5703.34, CIS
Russian Federation,2018,5832.92, CIS
Turkmenistan,1980,, CIS
Turkmenistan,1981,, CIS
Turkmenistan,1982,, CIS
Turkmenistan,1983,, CIS
Turkmenistan,1984,, CIS
Turkmenistan,1985,, CIS
Turkmenistan,1986,, CIS
Turkmenistan,1987,, CIS
Turkmenistan,1988,, CIS
Turkmenistan,1989,, CIS
Turkmenistan,1990,84.35, CIS
Turkmenistan,1991,114.87, CIS
Turkmenistan,1992,102.94, CIS
Turkmenistan,1993,76.93, CIS
Turkmenistan,1994,75.89, CIS
Turkmenistan,1995,70.29, CIS
Turkmenistan,1996,78.61, CIS
Turkmenistan,1997,89.35, CIS
Turkmenistan,1998,104.81, CIS
Turkmenistan,1999,113.67, CIS
Turkmenistan,2000,111.77, CIS
Turkmenistan,2001,108.68, CIS
Turkmenistan,2002,124.51, CIS
Turkmenistan,2003,141.26, CIS
Turkmenistan,2004,141.21, CIS
Turkmenistan,2005,140.78, CIS
Turkmenistan,2006,136.96, CIS
Turkmenistan,2007,144.39, CIS
Turkmenistan,2008,148.2, CIS
Turkmenistan,2009,151.64, CIS
Turkmenistan,2010,170.3, CIS
Turkmenistan,2011,163.97, CIS
Turkmenistan,2012,156.27, CIS
Turkmenistan,2013,145.62, CIS
Turkmenistan,2014,136.44, CIS
Turkmenistan,2015,126.61, CIS
Turkmenistan,2016,117.97, CIS
Turkmenistan,2017,124.74, CIS
Turkmenistan,2018,117.46, CIS
USSR,1980,9388.81, CIS
USSR,1981,9429.59, CIS
USSR,1982,9444.65, CIS
USSR,1983,9459.72, CIS
USSR,1984,9448.89, CIS
USSR,1985,9489.82, CIS
USSR,1986,9637.38, CIS
USSR,1987,9730.75, CIS
USSR,1988,9533.01, CIS
USSR,1989,9547.07, CIS
USSR,1990,, CIS
USSR,1991,, CIS
USSR,1992,, CIS
USSR,1993,, CIS
USSR,1994,, CIS
USSR,1995,, CIS
USSR,1996,, CIS
USSR,1997,, CIS
USSR,1998,, CIS
USSR,1999,, CIS
USSR,2000,, CIS
USSR,2001,, CIS
USSR,2002,, CIS
USSR,2003,, CIS
USSR,2004,, CIS
USSR,2005,, CIS
USSR,2006,, CIS
USSR,2007,, CIS
USSR,2008,, CIS
USSR,2009,, CIS
USSR,2010,, CIS
USSR,2011,, CIS
USSR,2012,, CIS
USSR,2013,, CIS
USSR,2014,, CIS
USSR,2015,, CIS
USSR,2016,, CIS
USSR,2017,, CIS
USSR,2018,, CIS
Uzbekistan,1980,, CIS
Uzbekistan,1981,, CIS
Uzbekistan,1982,, CIS
Uzbekistan,1983,, CIS
Uzbekistan,1984,, CIS
Uzbekistan,1985,, CIS
Uzbekistan,1986,, CIS
Uzbekistan,1987,, CIS
Uzbekistan,1988,, CIS
Uzbekistan,1989,, CIS
Uzbekistan,1990,160.66, CIS
Uzbekistan,1991,158.65, CIS
Uzbekistan,1992,133.34, CIS
Uzbekistan,1993,159.51, CIS
Uzbekistan,1994,140.64, CIS
Uzbekistan,1995,134.13, CIS
Uzbekistan,1996,131.6, CIS
Uzbekistan,1997,132.28, CIS
Uzbekistan,1998,139.39, CIS
Uzbekistan,1999,147.06, CIS
Uzbekistan,2000,145.98, CIS
Uzbekistan,2001,140.11, CIS
Uzbekistan,2002,137.52, CIS
Uzbekistan,2003,149.77, CIS
Uzbekistan,2004,153.11, CIS
Uzbekistan,2005,105.23, CIS
Uzbekistan,2006,105.25, CIS
Uzbekistan,2007,95.47, CIS
Uzbekistan,2008,93.29, CIS
Uzbekistan,2009,87.68, CIS
Uzbekistan,2010,73.46, CIS
Uzbekistan,2011,69.16, CIS
Uzbekistan,2012,61.5, CIS
Uzbekistan,2013,60.72, CIS
Uzbekistan,2014,50.2, CIS
Uzbekistan,2015,57.05, CIS
Uzbekistan,2016,57.29, CIS
Uzbekistan,2017,58.42, CIS
Uzbekistan,2018,69.63, CIS
Austria,1980,195, Europe
Austria,1981,177.76, Europe
Austria,1982,151.53, Europe
Austria,1983,134.22, Europe
Austria,1984,141.82, Europe
Austria,1985,148.23, Europe
Austria,1986,146.5, Europe
Austria,1987,146.71, Europe
Austria,1988,136.4, Europe
Austria,1989,142.31, Europe
Austria,1990,160.52, Europe
Austria,1991,166.96, Europe
Austria,1992,175.69, Europe
Austria,1993,171.95, Europe
Austria,1994,179.63, Europe
Austria,1995,173.95, Europe
Austria,1996,176.37, Europe
Austria,1997,189.17, Europe
Austria,1998,189.08, Europe
Austria,1999,174.84, Europe
Austria,2000,167.16, Europe
Austria,2001,177.8, Europe
Austria,2002,180.73, Europe
Austria,2003,178.96, Europe
Austria,2004,170.88, Europe
Austria,2005,177.14, Europe
Austria,2006,171.9, Europe
Austria,2007,174.31, Europe
Austria,2008,176.04, Europe
Austria,2009,169.01, Europe
Austria,2010,157.7, Europe
Austria,2011,167.97, Europe
Austria,2012,169.67, Europe
Austria,2013,174.01, Europe
Austria,2014,172.9, Europe
Austria,2015,178.84, Europe
Austria,2016,164.49, Europe
Austria,2017,161.95, Europe
Austria,2018,179.78, Europe
Belgium,1980,671, Europe
Belgium,1981,588, Europe
Belgium,1982,500, Europe
Belgium,1983,464, Europe
Belgium,1984,464, Europe
Belgium,1985,409, Europe
Belgium,1986,533, Europe
Belgium,1987,553, Europe
Belgium,1988,591, Europe
Belgium,1989,607, Europe
Belgium,1990,506.87, Europe
Belgium,1991,575.5, Europe
Belgium,1992,578.37, Europe
Belgium,1993,557.76, Europe
Belgium,1994,566.34, Europe
Belgium,1995,529.65, Europe
Belgium,1996,633.54, Europe
Belgium,1997,657.21, Europe
Belgium,1998,695.97, Europe
Belgium,1999,645.6, Europe
Belgium,2000,679.75, Europe
Belgium,2001,643.73, Europe
Belgium,2002,673.5, Europe
Belgium,2003,727.74, Europe
Belgium,2004,688.98, Europe
Belgium,2005,644.04, Europe
Belgium,2006,631.48, Europe
Belgium,2007,661.97, Europe
Belgium,2008,675.42, Europe
Belgium,2009,629.05, Europe
Belgium,2010,668.4, Europe
Belgium,2011,597.99, Europe
Belgium,2012,633.9, Europe
Belgium,2013,554.95, Europe
Belgium,2014,645.1, Europe
Belgium,2015,643.65, Europe
Belgium,2016,640.43, Europe
Belgium,2017,684.59, Europe
Belgium,2018,663.2, Europe
Bulgaria,1980,238.33, Europe
Bulgaria,1981,244.2, Europe
Bulgaria,1982,249.42, Europe
Bulgaria,1983,254.64, Europe
Bulgaria,1984,259.15, Europe
Bulgaria,1985,256.05, Europe
Bulgaria,1986,256.05, Europe
Bulgaria,1987,246.81, Europe
Bulgaria,1988,263.24, Europe
Bulgaria,1989,263.96, Europe
Bulgaria,1990,166.56, Europe
Bulgaria,1991,90.45, Europe
Bulgaria,1992,50.45, Europe
Bulgaria,1993,114.37, Europe
Bulgaria,1994,139.75, Europe
Bulgaria,1995,160.5, Europe
Bulgaria,1996,139.27, Europe
Bulgaria,1997,119.77, Europe
Bulgaria,1998,111.56, Europe
Bulgaria,1999,113.48, Europe
Bulgaria,2000,106.43, Europe
Bulgaria,2001,107.46, Europe
Bulgaria,2002,104.85, Europe
Bulgaria,2003,101.15, Europe
Bulgaria,2004,105.8, Europe
Bulgaria,2005,124.19, Europe
Bulgaria,2006,142.78, Europe
Bulgaria,2007,142.5, Europe
Bulgaria,2008,143.12, Europe
Bulgaria,2009,125.45, Europe
Bulgaria,2010,109.95, Europe
Bulgaria,2011,102.08, Europe
Bulgaria,2012,118.04, Europe
Bulgaria,2013,112.9, Europe
Bulgaria,2014,103.5, Europe
Bulgaria,2015,121.24, Europe
Bulgaria,2016,125.33, Europe
Bulgaria,2017,136.25, Europe
Bulgaria,2018,118.35, Europe
Czech Republic,1980,194, Europe
Czech Republic,1981,200, Europe
Czech Republic,1982,186, Europe
Czech Republic,1983,185, Europe
Czech Republic,1984,183, Europe
Czech Republic,1985,185, Europe
Czech Republic,1986,188, Europe
Czech Republic,1987,190, Europe
Czech Republic,1988,188, Europe
Czech Republic,1989,186, Europe
Czech Republic,1990,160, Europe
Czech Republic,1991,137, Europe
Czech Republic,1992,143, Europe
Czech Republic,1993,132, Europe
Czech Republic,1994,140, Europe
Czech Republic,1995,146, Europe
Czech Republic,1996,157, Europe
Czech Republic,1997,151, Europe
Czech Republic,1998,144, Europe
Czech Republic,1999,127, Europe
Czech Republic,2000,123, Europe
Czech Republic,2001,127, Europe
Czech Republic,2002,127, Europe
Czech Republic,2003,132, Europe
Czech Republic,2004,134.26, Europe
Czech Republic,2005,155.11, Europe
Czech Republic,2006,157.95, Europe
Czech Republic,2007,148.51, Europe
Czech Republic,2008,165.21, Europe
Czech Republic,2009,148.13, Europe
Czech Republic,2010,158.67, Europe
Czech Republic,2011,142.54, Europe
Czech Republic,2012,145.14, Europe
Czech Republic,2013,133.83, Europe
Czech Republic,2014,150.54, Europe
Czech Republic,2015,145.05, Europe
Czech Republic,2016,108.59, Europe
Czech Republic,2017,158.19, Europe
Czech Republic,2018,151.08, Europe
Denmark,1980,129, Europe
Denmark,1981,109, Europe
Denmark,1982,120, Europe
Denmark,1983,140, Europe
Denmark,1984,149, Europe
Denmark,1985,141, Europe
Denmark,1986,159, Europe
Denmark,1987,157, Europe
Denmark,1988,163, Europe
Denmark,1989,168, Europe
Denmark,1990,146.2, Europe
Denmark,1991,156.96, Europe
Denmark,1992,167.09, Europe
Denmark,1993,167.81, Europe
Denmark,1994,171.98, Europe
Denmark,1995,195.32, Europe
Denmark,1996,211.09, Europe
Denmark,1997,173.11, Europe
Denmark,1998,155.92, Europe
Denmark,1999,158.41, Europe
Denmark,2000,161.28, Europe
Denmark,2001,159.81, Europe
Denmark,2002,155.05, Europe
Denmark,2003,164.49, Europe
Denmark,2004,161.32, Europe
Denmark,2005,155.13, Europe
Denmark,2006,159.27, Europe
Denmark,2007,156.6, Europe
Denmark,2008,155.85, Europe
Denmark,2009,156.74, Europe
Denmark,2010,145.52, Europe
Denmark,2011,136.78, Europe
Denmark,2012,152.77, Europe
Denmark,2013,144.05, Europe
Denmark,2014,138.77, Europe
Denmark,2015,147.32, Europe
Denmark,2016,140.07, Europe
Denmark,2017,150.81, Europe
Denmark,2018,152.36, Europe
Finland,1980,250.22, Europe
Finland,1981,222.53, Europe
Finland,1982,189.68, Europe
Finland,1983,205.28, Europe
Finland,1984,207.04, Europe
Finland,1985,202.52, Europe
Finland,1986,182.02, Europe
Finland,1987,196.71, Europe
Finland,1988,187.87, Europe
Finland,1989,169.02, Europe
Finland,1990,190.5, Europe
Finland,1991,193.96, Europe
Finland,1992,169.96, Europe
Finland,1993,166.01, Europe
Finland,1994,178.25, Europe
Finland,1995,186.08, Europe
Finland,1996,192.49, Europe
Finland,1997,178.53, Europe
Finland,1998,226.41, Europe
Finland,1999,223.02, Europe
Finland,2000,213.96, Europe
Finland,2001,198.88, Europe
Finland,2002,222.74, Europe
Finland,2003,221.01, Europe
Finland,2004,220.01, Europe
Finland,2005,200.46, Europe
Finland,2006,208.34, Europe
Finland,2007,217.78, Europe
Finland,2008,222.24, Europe
Finland,2009,219.7, Europe
Finland,2010,211.08, Europe
Finland,2011,225.16, Europe
Finland,2012,215.41, Europe
Finland,2013,226.85, Europe
Finland,2014,225.34, Europe
Finland,2015,196.97, Europe
Finland,2016,225.79, Europe
Finland,2017,225.84, Europe
Finland,2018,232.67, Europe
France,1980,2226.24, Europe
France,1981,1857.86, Europe
France,1982,1563.6, Europe
France,1983,1445.32, Europe
France,1984,1460.91, Europe
France,1985,1432.3, Europe
France,1986,1394.87, Europe
France,1987,1306.65, Europe
France,1988,1388.19, Europe
France,1989,1412.46, Europe
France,1990,1436.58, Europe
France,1991,1521.25, Europe
France,1992,1459.83, Europe
France,1993,1557.07, Europe
France,1994,1536.91, Europe
France,1995,1581.63, Europe
France,1996,1670.42, Europe
France,1997,1780.09, Europe
France,1998,1840.77, Europe
France,1999,1660.28, Europe
France,2000,1706.21, Europe
France,2001,1738.66, Europe
France,2002,1617.46, Europe
France,2003,1726.59, Europe
France,2004,1735.75, Europe
France,2005,1710.94, Europe
France,2006,1654.89, Europe
France,2007,1653.77, Europe
France,2008,1675.63, Europe
France,2009,1448.55, Europe
France,2010,1313.86, Europe
France,2011,1313.4, Europe
France,2012,1137.61, Europe
France,2013,1117.45, Europe
France,2014,1095.8, Europe
France,2015,1151.55, Europe
France,2016,1121.63, Europe
France,2017,1149.36, Europe
France,2018,1085.62, Europe
Germany,1980,2423, Europe
Germany,1981,2112, Europe
Germany,1982,1997, Europe
Germany,1983,1816, Europe
Germany,1984,1809, Europe
Germany,1985,1771, Europe
Germany,1986,1791, Europe
Germany,1987,1747, Europe
Germany,1988,1883, Europe
Germany,1989,1805, Europe
Germany,1990,1839, Europe
Germany,1991,1854, Europe
Germany,1992,2019, Europe
Germany,1993,2063, Europe
Germany,1994,2157, Europe
Germany,1995,2070, Europe
Germany,1996,2091, Europe
Germany,1997,2038, Europe
Germany,1998,2176, Europe
Germany,1999,2136, Europe
Germany,2000,2139, Europe
Germany,2001,2138, Europe
Germany,2002,2145, Europe
Germany,2003,2191, Europe
Germany,2004,2237.57, Europe
Germany,2005,2300.29, Europe
Germany,2006,2244.77, Europe
Germany,2007,2192.9, Europe
Germany,2008,2151.48, Europe
Germany,2009,2026.31, Europe
Germany,2010,1915.4, Europe
Germany,2011,1876.46, Europe
Germany,2012,1901.05, Europe
Germany,2013,1856.94, Europe
Germany,2014,1832.9, Europe
Germany,2015,1875.5, Europe
Germany,2016,1886.97, Europe
Germany,2017,1869.73, Europe
Germany,2018,1775.27, Europe
Greece,1980,285.75, Europe
Greece,1981,319.99, Europe
Greece,1982,303.32, Europe
Greece,1983,282.7, Europe
Greece,1984,254.21, Europe
Greece,1985,243.76, Europe
Greece,1986,299.59, Europe
Greece,1987,303.14, Europe
Greece,1988,282.69, Europe
Greece,1989,281.37, Europe
Greece,1990,289.4, Europe
Greece,1991,257.63, Europe
Greece,1992,268.83, Europe
Greece,1993,224.72, Europe
Greece,1994,281.31, Europe
Greece,1995,298.46, Europe
Greece,1996,359.49, Europe
Greece,1997,365.56, Europe
Greece,1998,371.64, Europe
Greece,1999,322.66, Europe
Greece,2000,388.89, Europe
Greece,2001,383.41, Europe
Greece,2002,370.6, Europe
Greece,2003,384.47, Europe
Greece,2004,373.35, Europe
Greece,2005,373.59, Europe
Greece,2006,378.89, Europe
Greece,2007,384.96, Europe
Greece,2008,359.63, Europe
Greece,2009,345.61, Europe
Greece,2010,393.11, Europe
Greece,2011,331.16, Europe
Greece,2012,410.1, Europe
Greece,2013,399.45, Europe
Greece,2014,415.6, Europe
Greece,2015,435.68, Europe
Greece,2016,464.35, Europe
Greece,2017,482.6, Europe
Greece,2018,488.54, Europe
Hungary,1980,196, Europe
Hungary,1981,189, Europe
Hungary,1982,174, Europe
Hungary,1983,168, Europe
Hungary,1984,180, Europe
Hungary,1985,180, Europe
Hungary,1986,188, Europe
Hungary,1987,187, Europe
Hungary,1988,173, Europe
Hungary,1989,166, Europe
Hungary,1990,163.49, Europe
Hungary,1991,153.73, Europe
Hungary,1992,149.36, Europe
Hungary,1993,154.97, Europe
Hungary,1994,141.44, Europe
Hungary,1995,150.74, Europe
Hungary,1996,135.93, Europe
Hungary,1997,141.02, Europe
Hungary,1998,144.01, Europe
Hungary,1999,140.21, Europe
Hungary,2000,136.21, Europe
Hungary,2001,137.4, Europe
Hungary,2002,121.2, Europe
Hungary,2003,128.16, Europe
Hungary,2004,127.59, Europe
Hungary,2005,141.22, Europe
Hungary,2006,138.87, Europe
Hungary,2007,142.32, Europe
Hungary,2008,139.53, Europe
Hungary,2009,127, Europe
Hungary,2010,128.31, Europe
Hungary,2011,132.46, Europe
Hungary,2012,121.95, Europe
Hungary,2013,119.63, Europe
Hungary,2014,130.92, Europe
Hungary,2015,129.85, Europe
Hungary,2016,132.8, Europe
Hungary,2017,130.88, Europe
Hungary,2018,141.32, Europe
Ireland,1980,41, Europe
Ireland,1981,15, Europe
Ireland,1982,10, Europe
Ireland,1983,24, Europe
Ireland,1984,23, Europe
Ireland,1985,26, Europe
Ireland,1986,28, Europe
Ireland,1987,31, Europe
Ireland,1988,27, Europe
Ireland,1989,27, Europe
Ireland,1990,39, Europe
Ireland,1991,36, Europe
Ireland,1992,39, Europe
Ireland,1993,38, Europe
Ireland,1994,47, Europe
Ireland,1995,45, Europe
Ireland,1996,42, Europe
Ireland,1997,53, Europe
Ireland,1998,63, Europe
Ireland,1999,56, Europe
Ireland,2000,64, Europe
Ireland,2001,68, Europe
Ireland,2002,64, Europe
Ireland,2003,64.54, Europe
