country,year,oil_refining_capacity,region
Other S. & Cent. America,1979,2020, S. & Cent. America
Other S. & Cent. America,1980,2023, S. & Cent. America
Other S. & Cent. America,1981,1988, S. & Cent. America
Other S. & Cent. America,1982,1675, S. & Cent. America
Other S. & Cent. America,1983,1667, S. & Cent. America
Other S. & Cent. America,1984,1597, S. & Cent. America
Other S. & Cent. America,1985,1197, S. & Cent. America
Other S. & Cent. America,1986,1197, S. & Cent. America
Other S. & Cent. America,1987,1198, S. & Cent. America
Other S. & Cent. America,1988,1185, S. & Cent. America
Other S. & Cent. America,1989,1307, S. & Cent. America
Other S. & Cent. America,1990,1377, S. & Cent. America
Other S. & Cent. America,1991,1445, S. & Cent. America
Other S. & Cent. America,1992,1460, S. & Cent. America
Other S. & Cent. America,1993,1410, S. & Cent. America
Other S. & Cent. America,1994,1344, S. & Cent. America
Other S. & Cent. America,1995,1184, S. & Cent. America
Other S. & Cent. America,1996,1208, S. & Cent. America
Other S. & Cent. America,1997,1133, S. & Cent. America
Other S. & Cent. America,1998,1114, S. & Cent. America
Other S. & Cent. America,1999,1150, S. & Cent. America
Other S. & Cent. America,2000,1109, S. & Cent. America
Other S. & Cent. America,2001,1133, S. & Cent. America
Other S. & Cent. America,2002,1112, S. & Cent. America
Other S. & Cent. America,2003,1143, S. & Cent. America
Other S. & Cent. America,2004,1151, S. & Cent. America
Other S. & Cent. America,2005,1144, S. & Cent. America
Other S. & Cent. America,2006,1150, S. & Cent. America
Other S. & Cent. America,2007,1192, S. & Cent. America
Other S. & Cent. America,2008,1176, S. & Cent. America
Other S. & Cent. America,2009,900, S. & Cent. America
Other S. & Cent. America,2010,901, S. & Cent. America
Other S. & Cent. America,2011,1013, S. & Cent. America
Other S. & Cent. America,2012,356, S. & Cent. America
Other S. & Cent. America,2013,361, S. & Cent. America
Other S. & Cent. America,2014,376, S. & Cent. America
Other S. & Cent. America,2015,384, S. & Cent. America
Other S. & Cent. America,2016,384, S. & Cent. America
Other S. & Cent. America,2017,384, S. & Cent. America
Other S. & Cent. America,2018,384, S. & Cent. America
Peru,1965,60.04, S. & Cent. America
Peru,1966,60.42, S. & Cent. America
Peru,1967,85.5, S. & Cent. America
Peru,1968,98.42, S. & Cent. America
Peru,1969,87.4, S. & Cent. America
Peru,1970,87.4, S. & Cent. America
Peru,1971,100.32, S. & Cent. America
Peru,1972,101, S. & Cent. America
Peru,1973,107, S. & Cent. America
Peru,1974,130, S. & Cent. America
Peru,1975,130, S. & Cent. America
Peru,1976,116, S. & Cent. America
Peru,1977,171, S. & Cent. America
Peru,1978,170, S. & Cent. America
Peru,1979,170, S. & Cent. America
Peru,1980,171, S. & Cent. America
Peru,1981,176, S. & Cent. America
Peru,1982,186, S. & Cent. America
Peru,1983,186, S. & Cent. America
Peru,1984,187, S. & Cent. America
Peru,1985,187, S. & Cent. America
Peru,1986,187, S. & Cent. America
Peru,1987,187, S. & Cent. America
Peru,1988,187, S. & Cent. America
Peru,1989,187, S. & Cent. America
Peru,1990,187, S. & Cent. America
Peru,1991,187, S. & Cent. America
Peru,1992,187, S. & Cent. America
Peru,1993,189, S. & Cent. America
Peru,1994,189, S. & Cent. America
Peru,1995,189, S. & Cent. America
Peru,1996,189, S. & Cent. America
Peru,1997,189, S. & Cent. America
Peru,1998,189, S. & Cent. America
Peru,1999,192, S. & Cent. America
Peru,2000,198, S. & Cent. America
Peru,2001,198, S. & Cent. America
Peru,2002,198, S. & Cent. America
Peru,2003,198, S. & Cent. America
Peru,2004,223, S. & Cent. America
Peru,2005,223, S. & Cent. America
Peru,2006,223, S. & Cent. America
Peru,2007,223, S. & Cent. America
Peru,2008,230, S. & Cent. America
Peru,2009,252, S. & Cent. America
Peru,2010,252, S. & Cent. America
Peru,2011,252, S. & Cent. America
Peru,2012,252, S. & Cent. America
Peru,2013,253, S. & Cent. America
Peru,2014,253, S. & Cent. America
Peru,2015,253, S. & Cent. America
Peru,2016,253, S. & Cent. America
Peru,2017,253, S. & Cent. America
Peru,2018,253, S. & Cent. America
Trinidad & Tobago,1965,341, S. & Cent. America
Trinidad & Tobago,1966,390, S. & Cent. America
Trinidad & Tobago,1967,405, S. & Cent. America
Trinidad & Tobago,1968,430, S. & Cent. America
Trinidad & Tobago,1969,433, S. & Cent. America
Trinidad & Tobago,1970,436, S. & Cent. America
Trinidad & Tobago,1971,436, S. & Cent. America
Trinidad & Tobago,1972,450, S. & Cent. America
Trinidad & Tobago,1973,450, S. & Cent. America
Trinidad & Tobago,1974,456, S. & Cent. America
Trinidad & Tobago,1975,456, S. & Cent. America
Trinidad & Tobago,1976,456, S. & Cent. America
Trinidad & Tobago,1977,456, S. & Cent. America
Trinidad & Tobago,1978,436, S. & Cent. America
Trinidad & Tobago,1979,436, S. & Cent. America
Trinidad & Tobago,1980,436, S. & Cent. America
Trinidad & Tobago,1981,436, S. & Cent. America
Trinidad & Tobago,1982,410, S. & Cent. America
Trinidad & Tobago,1983,355, S. & Cent. America
Trinidad & Tobago,1984,310, S. & Cent. America
Trinidad & Tobago,1985,300, S. & Cent. America
Trinidad & Tobago,1986,300, S. & Cent. America
Trinidad & Tobago,1987,300, S. & Cent. America
Trinidad & Tobago,1988,300, S. & Cent. America
Trinidad & Tobago,1989,300, S. & Cent. America
Trinidad & Tobago,1990,273, S. & Cent. America
Trinidad & Tobago,1991,240, S. & Cent. America
Trinidad & Tobago,1992,240, S. & Cent. America
Trinidad & Tobago,1993,240, S. & Cent. America
Trinidad & Tobago,1994,240, S. & Cent. America
Trinidad & Tobago,1995,240, S. & Cent. America
Trinidad & Tobago,1996,165, S. & Cent. America
Trinidad & Tobago,1997,165, S. & Cent. America
Trinidad & Tobago,1998,165, S. & Cent. America
Trinidad & Tobago,1999,165, S. & Cent. America
Trinidad & Tobago,2000,165, S. & Cent. America
Trinidad & Tobago,2001,165, S. & Cent. America
Trinidad & Tobago,2002,165, S. & Cent. America
Trinidad & Tobago,2003,165, S. & Cent. America
Trinidad & Tobago,2004,165, S. & Cent. America
Trinidad & Tobago,2005,165, S. & Cent. America
Trinidad & Tobago,2006,165, S. & Cent. America
Trinidad & Tobago,2007,165, S. & Cent. America
Trinidad & Tobago,2008,165, S. & Cent. America
Trinidad & Tobago,2009,165, S. & Cent. America
Trinidad & Tobago,2010,165, S. & Cent. America
Trinidad & Tobago,2011,165, S. & Cent. America
Trinidad & Tobago,2012,165, S. & Cent. America
Trinidad & Tobago,2013,165, S. & Cent. America
Trinidad & Tobago,2014,165, S. & Cent. America
Trinidad & Tobago,2015,165, S. & Cent. America
Trinidad & Tobago,2016,165, S. & Cent. America
Trinidad & Tobago,2017,165, S. & Cent. America
Trinidad & Tobago,2018,0, S. & Cent. America
Venezuela,1965,1120, S. & Cent. America
Venezuela,1966,1135, S. & Cent. America
Venezuela,1967,1217, S. & Cent. America
Venezuela,1968,1222, S. & Cent. America
Venezuela,1969,1258, S. & Cent. America
Venezuela,1970,1289, S. & Cent. America
Venezuela,1971,1295, S. & Cent. America
Venezuela,1972,1474, S. & Cent. America
Venezuela,1973,1474, S. & Cent. America
Venezuela,1974,1474, S. & Cent. America
Venezuela,1975,1445, S. & Cent. America
Venezuela,1976,1445, S. & Cent. America
Venezuela,1977,1445, S. & Cent. America
Venezuela,1978,1371, S. & Cent. America
Venezuela,1979,1371, S. & Cent. America
Venezuela,1980,1283, S. & Cent. America
Venezuela,1981,1263, S. & Cent. America
Venezuela,1982,1253, S. & Cent. America
Venezuela,1983,1243, S. & Cent. America
Venezuela,1984,1243, S. & Cent. America
Venezuela,1985,1243, S. & Cent. America
Venezuela,1986,1186, S. & Cent. America
Venezuela,1987,1186, S. & Cent. America
Venezuela,1988,1186, S. & Cent. America
Venezuela,1989,1186, S. & Cent. America
Venezuela,1990,1186, S. & Cent. America
Venezuela,1991,1196, S. & Cent. America
Venezuela,1992,1202, S. & Cent. America
Venezuela,1993,1202, S. & Cent. America
Venezuela,1994,1202, S. & Cent. America
Venezuela,1995,1212, S. & Cent. America
Venezuela,1996,1212, S. & Cent. America
Venezuela,1997,1212, S. & Cent. America
Venezuela,1998,1215, S. & Cent. America
Venezuela,1999,1226, S. & Cent. America
Venezuela,2000,1269, S. & Cent. America
Venezuela,2001,1269, S. & Cent. America
Venezuela,2002,1269, S. & Cent. America
Venezuela,2003,1269, S. & Cent. America
Venezuela,2004,1284, S. & Cent. America
Venezuela,2005,1291, S. & Cent. America
Venezuela,2006,1294, S. & Cent. America
Venezuela,2007,1303, S. & Cent. America
Venezuela,2008,1303, S. & Cent. America
Venezuela,2009,1303, S. & Cent. America
Venezuela,2010,1303, S. & Cent. America
Venezuela,2011,1303, S. & Cent. America
Venezuela,2012,1303, S. & Cent. America
Venezuela,2013,1303, S. & Cent. America
Venezuela,2014,1303, S. & Cent. America
Venezuela,2015,1303, S. & Cent. America
Venezuela,2016,1303, S. & Cent. America
Venezuela,2017,1303, S. & Cent. America
Venezuela,2018,1303, S. & Cent. America
