country,year,gas_consumption_bcm,region
Algeria,1965,0.74, Africa
Algeria,1966,0.77, Africa
Algeria,1967,0.75, Africa
Algeria,1968,0.79, Africa
Algeria,1969,1.04, Africa
Algeria,1970,0.97, Africa
Algeria,1971,1.1, Africa
Algeria,1972,1.28, Africa
Algeria,1973,1.79, Africa
Algeria,1974,2.07, Africa
Algeria,1975,2.85, Africa
Algeria,1976,3.37, Africa
Algeria,1977,3.59, Africa
Algeria,1978,5.77, Africa
Algeria,1979,8.15, Africa
Algeria,1980,10.94, Africa
Algeria,1981,14.23, Africa
Algeria,1982,16.14, Africa
Algeria,1983,17.67, Africa
Algeria,1984,15.53, Africa
Algeria,1985,15.38, Africa
Algeria,1986,16.84, Africa
Algeria,1987,17.23, Africa
Algeria,1988,19.41, Africa
Algeria,1989,18.27, Africa
Algeria,1990,19.51, Africa
Algeria,1991,19.27, Africa
Algeria,1992,19.89, Africa
Algeria,1993,17.85, Africa
Algeria,1994,18.82, Africa
Algeria,1995,20.22, Africa
Algeria,1996,20.77, Africa
Algeria,1997,19.4, Africa
Algeria,1998,20.07, Africa
Algeria,1999,20.51, Africa
Algeria,2000,19.1, Africa
Algeria,2001,19.73, Africa
Algeria,2002,19.48, Africa
Algeria,2003,20.59, Africa
Algeria,2004,21.19, Africa
Algeria,2005,22.36, Africa
Algeria,2006,22.85, Africa
Algeria,2007,23.38, Africa
Algeria,2008,24.4, Africa
Algeria,2009,26.21, Africa
Algeria,2010,25.33, Africa
Algeria,2011,26.8, Africa
Algeria,2012,29.87, Africa
Algeria,2013,32.12, Africa
Algeria,2014,36.09, Africa
Algeria,2015,37.92, Africa
Algeria,2016,38.6, Africa
Algeria,2017,38.88, Africa
Algeria,2018,42.73, Africa
Eastern Africa,1965,0, Africa
Eastern Africa,1966,0, Africa
Eastern Africa,1967,0, Africa
Eastern Africa,1968,0, Africa
Eastern Africa,1969,0, Africa
Eastern Africa,1970,0, Africa
Eastern Africa,1971,0, Africa
Eastern Africa,1972,0, Africa
Eastern Africa,1973,0, Africa
Eastern Africa,1974,0, Africa
Eastern Africa,1975,0, Africa
Eastern Africa,1976,0, Africa
Eastern Africa,1977,0, Africa
Eastern Africa,1978,0, Africa
Eastern Africa,1979,0, Africa
Eastern Africa,1980,0, Africa
Eastern Africa,1981,0, Africa
Eastern Africa,1982,0, Africa
Eastern Africa,1983,0, Africa
Eastern Africa,1984,0, Africa
Eastern Africa,1985,0, Africa
Eastern Africa,1986,0, Africa
Eastern Africa,1987,0, Africa
Eastern Africa,1988,0, Africa
Eastern Africa,1989,0, Africa
Eastern Africa,1990,0, Africa
Eastern Africa,1991,0, Africa
Eastern Africa,1992,0, Africa
Eastern Africa,1993,0, Africa
Eastern Africa,1994,0, Africa
Eastern Africa,1995,0, Africa
Eastern Africa,1996,0, Africa
Eastern Africa,1997,0, Africa
Eastern Africa,1998,0, Africa
Eastern Africa,1999,0, Africa
Eastern Africa,2000,0, Africa
Eastern Africa,2001,0, Africa
Eastern Africa,2002,0, Africa
Eastern Africa,2003,0, Africa
Eastern Africa,2004,0.13, Africa
Eastern Africa,2005,0.42, Africa
Eastern Africa,2006,0.52, Africa
Eastern Africa,2007,0.58, Africa
Eastern Africa,2008,0.62, Africa
Eastern Africa,2009,0.73, Africa
Eastern Africa,2010,0.84, Africa
Eastern Africa,2011,0.96, Africa
Eastern Africa,2012,1.1, Africa
Eastern Africa,2013,1.14, Africa
Eastern Africa,2014,1.26, Africa
Eastern Africa,2015,1.61, Africa
Eastern Africa,2016,2.03, Africa
Eastern Africa,2017,2.01, Africa
Eastern Africa,2018,2.16, Africa
Egypt,1965,0.05, Africa
Egypt,1966,0.05, Africa
Egypt,1967,0.05, Africa
Egypt,1968,0.05, Africa
Egypt,1969,0.07, Africa
Egypt,1970,0.08, Africa
Egypt,1971,0.08, Africa
Egypt,1972,0.07, Africa
Egypt,1973,0.05, Africa
Egypt,1974,0.06, Africa
Egypt,1975,0.05, Africa
Egypt,1976,0.37, Africa
Egypt,1977,0.44, Africa
Egypt,1978,0.71, Africa
Egypt,1979,1.08, Africa
Egypt,1980,2.1, Africa
Egypt,1981,2.35, Africa
Egypt,1982,2.57, Africa
Egypt,1983,3.01, Africa
Egypt,1984,3.87, Africa
Egypt,1985,4.75, Africa
Egypt,1986,5.47, Africa
Egypt,1987,6.04, Africa
Egypt,1988,6.66, Africa
Egypt,1989,7.45, Africa
Egypt,1990,7.77, Africa
Egypt,1991,8.74, Africa
Egypt,1992,9.45, Africa
Egypt,1993,10.87, Africa
Egypt,1994,11.55, Africa
Egypt,1995,12.13, Africa
Egypt,1996,12.51, Africa
Egypt,1997,12.9, Africa
Egypt,1998,13.19, Africa
Egypt,1999,15.78, Africa
Egypt,2000,19.25, Africa
Egypt,2001,23.58, Africa
Egypt,2002,25.51, Africa
Egypt,2003,28.59, Africa
Egypt,2004,30.51, Africa
Egypt,2005,30.42, Africa
Egypt,2006,35.13, Africa
Egypt,2007,36.92, Africa
Egypt,2008,39.31, Africa
Egypt,2009,40.94, Africa
Egypt,2010,43.42, Africa
Egypt,2011,47.76, Africa
Egypt,2012,50.64, Africa
Egypt,2013,49.5, Africa
Egypt,2014,46.22, Africa
Egypt,2015,46.02, Africa
Egypt,2016,49.35, Africa
Egypt,2017,55.93, Africa
Egypt,2018,59.55, Africa
Middle Africa,1965,0.01, Africa
Middle Africa,1966,0.01, Africa
Middle Africa,1967,0.02, Africa
Middle Africa,1968,0.02, Africa
Middle Africa,1969,0.02, Africa
Middle Africa,1970,0.06, Africa
Middle Africa,1971,0.13, Africa
Middle Africa,1972,0.15, Africa
Middle Africa,1973,0.52, Africa
Middle Africa,1974,0.6, Africa
Middle Africa,1975,0.23, Africa
Middle Africa,1976,0.07, Africa
Middle Africa,1977,0.11, Africa
Middle Africa,1978,0.11, Africa
Middle Africa,1979,0.1, Africa
Middle Africa,1980,0.26, Africa
Middle Africa,1981,0.31, Africa
Middle Africa,1982,0.35, Africa
Middle Africa,1983,0.38, Africa
Middle Africa,1984,0.36, Africa
Middle Africa,1985,0.41, Africa
Middle Africa,1986,0.47, Africa
Middle Africa,1987,0.54, Africa
Middle Africa,1988,0.65, Africa
Middle Africa,1989,0.5, Africa
Middle Africa,1990,0.62, Africa
Middle Africa,1991,0.66, Africa
Middle Africa,1992,0.64, Africa
Middle Africa,1993,0.64, Africa
Middle Africa,1994,0.59, Africa
Middle Africa,1995,0.66, Africa
Middle Africa,1996,0.65, Africa
Middle Africa,1997,0.67, Africa
Middle Africa,1998,0.69, Africa
Middle Africa,1999,0.67, Africa
Middle Africa,2000,0.7, Africa
Middle Africa,2001,1.45, Africa
Middle Africa,2002,1.88, Africa
Middle Africa,2003,2.09, Africa
Middle Africa,2004,2.64, Africa
Middle Africa,2005,3.04, Africa
Middle Africa,2006,3.03, Africa
Middle Africa,2007,2.75, Africa
Middle Africa,2008,3.28, Africa
Middle Africa,2009,3.26, Africa
Middle Africa,2010,3.66, Africa
Middle Africa,2011,4.08, Africa
Middle Africa,2012,4.07, Africa
Middle Africa,2013,3.66, Africa
Middle Africa,2014,3.61, Africa
Middle Africa,2015,3.45, Africa
Middle Africa,2016,4.4, Africa
Middle Africa,2017,4.5, Africa
Middle Africa,2018,4.42, Africa
Morocco,1965,0.05, Africa
Morocco,1966,0.05, Africa
Morocco,1967,0.05, Africa
Morocco,1968,0.05, Africa
Morocco,1969,0.05, Africa
Morocco,1970,0.05, Africa
Morocco,1971,0.05, Africa
Morocco,1972,0.05, Africa
Morocco,1973,0.07, Africa
Morocco,1974,0.08, Africa
Morocco,1975,0.07, Africa
Morocco,1976,0.08, Africa
Morocco,1977,0.08, Africa
Morocco,1978,0.08, Africa
Morocco,1979,0.07, Africa
Morocco,1980,0.06, Africa
Morocco,1981,0.08, Africa
Morocco,1982,0.08, Africa
Morocco,1983,0.08, Africa
Morocco,1984,0.08, Africa
Morocco,1985,0.09, Africa
Morocco,1986,0.09, Africa
Morocco,1987,0.07, Africa
Morocco,1988,0.07, Africa
Morocco,1989,0.05, Africa
Morocco,1990,0.05, Africa
Morocco,1991,0.03, Africa
Morocco,1992,0.02, Africa
Morocco,1993,0.02, Africa
Morocco,1994,0.02, Africa
Morocco,1995,0.01, Africa
Morocco,1996,0.02, Africa
Morocco,1997,0.03, Africa
Morocco,1998,0.03, Africa
Morocco,1999,0.04, Africa
Morocco,2000,0.04, Africa
Morocco,2001,0.04, Africa
Morocco,2002,0.05, Africa
Morocco,2003,0.05, Africa
Morocco,2004,0.06, Africa
Morocco,2005,0.43, Africa
Morocco,2006,0.53, Africa
Morocco,2007,0.6, Africa
Morocco,2008,0.59, Africa
Morocco,2009,0.65, Africa
Morocco,2010,0.7, Africa
Morocco,2011,0.88, Africa
Morocco,2012,1.18, Africa
Morocco,2013,1.14, Africa
Morocco,2014,1.11, Africa
Morocco,2015,1.13, Africa
Morocco,2016,1.15, Africa
Morocco,2017,1.14, Africa
Morocco,2018,1.03, Africa
Other Northern Africa,1965,0.01, Africa
Other Northern Africa,1966,0.01, Africa
Other Northern Africa,1967,0.01, Africa
Other Northern Africa,1968,0.01, Africa
Other Northern Africa,1969,0.01, Africa
Other Northern Africa,1970,0.29, Africa
Other Northern Africa,1971,0.22, Africa
Other Northern Africa,1972,0.55, Africa
Other Northern Africa,1973,1.02, Africa
Other Northern Africa,1974,1.16, Africa
Other Northern Africa,1975,1.68, Africa
Other Northern Africa,1976,1.44, Africa
Other Northern Africa,1977,1.63, Africa
Other Northern Africa,1978,1.92, Africa
Other Northern Africa,1979,3.98, Africa
Other Northern Africa,1980,3.53, Africa
Other Northern Africa,1981,3.35, Africa
Other Northern Africa,1982,2.92, Africa
Other Northern Africa,1983,3.02, Africa
Other Northern Africa,1984,3.29, Africa
Other Northern Africa,1985,4.55, Africa
Other Northern Africa,1986,5.32, Africa
Other Northern Africa,1987,5.36, Africa
Other Northern Africa,1988,5.36, Africa
Other Northern Africa,1989,6.64, Africa
Other Northern Africa,1990,6.1, Africa
Other Northern Africa,1991,5.72, Africa
Other Northern Africa,1992,6.22, Africa
Other Northern Africa,1993,5.98, Africa
Other Northern Africa,1994,6.69, Africa
Other Northern Africa,1995,7.12, Africa
Other Northern Africa,1996,7.55, Africa
Other Northern Africa,1997,7.89, Africa
Other Northern Africa,1998,8.15, Africa
Other Northern Africa,1999,7.17, Africa
Other Northern Africa,2000,8.16, Africa
Other Northern Africa,2001,8.84, Africa
Other Northern Africa,2002,8.71, Africa
Other Northern Africa,2003,8.43, Africa
Other Northern Africa,2004,10.69, Africa
Other Northern Africa,2005,10.14, Africa
Other Northern Africa,2006,9.43, Africa
Other Northern Africa,2007,10.29, Africa
Other Northern Africa,2008,10.98, Africa
Other Northern Africa,2009,11.68, Africa
Other Northern Africa,2010,12.29, Africa
Other Northern Africa,2011,10.15, Africa
Other Northern Africa,2012,10.91, Africa
Other Northern Africa,2013,12.3, Africa
Other Northern Africa,2014,11.32, Africa
Other Northern Africa,2015,9.7, Africa
Other Northern Africa,2016,10.27, Africa
Other Northern Africa,2017,10.89, Africa
Other Northern Africa,2018,11.36, Africa
Other Southern Africa,1965,0, Africa
Other Southern Africa,1966,0, Africa
Other Southern Africa,1967,0, Africa
Other Southern Africa,1968,0, Africa
Other Southern Africa,1969,0, Africa
Other Southern Africa,1970,0, Africa
Other Southern Africa,1971,0, Africa
Other Southern Africa,1972,0, Africa
Other Southern Africa,1973,0, Africa
Other Southern Africa,1974,0, Africa
Other Southern Africa,1975,0, Africa
Other Southern Africa,1976,0, Africa
Other Southern Africa,1977,0, Africa
Other Southern Africa,1978,0, Africa
Other Southern Africa,1979,0, Africa
Other Southern Africa,1980,0, Africa
Other Southern Africa,1981,0, Africa
Other Southern Africa,1982,0, Africa
Other Southern Africa,1983,0, Africa
Other Southern Africa,1984,0, Africa
Other Southern Africa,1985,0, Africa
Other Southern Africa,1986,0, Africa
Other Southern Africa,1987,0, Africa
Other Southern Africa,1988,0, Africa
Other Southern Africa,1989,0, Africa
Other Southern Africa,1990,0, Africa
Other Southern Africa,1991,0, Africa
Other Southern Africa,1992,0, Africa
Other Southern Africa,1993,0, Africa
Other Southern Africa,1994,0, Africa
Other Southern Africa,1995,0, Africa
Other Southern Africa,1996,0, Africa
Other Southern Africa,1997,0, Africa
Other Southern Africa,1998,0, Africa
Other Southern Africa,1999,0, Africa
Other Southern Africa,2000,0, Africa
Other Southern Africa,2001,0, Africa
Other Southern Africa,2002,0, Africa
Other Southern Africa,2003,0, Africa
Other Southern Africa,2004,0, Africa
Other Southern Africa,2005,0, Africa
Other Southern Africa,2006,0, Africa
Other Southern Africa,2007,0, Africa
Other Southern Africa,2008,0, Africa
Other Southern Africa,2009,0, Africa
Other Southern Africa,2010,0, Africa
Other Southern Africa,2011,0, Africa
Other Southern Africa,2012,0, Africa
Other Southern Africa,2013,0, Africa
Other Southern Africa,2014,0, Africa
Other Southern Africa,2015,0, Africa
Other Southern Africa,2016,0, Africa
Other Southern Africa,2017,0, Africa
Other Southern Africa,2018,0, Africa
South Africa,1965,0, Africa
South Africa,1966,0, Africa
South Africa,1967,0, Africa
South Africa,1968,0, Africa
South Africa,1969,0, Africa
South Africa,1970,0, Africa
South Africa,1971,0.06, Africa
South Africa,1972,0.09, Africa
South Africa,1973,0.1, Africa
South Africa,1974,0.12, Africa
South Africa,1975,0.15, Africa
South Africa,1976,0.15, Africa
South Africa,1977,0.15, Africa
South Africa,1978,0.15, Africa
South Africa,1979,0.19, Africa
South Africa,1980,0.21, Africa
South Africa,1981,0.21, Africa
South Africa,1982,0.19, Africa
South Africa,1983,0.21, Africa
South Africa,1984,0.21, Africa
South Africa,1985,0.2, Africa
South Africa,1986,0.21, Africa
South Africa,1987,0.2, Africa
South Africa,1988,0.2, Africa
South Africa,1989,0.2, Africa
South Africa,1990,1.97, Africa
South Africa,1991,1.99, Africa
South Africa,1992,1.84, Africa
South Africa,1993,1.27, Africa
South Africa,1994,1.28, Africa
South Africa,1995,1.29, Africa
South Africa,1996,1.12, Africa
South Africa,1997,0.93, Africa
South Africa,1998,0.93, Africa
South Africa,1999,1.19, Africa
South Africa,2000,1.14, Africa
South Africa,2001,1.38, Africa
South Africa,2002,1.39, Africa
South Africa,2003,1.05, Africa
South Africa,2004,2.43, Africa
South Africa,2005,3.46, Africa
South Africa,2006,3.74, Africa
South Africa,2007,3.79, Africa
South Africa,2008,3.92, Africa
South Africa,2009,3.32, Africa
South Africa,2010,4.12, Africa
South Africa,2011,4.28, Africa
South Africa,2012,4.36, Africa
South Africa,2013,4.05, Africa
South Africa,2014,4.3, Africa
South Africa,2015,4.32, Africa
South Africa,2016,4.55, Africa
South Africa,2017,4.43, Africa
South Africa,2018,4.34, Africa
Western Africa,1965,0.1, Africa
Western Africa,1966,0.17, Africa
Western Africa,1967,0.18, Africa
Western Africa,1968,0.14, Africa
Western Africa,1969,0.06, Africa
Western Africa,1970,0.11, Africa
Western Africa,1971,0.2, Africa
Western Africa,1972,0.26, Africa
Western Africa,1973,0.4, Africa
Western Africa,1974,0.37, Africa
Western Africa,1975,0.34, Africa
Western Africa,1976,0.62, Africa
Western Africa,1977,0.82, Africa
Western Africa,1978,0.99, Africa
Western Africa,1979,1.31, Africa
Western Africa,1980,1.58, Africa
Western Africa,1981,2.33, Africa
Western Africa,1982,2.43, Africa
Western Africa,1983,2.75, Africa
Western Africa,1984,2.65, Africa
Western Africa,1985,2.51, Africa
Western Africa,1986,2.93, Africa
Western Africa,1987,2.9, Africa
Western Africa,1988,3.49, Africa
Western Africa,1989,4.04, Africa
Western Africa,1990,3.85, Africa
Western Africa,1991,3.75, Africa
Western Africa,1992,4.06, Africa
Western Africa,1993,4.63, Africa
Western Africa,1994,4.24, Africa
Western Africa,1995,4.69, Africa
Western Africa,1996,5.79, Africa
Western Africa,1997,5.63, Africa
Western Africa,1998,6.88, Africa
Western Africa,1999,5.04, Africa
Western Africa,2000,7.29, Africa
Western Africa,2001,9.24, Africa
Western Africa,2002,11.1, Africa
Western Africa,2003,11.57, Africa
Western Africa,2004,11.14, Africa
Western Africa,2005,11.48, Africa
Western Africa,2006,10.07, Africa
Western Africa,2007,12.51, Africa
Western Africa,2008,11.68, Africa
Western Africa,2009,8.79, Africa
Western Africa,2010,8.57, Africa
Western Africa,2011,12.3, Africa
Western Africa,2012,12.98, Africa
Western Africa,2013,12.67, Africa
Western Africa,2014,15.95, Africa
Western Africa,2015,23.91, Africa
Western Africa,2016,24.65, Africa
Western Africa,2017,22.98, Africa
Western Africa,2018,24.4, Africa
Australia,1965,0, Asia Pacific
Australia,1966,0, Asia Pacific
Australia,1967,0, Asia Pacific
Australia,1968,0.03, Asia Pacific
Australia,1969,0.41, Asia Pacific
Australia,1970,1.73, Asia Pacific
Australia,1971,2.58, Asia Pacific
Australia,1972,3.71, Asia Pacific
Australia,1973,4.71, Asia Pacific
Australia,1974,5.37, Asia Pacific
Australia,1975,5.77, Asia Pacific
Australia,1976,6.81, Asia Pacific
Australia,1977,7.78, Asia Pacific
Australia,1978,8.37, Asia Pacific
Australia,1979,9.64, Asia Pacific
Australia,1980,11.07, Asia Pacific
Australia,1981,11.99, Asia Pacific
Australia,1982,11.7, Asia Pacific
Australia,1983,12.71, Asia Pacific
Australia,1984,12.53, Asia Pacific
Australia,1985,13.4, Asia Pacific
Australia,1986,14.63, Asia Pacific
Australia,1987,14.94, Asia Pacific
Australia,1988,15.3, Asia Pacific
Australia,1989,16.69, Asia Pacific
Australia,1990,16.78, Asia Pacific
Australia,1991,16.08, Asia Pacific
Australia,1992,16.64, Asia Pacific
Australia,1993,17.25, Asia Pacific
Australia,1994,19.16, Asia Pacific
Australia,1995,19.34, Asia Pacific
Australia,1996,19.48, Asia Pacific
Australia,1997,19.13, Asia Pacific
Australia,1998,19.7, Asia Pacific
Australia,1999,20.17, Asia Pacific
Australia,2000,20.56, Asia Pacific
Australia,2001,22.17, Asia Pacific
Australia,2002,22.81, Asia Pacific
Australia,2003,22.99, Asia Pacific
Australia,2004,23.45, Asia Pacific
Australia,2005,23.26, Asia Pacific
Australia,2006,25.94, Asia Pacific
Australia,2007,29.02, Asia Pacific
Australia,2008,28.53, Asia Pacific
Australia,2009,29.14, Asia Pacific
Australia,2010,33.78, Asia Pacific
Australia,2011,35.28, Asia Pacific
Australia,2012,35.39, Asia Pacific
Australia,2013,37.17, Asia Pacific
Australia,2014,40.1, Asia Pacific
Australia,2015,42.11, Asia Pacific
Australia,2016,41.73, Asia Pacific
Australia,2017,41.24, Asia Pacific
Australia,2018,41.4, Asia Pacific
Bangladesh,1965,0, Asia Pacific
Bangladesh,1966,0, Asia Pacific
Bangladesh,1967,0, Asia Pacific
Bangladesh,1968,0, Asia Pacific
Bangladesh,1969,0, Asia Pacific
Bangladesh,1970,0, Asia Pacific
Bangladesh,1971,0, Asia Pacific
Bangladesh,1972,0.44, Asia Pacific
Bangladesh,1973,0.61, Asia Pacific
Bangladesh,1974,0.67, Asia Pacific
Bangladesh,1975,0.67, Asia Pacific
Bangladesh,1976,0.89, Asia Pacific
Bangladesh,1977,0.99, Asia Pacific
Bangladesh,1978,1.09, Asia Pacific
Bangladesh,1979,1.25, Asia Pacific
Bangladesh,1980,1.41, Asia Pacific
Bangladesh,1981,1.36, Asia Pacific
Bangladesh,1982,1.77, Asia Pacific
Bangladesh,1983,1.97, Asia Pacific
Bangladesh,1984,2.27, Asia Pacific
Bangladesh,1985,2.58, Asia Pacific
Bangladesh,1986,2.91, Asia Pacific
Bangladesh,1987,3.42, Asia Pacific
Bangladesh,1988,4.02, Asia Pacific
Bangladesh,1989,4.25, Asia Pacific
Bangladesh,1990,4.57, Asia Pacific
Bangladesh,1991,4.71, Asia Pacific
Bangladesh,1992,5.14, Asia Pacific
Bangladesh,1993,5.75, Asia Pacific
Bangladesh,1994,6.1, Asia Pacific
Bangladesh,1995,6.74, Asia Pacific
Bangladesh,1996,7.24, Asia Pacific
Bangladesh,1997,7.11, Asia Pacific
Bangladesh,1998,7.69, Asia Pacific
Bangladesh,1999,8.38, Asia Pacific
Bangladesh,2000,9.06, Asia Pacific
Bangladesh,2001,10.14, Asia Pacific
Bangladesh,2002,10.67, Asia Pacific
Bangladesh,2003,11.48, Asia Pacific
Bangladesh,2004,12.34, Asia Pacific
Bangladesh,2005,13.26, Asia Pacific
Bangladesh,2006,14.36, Asia Pacific
Bangladesh,2007,15.34, Asia Pacific
Bangladesh,2008,16.38, Asia Pacific
Bangladesh,2009,18.75, Asia Pacific
Bangladesh,2010,19.25, Asia Pacific
Bangladesh,2011,19.58, Asia Pacific
Bangladesh,2012,21.34, Asia Pacific
Bangladesh,2013,21.95, Asia Pacific
Bangladesh,2014,23.02, Asia Pacific
Bangladesh,2015,25.85, Asia Pacific
Bangladesh,2016,26.45, Asia Pacific
Bangladesh,2017,26.66, Asia Pacific
Bangladesh,2018,28.37, Asia Pacific
China,1965,1.11, Asia Pacific
China,1966,1.35, Asia Pacific
China,1967,1.47, Asia Pacific
China,1968,1.41, Asia Pacific
China,1969,1.98, Asia Pacific
China,1970,2.89, Asia Pacific
China,1971,3.77, Asia Pacific
China,1972,4.88, Asia Pacific
China,1973,6.03, Asia Pacific
China,1974,7.59, Asia Pacific
China,1975,8.92, Asia Pacific
China,1976,10.18, Asia Pacific
China,1977,12.22, Asia Pacific
China,1978,13.84, Asia Pacific
China,1979,14.62, Asia Pacific
China,1980,14.38, Asia Pacific
China,1981,12.84, Asia Pacific
China,1982,12.02, Asia Pacific
China,1983,12.31, Asia Pacific
China,1984,12.53, Asia Pacific
China,1985,13.03, Asia Pacific
China,1986,13.87, Asia Pacific
China,1987,14, Asia Pacific
China,1988,14.37, Asia Pacific
China,1989,15.17, Asia Pacific
China,1990,15.42, Asia Pacific
China,1991,15.61, Asia Pacific
China,1992,15.91, Asia Pacific
China,1993,16.9, Asia Pacific
China,1994,17.7, Asia Pacific
China,1995,17.88, Asia Pacific
China,1996,18.74, Asia Pacific
China,1997,19.8, Asia Pacific
China,1998,20.42, Asia Pacific
China,1999,21.66, Asia Pacific
China,2000,24.7, Asia Pacific
China,2001,27.65, Asia Pacific
China,2002,29.41, Asia Pacific
China,2003,34.17, Asia Pacific
China,2004,39.98, Asia Pacific
China,2005,46.98, Asia Pacific
China,2006,57.78, Asia Pacific
China,2007,71.08, Asia Pacific
China,2008,81.93, Asia Pacific
China,2009,90.22, Asia Pacific
China,2010,108.87, Asia Pacific
China,2011,135.16, Asia Pacific
China,2012,150.88, Asia Pacific
China,2013,171.88, Asia Pacific
China,2014,188.36, Asia Pacific
China,2015,194.69, Asia Pacific
China,2016,209.44, Asia Pacific
China,2017,240.44, Asia Pacific
China,2018,283, Asia Pacific
China Hong Kong SAR,1965,0, Asia Pacific
China Hong Kong SAR,1966,0, Asia Pacific
China Hong Kong SAR,1967,0, Asia Pacific
China Hong Kong SAR,1968,0, Asia Pacific
China Hong Kong SAR,1969,0, Asia Pacific
China Hong Kong SAR,1970,0, Asia Pacific
China Hong Kong SAR,1971,0, Asia Pacific
China Hong Kong SAR,1972,0, Asia Pacific
China Hong Kong SAR,1973,0, Asia Pacific
China Hong Kong SAR,1974,0, Asia Pacific
China Hong Kong SAR,1975,0, Asia Pacific
China Hong Kong SAR,1976,0, Asia Pacific
China Hong Kong SAR,1977,0, Asia Pacific
China Hong Kong SAR,1978,0, Asia Pacific
China Hong Kong SAR,1979,0, Asia Pacific
China Hong Kong SAR,1980,0, Asia Pacific
China Hong Kong SAR,1981,0, Asia Pacific
China Hong Kong SAR,1982,0, Asia Pacific
China Hong Kong SAR,1983,0, Asia Pacific
China Hong Kong SAR,1984,0, Asia Pacific
China Hong Kong SAR,1985,0, Asia Pacific
China Hong Kong SAR,1986,0, Asia Pacific
China Hong Kong SAR,1987,0, Asia Pacific
China Hong Kong SAR,1988,0, Asia Pacific
China Hong Kong SAR,1989,0, Asia Pacific
China Hong Kong SAR,1990,0, Asia Pacific
China Hong Kong SAR,1991,0, Asia Pacific
China Hong Kong SAR,1992,0, Asia Pacific
China Hong Kong SAR,1993,0, Asia Pacific
China Hong Kong SAR,1994,0, Asia Pacific
China Hong Kong SAR,1995,0.03, Asia Pacific
China Hong Kong SAR,1996,1.93, Asia Pacific
China Hong Kong SAR,1997,3.01, Asia Pacific
China Hong Kong SAR,1998,2.82, Asia Pacific
China Hong Kong SAR,1999,3.11, Asia Pacific
China Hong Kong SAR,2000,2.81, Asia Pacific
China Hong Kong SAR,2001,2.84, Asia Pacific
China Hong Kong SAR,2002,2.7, Asia Pacific
China Hong Kong SAR,2003,1.73, Asia Pacific
China Hong Kong SAR,2004,2.51, Asia Pacific
China Hong Kong SAR,2005,2.51, Asia Pacific
China Hong Kong SAR,2006,2.76, Asia Pacific
China Hong Kong SAR,2007,2.57, Asia Pacific
China Hong Kong SAR,2008,2.98, Asia Pacific
China Hong Kong SAR,2009,2.89, Asia Pacific
China Hong Kong SAR,2010,3.59, Asia Pacific
China Hong Kong SAR,2011,2.86, Asia Pacific
China Hong Kong SAR,2012,2.64, Asia Pacific
China Hong Kong SAR,2013,2.48, Asia Pacific
China Hong Kong SAR,2014,2.39, Asia Pacific
China Hong Kong SAR,2015,3.05, Asia Pacific
China Hong Kong SAR,2016,3.13, Asia Pacific
China Hong Kong SAR,2017,3.12, Asia Pacific
China Hong Kong SAR,2018,3.02, Asia Pacific
India,1965,0.24, Asia Pacific
India,1966,0.27, Asia Pacific
India,1967,0.36, Asia Pacific
India,1968,0.4, Asia Pacific
India,1969,0.47, Asia Pacific
India,1970,0.63, Asia Pacific
India,1971,0.67, Asia Pacific
India,1972,0.74, Asia Pacific
India,1973,0.73, Asia Pacific
India,1974,0.83, Asia Pacific
India,1975,1.06, Asia Pacific
India,1976,1.29, Asia Pacific
India,1977,1.38, Asia Pacific
India,1978,1.54, Asia Pacific
India,1979,1.92, Asia Pacific
India,1980,1.13, Asia Pacific
India,1981,1.98, Asia Pacific
India,1982,2.59, Asia Pacific
India,1983,3.09, Asia Pacific
India,1984,3.53, Asia Pacific
India,1985,4.32, Asia Pacific
India,1986,6.04, Asia Pacific
India,1987,6.96, Asia Pacific
India,1988,8.15, Asia Pacific
India,1989,9.69, Asia Pacific
India,1990,11.59, Asia Pacific
India,1991,12.91, Asia Pacific
India,1992,14.43, Asia Pacific
India,1993,14.67, Asia Pacific
India,1994,15.86, Asia Pacific
India,1995,18.08, Asia Pacific
India,1996,19.73, Asia Pacific
India,1997,21.45, Asia Pacific
India,1998,23.54, Asia Pacific
India,1999,24.12, Asia Pacific
India,2000,25.36, Asia Pacific
India,2001,25.43, Asia Pacific
India,2002,26.55, Asia Pacific
India,2003,28.43, Asia Pacific
India,2004,30.67, Asia Pacific
India,2005,34.33, Asia Pacific
India,2006,35.88, Asia Pacific
India,2007,38.81, Asia Pacific
India,2008,39.99, Asia Pacific
India,2009,49.11, Asia Pacific
India,2010,58.96, Asia Pacific
India,2011,60.29, Asia Pacific
India,2012,55.7, Asia Pacific
India,2013,49.02, Asia Pacific
India,2014,48.5, Asia Pacific
India,2015,47.81, Asia Pacific
India,2016,50.79, Asia Pacific
India,2017,53.74, Asia Pacific
India,2018,58.09, Asia Pacific
Indonesia,1965,0.51, Asia Pacific
Indonesia,1966,0.52, Asia Pacific
Indonesia,1967,0.63, Asia Pacific
Indonesia,1968,0.64, Asia Pacific
Indonesia,1969,1.21, Asia Pacific
Indonesia,1970,1.26, Asia Pacific
Indonesia,1971,1.27, Asia Pacific
Indonesia,1972,1.25, Asia Pacific
Indonesia,1973,0.81, Asia Pacific
Indonesia,1974,1.14, Asia Pacific
Indonesia,1975,2.36, Asia Pacific
Indonesia,1976,2.39, Asia Pacific
Indonesia,1977,5.08, Asia Pacific
