country,year,oil_production_barrels,region
Turkmenistan,2016,244.3, CIS
Turkmenistan,2017,232.42, CIS
Turkmenistan,2018,221.52, CIS
USSR,1965,4857.76, CIS
USSR,1966,5302, CIS
USSR,1967,5762, CIS
USSR,1968,6167.1, CIS
USSR,1969,6566, CIS
USSR,1970,7126.75, CIS
USSR,1971,7610.46, CIS
USSR,1972,8064.13, CIS
USSR,1973,8664.42, CIS
USSR,1974,9270.41, CIS
USSR,1975,9915.98, CIS
USSR,1976,10465.6, CIS
USSR,1977,11009.91, CIS
USSR,1978,11530.75, CIS
USSR,1979,11805.42, CIS
USSR,1980,12116.41, CIS
USSR,1981,12260.25, CIS
USSR,1982,12329.79, CIS
USSR,1983,12403.43, CIS
USSR,1984,12296.68, CIS
USSR,1985,, CIS
USSR,1986,, CIS
USSR,1987,, CIS
USSR,1988,, CIS
USSR,1989,, CIS
USSR,1990,, CIS
USSR,1991,, CIS
USSR,1992,, CIS
USSR,1993,, CIS
USSR,1994,, CIS
USSR,1995,, CIS
USSR,1996,, CIS
USSR,1997,, CIS
USSR,1998,, CIS
USSR,1999,, CIS
USSR,2000,, CIS
USSR,2001,, CIS
USSR,2002,, CIS
USSR,2003,, CIS
USSR,2004,, CIS
USSR,2005,, CIS
USSR,2006,, CIS
USSR,2007,, CIS
USSR,2008,, CIS
USSR,2009,, CIS
USSR,2010,, CIS
USSR,2011,, CIS
USSR,2012,, CIS
USSR,2013,, CIS
USSR,2014,, CIS
USSR,2015,, CIS
USSR,2016,, CIS
USSR,2017,, CIS
USSR,2018,, CIS
Uzbekistan,1965,, CIS
Uzbekistan,1966,, CIS
Uzbekistan,1967,, CIS
Uzbekistan,1968,, CIS
Uzbekistan,1969,, CIS
Uzbekistan,1970,, CIS
Uzbekistan,1971,, CIS
Uzbekistan,1972,, CIS
Uzbekistan,1973,, CIS
Uzbekistan,1974,, CIS
Uzbekistan,1975,, CIS
Uzbekistan,1976,, CIS
Uzbekistan,1977,, CIS
Uzbekistan,1978,, CIS
Uzbekistan,1979,, CIS
Uzbekistan,1980,, CIS
Uzbekistan,1981,, CIS
Uzbekistan,1982,, CIS
Uzbekistan,1983,, CIS
Uzbekistan,1984,, CIS
Uzbekistan,1985,54.61, CIS
Uzbekistan,1986,60.62, CIS
Uzbekistan,1987,64.27, CIS
Uzbekistan,1988,60.36, CIS
Uzbekistan,1989,66.48, CIS
Uzbekistan,1990,68.99, CIS
Uzbekistan,1991,68.74, CIS
Uzbekistan,1992,79.37, CIS
Uzbekistan,1993,93.58, CIS
Uzbekistan,1994,124.29, CIS
Uzbekistan,1995,172.29, CIS
Uzbekistan,1996,173.54, CIS
Uzbekistan,1997,181.51, CIS
Uzbekistan,1998,191.45, CIS
Uzbekistan,1999,190.88, CIS
Uzbekistan,2000,158.77, CIS
Uzbekistan,2001,152.79, CIS
Uzbekistan,2002,152.99, CIS
Uzbekistan,2003,150.58, CIS
Uzbekistan,2004,138.41, CIS
Uzbekistan,2005,114.79, CIS
Uzbekistan,2006,113.87, CIS
Uzbekistan,2007,103.81, CIS
Uzbekistan,2008,101.83, CIS
Uzbekistan,2009,95.21, CIS
Uzbekistan,2010,77.72, CIS
Uzbekistan,2011,76.58, CIS
Uzbekistan,2012,67.73, CIS
Uzbekistan,2013,63.29, CIS
Uzbekistan,2014,61.31, CIS
Uzbekistan,2015,59.46, CIS
Uzbekistan,2016,57.74, CIS
Uzbekistan,2017,60.9, CIS
Uzbekistan,2018,63.97, CIS
Denmark,1965,, Europe
Denmark,1966,, Europe
Denmark,1967,, Europe
Denmark,1968,, Europe
Denmark,1969,, Europe
Denmark,1970,, Europe
Denmark,1971,, Europe
Denmark,1972,2, Europe
Denmark,1973,3, Europe
Denmark,1974,2, Europe
Denmark,1975,3, Europe
Denmark,1976,4, Europe
Denmark,1977,10, Europe
Denmark,1978,8, Europe
Denmark,1979,8, Europe
Denmark,1980,6, Europe
Denmark,1981,15, Europe
Denmark,1982,34, Europe
Denmark,1983,43, Europe
Denmark,1984,47, Europe
Denmark,1985,60, Europe
Denmark,1986,74, Europe
Denmark,1987,93, Europe
Denmark,1988,96, Europe
Denmark,1989,112, Europe
Denmark,1990,121, Europe
Denmark,1991,142, Europe
Denmark,1992,157, Europe
Denmark,1993,168, Europe
Denmark,1994,185, Europe
Denmark,1995,186, Europe
Denmark,1996,208, Europe
Denmark,1997,230, Europe
Denmark,1998,238, Europe
Denmark,1999,299, Europe
Denmark,2000,363, Europe
Denmark,2001,348, Europe
Denmark,2002,371, Europe
Denmark,2003,368, Europe
Denmark,2004,390, Europe
Denmark,2005,379.98, Europe
Denmark,2006,345.54, Europe
Denmark,2007,311.27, Europe
Denmark,2008,287.23, Europe
Denmark,2009,264.78, Europe
Denmark,2010,249.46, Europe
Denmark,2011,224.51, Europe
Denmark,2012,204.24, Europe
Denmark,2013,178.18, Europe
Denmark,2014,166.84, Europe
Denmark,2015,157.8, Europe
Denmark,2016,141.7, Europe
Denmark,2017,138.25, Europe
Denmark,2018,116.27, Europe
Italy,1965,47.77, Europe
Italy,1966,39.08, Europe
Italy,1967,36.56, Europe
Italy,1968,34.58, Europe
Italy,1969,33.86, Europe
Italy,1970,31.9, Europe
Italy,1971,28.54, Europe
Italy,1972,25.47, Europe
Italy,1973,23.36, Europe
Italy,1974,23.37, Europe
Italy,1975,26.88, Europe
Italy,1976,28.22, Europe
Italy,1977,27.1, Europe
Italy,1978,31.4, Europe
Italy,1979,36.23, Europe
Italy,1980,35.49, Europe
Italy,1981,31.05, Europe
Italy,1982,36.84, Europe
Italy,1983,46.73, Europe
Italy,1984,47.26, Europe
Italy,1985,49.69, Europe
Italy,1986,53.27, Europe
Italy,1987,81.81, Europe
Italy,1988,100.23, Europe
Italy,1989,95.67, Europe
Italy,1990,97.01, Europe
Italy,1991,90.03, Europe
Italy,1992,93.25, Europe
Italy,1993,96.37, Europe
Italy,1994,101.65, Europe
Italy,1995,108.8, Europe
Italy,1996,112.92, Europe
Italy,1997,123.51, Europe
Italy,1998,116.75, Europe
Italy,1999,104.17, Europe
Italy,2000,94.91, Europe
Italy,2001,85.67, Europe
Italy,2002,114.77, Europe
Italy,2003,115.57, Europe
Italy,2004,113.16, Europe
Italy,2005,126.78, Europe
Italy,2006,119.68, Europe
Italy,2007,121.58, Europe
Italy,2008,108.33, Europe
Italy,2009,94.86, Europe
Italy,2010,105.94, Europe
Italy,2011,110.1, Europe
Italy,2012,111.65, Europe
Italy,2013,114.13, Europe
Italy,2014,119.59, Europe
Italy,2015,113.47, Europe
Italy,2016,77.78, Europe
Italy,2017,86.04, Europe
Italy,2018,97.15, Europe
Norway,1965,, Europe
Norway,1966,, Europe
Norway,1967,, Europe
Norway,1968,, Europe
Norway,1969,, Europe
Norway,1970,, Europe
Norway,1971,6, Europe
Norway,1972,33, Europe
Norway,1973,32, Europe
Norway,1974,35, Europe
Norway,1975,189, Europe
Norway,1976,279, Europe
Norway,1977,287, Europe
Norway,1978,356, Europe
Norway,1979,407, Europe
Norway,1980,528, Europe
Norway,1981,512, Europe
Norway,1982,532, Europe
Norway,1983,661, Europe
Norway,1984,752, Europe
Norway,1985,823, Europe
Norway,1986,907, Europe
Norway,1987,1054, Europe
Norway,1988,1196, Europe
Norway,1989,1567, Europe
Norway,1990,1716, Europe
Norway,1991,1955, Europe
Norway,1992,2217, Europe
Norway,1993,2377, Europe
Norway,1994,2693, Europe
Norway,1995,2903, Europe
Norway,1996,3232, Europe
Norway,1997,3280, Europe
Norway,1998,3138, Europe
Norway,1999,3139, Europe
Norway,2000,3325.6, Europe
Norway,2001,3395.34, Europe
Norway,2002,3313.75, Europe
Norway,2003,3244.53, Europe
Norway,2004,3172.93, Europe
Norway,2005,2953.92, Europe
Norway,2006,2764.39, Europe
Norway,2007,2542.51, Europe
Norway,2008,2458.5, Europe
Norway,2009,2342.13, Europe
Norway,2010,2132.21, Europe
Norway,2011,2032.95, Europe
Norway,2012,1911.07, Europe
Norway,2013,1832.07, Europe
Norway,2014,1880.54, Europe
Norway,2015,1940.08, Europe
Norway,2016,1991.45, Europe
Norway,2017,1962.86, Europe
Norway,2018,1844.3, Europe
Other Europe,1965,470.47, Europe
Other Europe,1966,486.68, Europe
Other Europe,1967,506.99, Europe
Other Europe,1968,517.64, Europe
Other Europe,1969,530.04, Europe
Other Europe,1970,528.24, Europe
Other Europe,1971,509.31, Europe
Other Europe,1972,504.31, Europe
Other Europe,1973,509.05, Europe
Other Europe,1974,509.82, Europe
Other Europe,1975,507.51, Europe
Other Europe,1976,494.07, Europe
Other Europe,1977,481.45, Europe
Other Europe,1978,489.83, Europe
Other Europe,1979,508.41, Europe
Other Europe,1980,483.82, Europe
Other Europe,1981,469.98, Europe
Other Europe,1982,492.69, Europe
Other Europe,1983,529.68, Europe
Other Europe,1984,531.36, Europe
Other Europe,1985,701.15, Europe
Other Europe,1986,705.31, Europe
Other Europe,1987,683.98, Europe
Other Europe,1988,662.08, Europe
Other Europe,1989,641.89, Europe
Other Europe,1990,632.87, Europe
Other Europe,1991,633.16, Europe
Other Europe,1992,598.36, Europe
Other Europe,1993,556.14, Europe
Other Europe,1994,561.64, Europe
Other Europe,1995,529.96, Europe
Other Europe,1996,502.72, Europe
Other Europe,1997,481.34, Europe
Other Europe,1998,463.26, Europe
Other Europe,1999,431.51, Europe
Other Europe,2000,419.49, Europe
Other Europe,2001,419.21, Europe
Other Europe,2002,434.1, Europe
Other Europe,2003,438.77, Europe
Other Europe,2004,430.07, Europe
Other Europe,2005,409.14, Europe
Other Europe,2006,396.36, Europe
Other Europe,2007,394.8, Europe
Other Europe,2008,374.07, Europe
Other Europe,2009,356.58, Europe
Other Europe,2010,341.64, Europe
Other Europe,2011,334.82, Europe
Other Europe,2012,335.32, Europe
Other Europe,2013,344.02, Europe
Other Europe,2014,338.76, Europe
Other Europe,2015,329.23, Europe
Other Europe,2016,313.02, Europe
Other Europe,2017,302.78, Europe
Other Europe,2018,306.08, Europe
Romania,1965,265.78, Europe
Romania,1966,271, Europe
Romania,1967,278.84, Europe
Romania,1968,279.7, Europe
Romania,1969,281.09, Europe
Romania,1970,283.78, Europe
Romania,1971,292.34, Europe
Romania,1972,298.42, Europe
Romania,1973,303.93, Europe
Romania,1974,308.03, Europe
Romania,1975,311.31, Europe
Romania,1976,312.71, Europe
Romania,1977,312.54, Europe
Romania,1978,293.49, Europe
Romania,1979,264.66, Europe
Romania,1980,250.12, Europe
Romania,1981,253.54, Europe
Romania,1982,255.56, Europe
Romania,1983,252.49, Europe
Romania,1984,248.93, Europe
Romania,1985,235.63, Europe
Romania,1986,223.43, Europe
Romania,1987,210.65, Europe
Romania,1988,205.44, Europe
Romania,1989,201.56, Europe
Romania,1990,169.05, Europe
Romania,1991,145.91, Europe
Romania,1992,141.76, Europe
Romania,1993,144.28, Europe
Romania,1994,145.37, Europe
Romania,1995,144.87, Europe
Romania,1996,142.38, Europe
Romania,1997,140.73, Europe
Romania,1998,136.76, Europe
Romania,1999,133.14, Europe
Romania,2000,131.74, Europe
Romania,2001,130.89, Europe
Romania,2002,127.87, Europe
Romania,2003,123.87, Europe
Romania,2004,119.78, Europe
Romania,2005,114.36, Europe
Romania,2006,105.25, Europe
Romania,2007,99.9, Europe
Romania,2008,98.81, Europe
Romania,2009,93.8, Europe
Romania,2010,89.54, Europe
Romania,2011,88.52, Europe
Romania,2012,83.07, Europe
Romania,2013,85.98, Europe
Romania,2014,84.37, Europe
Romania,2015,83.49, Europe
Romania,2016,79.31, Europe
Romania,2017,75.85, Europe
Romania,2018,74.2, Europe
United Kingdom,1965,1.74, Europe
United Kingdom,1966,1.62, Europe
United Kingdom,1967,1.84, Europe
United Kingdom,1968,1.74, Europe
United Kingdom,1969,1.79, Europe
United Kingdom,1970,3.52, Europe
United Kingdom,1971,4.9, Europe
United Kingdom,1972,7.86, Europe
United Kingdom,1973,8.83, Europe
United Kingdom,1974,9.76, Europe
United Kingdom,1975,33.86, Europe
United Kingdom,1976,254.43, Europe
United Kingdom,1977,798.63, Europe
United Kingdom,1978,1127.28, Europe
United Kingdom,1979,1623.4, Europe
United Kingdom,1980,1676.14, Europe
United Kingdom,1981,1867.71, Europe
United Kingdom,1982,2166.72, Europe
United Kingdom,1983,2422.07, Europe
United Kingdom,1984,2652.13, Europe
United Kingdom,1985,2695.42, Europe
United Kingdom,1986,2690.99, Europe
United Kingdom,1987,2612.32, Europe
United Kingdom,1988,2413.9, Europe
United Kingdom,1989,1943.29, Europe
United Kingdom,1990,1932.81, Europe
United Kingdom,1991,1933.56, Europe
United Kingdom,1992,1995.89, Europe
United Kingdom,1993,2134.84, Europe
United Kingdom,1994,2694.44, Europe
United Kingdom,1995,2769.16, Europe
United Kingdom,1996,2755.1, Europe
United Kingdom,1997,2721.45, Europe
United Kingdom,1998,2834.53, Europe
United Kingdom,1999,2931.52, Europe
United Kingdom,2000,2695.63, Europe
United Kingdom,2001,2503.22, Europe
United Kingdom,2002,2490.44, Europe
United Kingdom,2003,2283.26, Europe
United Kingdom,2004,2052.22, Europe
United Kingdom,2005,1834.08, Europe
United Kingdom,2006,1658.82, Europe
United Kingdom,2007,1651.24, Europe
United Kingdom,2008,1548.8, Europe
United Kingdom,2009,1468.89, Europe
United Kingdom,2010,1355.55, Europe
United Kingdom,2011,1111.86, Europe
United Kingdom,2012,946.29, Europe
United Kingdom,2013,864.47, Europe
United Kingdom,2014,852.46, Europe
United Kingdom,2015,963.42, Europe
United Kingdom,2016,1012.58, Europe
United Kingdom,2017,999.07, Europe
United Kingdom,2018,1085.13, Europe
Iran,1965,1908, Middle East
Iran,1966,2132, Middle East
Iran,1967,2603, Middle East
Iran,1968,2840, Middle East
Iran,1969,3376, Middle East
Iran,1970,3847.66, Middle East
Iran,1971,4572.42, Middle East
Iran,1972,5058.96, Middle East
Iran,1973,5907.38, Middle East
Iran,1974,6060.3, Middle East
Iran,1975,5386.62, Middle East
Iran,1976,5918.19, Middle East
Iran,1977,5713.96, Middle East
Iran,1978,5302.05, Middle East
Iran,1979,3217.59, Middle East
Iran,1980,1478.96, Middle East
Iran,1981,1321.03, Middle East
Iran,1982,2396.92, Middle East
Iran,1983,2453.58, Middle East
Iran,1984,2042.54, Middle East
Iran,1985,2205.21, Middle East
Iran,1986,2054.24, Middle East
Iran,1987,2342.44, Middle East
Iran,1988,2349.48, Middle East
Iran,1989,2894.34, Middle East
Iran,1990,3270.18, Middle East
Iran,1991,3499.56, Middle East
Iran,1992,3523.02, Middle East
Iran,1993,3712.16, Middle East
Iran,1994,3730.03, Middle East
Iran,1995,3743.77, Middle East
Iran,1996,3758.58, Middle East
Iran,1997,3776.46, Middle East
Iran,1998,3854.75, Middle East
Iran,1999,3603.36, Middle East
Iran,2000,3850.4, Middle East
Iran,2001,3824.45, Middle East
Iran,2002,3616.92, Middle East
Iran,2003,4083.61, Middle East
Iran,2004,4215.8, Middle East
Iran,2005,4217.47, Middle East
Iran,2006,4291.01, Middle East
Iran,2007,4355.96, Middle East
Iran,2008,4414.98, Middle East
Iran,2009,4284.86, Middle East
Iran,2010,4420.62, Middle East
Iran,2011,4452.4, Middle East
Iran,2012,3809.76, Middle East
Iran,2013,3609.23, Middle East
Iran,2014,3714.14, Middle East
Iran,2015,3852.76, Middle East
Iran,2016,4586.09, Middle East
Iran,2017,5023.75, Middle East
Iran,2018,4715.44, Middle East
Iraq,1965,1313, Middle East
Iraq,1966,1392, Middle East
Iraq,1967,1228, Middle East
Iraq,1968,1503, Middle East
Iraq,1969,1521, Middle East
Iraq,1970,1549, Middle East
Iraq,1971,1694, Middle East
Iraq,1972,1466, Middle East
Iraq,1973,2018, Middle East
Iraq,1974,1977.04, Middle East
Iraq,1975,2270.56, Middle East
Iraq,1976,2422.27, Middle East
Iraq,1977,2358.12, Middle East
Iraq,1978,2573.55, Middle East
Iraq,1979,3488.55, Middle East
Iraq,1980,2657.52, Middle East
Iraq,1981,906.91, Middle East
Iraq,1982,988.18, Middle East
Iraq,1983,1105.73, Middle East
Iraq,1984,1227.98, Middle East
Iraq,1985,1425.29, Middle East
Iraq,1986,1899.42, Middle East
Iraq,1987,2391.28, Middle East
Iraq,1988,2782.15, Middle East
Iraq,1989,2838.26, Middle East
Iraq,1990,2148.95, Middle East
Iraq,1991,285.36, Middle East
Iraq,1992,531.26, Middle East
Iraq,1993,455.28, Middle East
Iraq,1994,505.28, Middle East
Iraq,1995,530.28, Middle East
Iraq,1996,580.26, Middle East
Iraq,1997,1165.83, Middle East
Iraq,1998,2120.83, Middle East
Iraq,1999,2609.83, Middle East
Iraq,2000,2613, Middle East
Iraq,2001,2522, Middle East
Iraq,2002,2116, Middle East
Iraq,2003,1344, Middle East
Iraq,2004,2030, Middle East
Iraq,2005,1833, Middle East
Iraq,2006,1999, Middle East
Iraq,2007,2143.21, Middle East
Iraq,2008,2428, Middle East
Iraq,2009,2445.63, Middle East
Iraq,2010,2468.87, Middle East
Iraq,2011,2773.28, Middle East
Iraq,2012,3078.5, Middle East
Iraq,2013,3102.5, Middle East
Iraq,2014,3238.62, Middle East
Iraq,2015,3985.94, Middle East
Iraq,2016,4422.89, Middle East
Iraq,2017,4533.42, Middle East
Iraq,2018,4614.33, Middle East
Kuwait,1965,2371, Middle East
Kuwait,1966,2505, Middle East
Kuwait,1967,2522, Middle East
Kuwait,1968,2656, Middle East
Kuwait,1969,2819, Middle East
Kuwait,1970,3036, Middle East
Kuwait,1971,3253, Middle East
Kuwait,1972,3339, Middle East
Kuwait,1973,3080, Middle East
Kuwait,1974,2603, Middle East
Kuwait,1975,2132, Middle East
Kuwait,1976,2199, Middle East
Kuwait,1977,2024, Middle East
Kuwait,1978,2182, Middle East
Kuwait,1979,2623, Middle East
Kuwait,1980,1757, Middle East
Kuwait,1981,1187, Middle East
Kuwait,1982,862, Middle East
Kuwait,1983,1117, Middle East
Kuwait,1984,1229, Middle East
Kuwait,1985,1127, Middle East
Kuwait,1986,1210, Middle East
Kuwait,1987,1072, Middle East
Kuwait,1988,1286, Middle East
Kuwait,1989,1408, Middle East
Kuwait,1990,964, Middle East
Kuwait,1991,185, Middle East
Kuwait,1992,1077, Middle East
Kuwait,1993,1945, Middle East
Kuwait,1994,2085, Middle East
Kuwait,1995,2130, Middle East
Kuwait,1996,2129, Middle East
Kuwait,1997,2137, Middle East
Kuwait,1998,2232, Middle East
Kuwait,1999,2085, Middle East
Kuwait,2000,2244.42, Middle East
Kuwait,2001,2183.54, Middle East
Kuwait,2002,2026.55, Middle East
Kuwait,2003,2368.36, Middle East
Kuwait,2004,2517.23, Middle East
Kuwait,2005,2666.2, Middle East
Kuwait,2006,2733.33, Middle East
Kuwait,2007,2657.49, Middle East
Kuwait,2008,2781.19, Middle East
Kuwait,2009,2495.49, Middle East
Kuwait,2010,2555.95, Middle East
Kuwait,2011,2909.38, Middle East
Kuwait,2012,3164.41, Middle East
Kuwait,2013,3124.75, Middle East
Kuwait,2014,3097.08, Middle East
Kuwait,2015,3060.78, Middle East
Kuwait,2016,3141.08, Middle East
Kuwait,2017,3000.87, Middle East
Kuwait,2018,3048.52, Middle East
Oman,1965,, Middle East
Oman,1966,, Middle East
Oman,1967,57, Middle East
Oman,1968,241, Middle East
Oman,1969,327, Middle East
Oman,1970,332, Middle East
Oman,1971,294, Middle East
Oman,1972,282, Middle East
Oman,1973,293, Middle East
Oman,1974,290, Middle East
Oman,1975,341, Middle East
Oman,1976,367, Middle East
Oman,1977,340, Middle East
Oman,1978,314, Middle East
Oman,1979,295, Middle East
Oman,1980,285, Middle East
Oman,1981,330, Middle East
Oman,1982,338, Middle East
Oman,1983,391, Middle East
Oman,1984,419, Middle East
Oman,1985,502, Middle East
Oman,1986,564, Middle East
Oman,1987,588, Middle East
Oman,1988,625, Middle East
Oman,1989,651, Middle East
Oman,1990,695, Middle East
Oman,1991,716, Middle East
Oman,1992,748, Middle East
Oman,1993,785, Middle East
Oman,1994,819, Middle East
Oman,1995,868, Middle East
Oman,1996,897, Middle East
Oman,1997,909, Middle East
Oman,1998,905, Middle East
Oman,1999,904.69, Middle East
Oman,2000,954.8, Middle East
Oman,2001,955.78, Middle East
Oman,2002,897.38, Middle East
Oman,2003,819.51, Middle East
Oman,2004,779.74, Middle East
Oman,2005,774.29, Middle East
Oman,2006,737.65, Middle East
Oman,2007,710.39, Middle East
Oman,2008,756.75, Middle East
Oman,2009,812.52, Middle East
Oman,2010,864.59, Middle East
Oman,2011,884.92, Middle East
Oman,2012,918.47, Middle East
Oman,2013,941.95, Middle East
Oman,2014,943.48, Middle East
Oman,2015,981.09, Middle East
Oman,2016,1004.26, Middle East
Oman,2017,970.57, Middle East
Oman,2018,978.39, Middle East
Other Middle East,1965,61, Middle East
Other Middle East,1966,65.76, Middle East
Other Middle East,1967,72.98, Middle East
Other Middle East,1968,77.97, Middle East
Other Middle East,1969,77.96, Middle East
Other Middle East,1970,78.54, Middle East
Other Middle East,1971,76.2, Middle East
Other Middle East,1972,70.93, Middle East
Other Middle East,1973,68.75, Middle East
Other Middle East,1974,67.76, Middle East
Other Middle East,1975,61.68, Middle East
Other Middle East,1976,58.72, Middle East
Other Middle East,1977,58.52, Middle East
Other Middle East,1978,55.48, Middle East
Other Middle East,1979,51.4, Middle East
Other Middle East,1980,55.38, Middle East
Other Middle East,1981,54.29, Middle East
Other Middle East,1982,52.21, Middle East
Other Middle East,1983,50.23, Middle East
Other Middle East,1984,50.17, Middle East
Other Middle East,1985,50.21, Middle East
Other Middle East,1986,50.54, Middle East
Other Middle East,1987,51.69, Middle East
Other Middle East,1988,52.66, Middle East
Other Middle East,1989,52.53, Middle East
Other Middle East,1990,51.57, Middle East
Other Middle East,1991,53.35, Middle East
Other Middle East,1992,54.25, Middle East
Other Middle East,1993,53.19, Middle East
Other Middle East,1994,52.12, Middle East
Other Middle East,1995,52.18, Middle East
Other Middle East,1996,50.12, Middle East
Other Middle East,1997,50.13, Middle East
Other Middle East,1998,49.14, Middle East
Other Middle East,1999,48.12, Middle East
Other Middle East,2000,48.12, Middle East
Other Middle East,2001,47.12, Middle East
Other Middle East,2002,48.13, Middle East
Other Middle East,2003,48.1, Middle East
Other Middle East,2004,48.45, Middle East
Other Middle East,2005,185.05, Middle East
Other Middle East,2006,182.22, Middle East
Other Middle East,2007,193.93, Middle East
Other Middle East,2008,192.6, Middle East
Other Middle East,2009,192.15, Middle East
Other Middle East,2010,192.27, Middle East
Other Middle East,2011,201.47, Middle East
Other Middle East,2012,183.84, Middle East
Other Middle East,2013,208.71, Middle East
Other Middle East,2014,214.2, Middle East
Other Middle East,2015,212.99, Middle East
Other Middle East,2016,214.39, Middle East
Other Middle East,2017,208.24, Middle East
Other Middle East,2018,206.72, Middle East
Qatar,1965,233, Middle East
Qatar,1966,291, Middle East
Qatar,1967,324, Middle East
Qatar,1968,340, Middle East
Qatar,1969,356, Middle East
Qatar,1970,363, Middle East
Qatar,1971,430, Middle East
Qatar,1972,482, Middle East
Qatar,1973,570, Middle East
Qatar,1974,518, Middle East
Qatar,1975,437, Middle East
Qatar,1976,487, Middle East
Qatar,1977,435, Middle East
Qatar,1978,484, Middle East
Qatar,1979,506, Middle East
Qatar,1980,475.53, Middle East
Qatar,1981,421.11, Middle East
Qatar,1982,344.52, Middle East
Qatar,1983,315.6, Middle East
Qatar,1984,353.02, Middle East
Qatar,1985,315.24, Middle East
Qatar,1986,355.1, Middle East
Qatar,1987,314.86, Middle East
Qatar,1988,360.42, Middle East
Qatar,1989,403.45, Middle East
Qatar,1990,433.81, Middle East
Qatar,1991,419.59, Middle East
Qatar,1992,495.32, Middle East
Qatar,1993,460.25, Middle East
Qatar,1994,451.38, Middle East
Qatar,1995,460.89, Middle East
Qatar,1996,568, Middle East
Qatar,1997,692.08, Middle East
Qatar,1998,701.43, Middle East
Qatar,1999,723.27, Middle East
Qatar,2000,851.27, Middle East
Qatar,2001,855.79, Middle East
Qatar,2002,801.66, Middle East
Qatar,2003,947.39, Middle East
Qatar,2004,1078.56, Middle East
Qatar,2005,1147.95, Middle East
Qatar,2006,1237.82, Middle East
Qatar,2007,1262.74, Middle East
Qatar,2008,1432.36, Middle East
Qatar,2009,1415.41, Middle East
Qatar,2010,1630.24, Middle East
Qatar,2011,1824.35, Middle East
Qatar,2012,1927.9, Middle East
Qatar,2013,1990.71, Middle East
Qatar,2014,1974.6, Middle East
Qatar,2015,1932.51, Middle East
Qatar,2016,1938.05, Middle East
Qatar,2017,1873.69, Middle East
Qatar,2018,1878.53, Middle East
Saudi Arabia,1965,2219.3, Middle East
Saudi Arabia,1966,2617.8, Middle East
Saudi Arabia,1967,2825, Middle East
Saudi Arabia,1968,3080.9, Middle East
Saudi Arabia,1969,3262.2, Middle East
Saudi Arabia,1970,3851.1, Middle East
Saudi Arabia,1971,4820.9, Middle East
Saudi Arabia,1972,6070.3, Middle East
Saudi Arabia,1973,7693.2, Middle East
Saudi Arabia,1974,8617.7, Middle East
Saudi Arabia,1975,7216.4, Middle East
Saudi Arabia,1976,8762.17, Middle East
Saudi Arabia,1977,9418.91, Middle East
Saudi Arabia,1978,8554.08, Middle East
Saudi Arabia,1979,9841.63, Middle East
Saudi Arabia,1980,10269.5, Middle East
Saudi Arabia,1981,10256, Middle East
Saudi Arabia,1982,6961, Middle East
Saudi Arabia,1983,4951.41, Middle East
Saudi Arabia,1984,4534.08, Middle East
Saudi Arabia,1985,3600.95, Middle East
Saudi Arabia,1986,5208.2, Middle East
Saudi Arabia,1987,4450.15, Middle East
Saudi Arabia,1988,5656.15, Middle East
Saudi Arabia,1989,5635.5, Middle East
Saudi Arabia,1990,7105.5, Middle East
Saudi Arabia,1991,8819.8, Middle East
Saudi Arabia,1992,9091.7, Middle East
Saudi Arabia,1993,8892.7, Middle East
Saudi Arabia,1994,8983, Middle East
Saudi Arabia,1995,8973.54, Middle East
Saudi Arabia,1996,9086.5, Middle East
Saudi Arabia,1997,9005.32, Middle East
Saudi Arabia,1998,9266.79, Middle East
Saudi Arabia,1999,8523.81, Middle East
Saudi Arabia,2000,9121.17, Middle East
Saudi Arabia,2001,8935.03, Middle East
Saudi Arabia,2002,8206.5, Middle East
Saudi Arabia,2003,9628.16, Middle East
Saudi Arabia,2004,10305.91, Middle East
Saudi Arabia,2005,10838.58, Middle East
Saudi Arabia,2006,10670.78, Middle East
Saudi Arabia,2007,10268.75, Middle East
Saudi Arabia,2008,10664.79, Middle East
Saudi Arabia,2009,9708.9, Middle East
Saudi Arabia,2010,9864.83, Middle East
Saudi Arabia,2011,11079.23, Middle East
Saudi Arabia,2012,11621.79, Middle East
Saudi Arabia,2013,11392.93, Middle East
Saudi Arabia,2014,11518.82, Middle East
Saudi Arabia,2015,11997.94, Middle East
Saudi Arabia,2016,12406.05, Middle East
Saudi Arabia,2017,11892.2, Middle East
Saudi Arabia,2018,12286.84, Middle East
Syria,1965,, Middle East
Syria,1966,, Middle East
Syria,1967,, Middle East
Syria,1968,21, Middle East
Syria,1969,53, Middle East
Syria,1970,85, Middle East
Syria,1971,106, Middle East
Syria,1972,117, Middle East
Syria,1973,111, Middle East
Syria,1974,129, Middle East
Syria,1975,192, Middle East
Syria,1976,201, Middle East
Syria,1977,183, Middle East
Syria,1978,179, Middle East
Syria,1979,167, Middle East
Syria,1980,158, Middle East
Syria,1981,164, Middle East
Syria,1982,155, Middle East
Syria,1983,161, Middle East
Syria,1984,162, Middle East
Syria,1985,159.44, Middle East
Syria,1986,200.6, Middle East
Syria,1987,230.88, Middle East
Syria,1988,268.2, Middle East
Syria,1989,340.64, Middle East
Syria,1990,406.73, Middle East
Syria,1991,471.98, Middle East
Syria,1992,514.38, Middle East
Syria,1993,566.08, Middle East
Syria,1994,563.27, Middle East
Syria,1995,596.28, Middle East
