country,year,electricity_generation,region
Singapore,1989,14.04, Asia Pacific
Singapore,1990,15.62, Asia Pacific
Singapore,1991,16.6, Asia Pacific
Singapore,1992,17.54, Asia Pacific
Singapore,1993,18.96, Asia Pacific
Singapore,1994,20.68, Asia Pacific
Singapore,1995,22.06, Asia Pacific
Singapore,1996,23.91, Asia Pacific
Singapore,1997,26.71, Asia Pacific
Singapore,1998,28.37, Asia Pacific
Singapore,1999,29.52, Asia Pacific
Singapore,2000,31.66, Asia Pacific
Singapore,2001,33.06, Asia Pacific
Singapore,2002,34.66, Asia Pacific
Singapore,2003,35.28, Asia Pacific
Singapore,2004,36.81, Asia Pacific
Singapore,2005,38.21, Asia Pacific
Singapore,2006,39.44, Asia Pacific
Singapore,2007,41.14, Asia Pacific
Singapore,2008,41.72, Asia Pacific
Singapore,2009,41.8, Asia Pacific
Singapore,2010,45.37, Asia Pacific
Singapore,2011,46, Asia Pacific
Singapore,2012,46.94, Asia Pacific
Singapore,2013,47.96, Asia Pacific
Singapore,2014,49.31, Asia Pacific
Singapore,2015,50.27, Asia Pacific
Singapore,2016,51.59, Asia Pacific
Singapore,2017,52.23, Asia Pacific
Singapore,2018,52.9, Asia Pacific
South Korea,1985,62.67, Asia Pacific
South Korea,1986,69.68, Asia Pacific
South Korea,1987,80.25, Asia Pacific
South Korea,1988,93.11, Asia Pacific
South Korea,1989,103.62, Asia Pacific
South Korea,1990,118.46, Asia Pacific
South Korea,1991,131.62, Asia Pacific
South Korea,1992,146.44, Asia Pacific
South Korea,1993,161.9, Asia Pacific
South Korea,1994,183.37, Asia Pacific
South Korea,1995,203.55, Asia Pacific
South Korea,1996,225.85, Asia Pacific
South Korea,1997,246.59, Asia Pacific
South Korea,1998,237.2, Asia Pacific
South Korea,1999,262.15, Asia Pacific
South Korea,2000,290.44, Asia Pacific
South Korea,2001,309.89, Asia Pacific
South Korea,2002,332.02, Asia Pacific
South Korea,2003,347.76, Asia Pacific
South Korea,2004,368.03, Asia Pacific
South Korea,2005,389.48, Asia Pacific
South Korea,2006,402.99, Asia Pacific
South Korea,2007,425.41, Asia Pacific
South Korea,2008,442.61, Asia Pacific
South Korea,2009,452.45, Asia Pacific
South Korea,2010,495.03, Asia Pacific
South Korea,2011,517.57, Asia Pacific
South Korea,2012,531.2, Asia Pacific
South Korea,2013,537.17, Asia Pacific
South Korea,2014,540.38, Asia Pacific
South Korea,2015,547.8, Asia Pacific
South Korea,2016,560.98, Asia Pacific
South Korea,2017,576.41, Asia Pacific
South Korea,2018,594.26, Asia Pacific
Sri Lanka,1985,2.46, Asia Pacific
Sri Lanka,1986,2.65, Asia Pacific
Sri Lanka,1987,2.71, Asia Pacific
Sri Lanka,1988,2.8, Asia Pacific
Sri Lanka,1989,2.86, Asia Pacific
Sri Lanka,1990,3.15, Asia Pacific
Sri Lanka,1991,3.38, Asia Pacific
Sri Lanka,1992,3.54, Asia Pacific
Sri Lanka,1993,3.98, Asia Pacific
Sri Lanka,1994,4.39, Asia Pacific
Sri Lanka,1995,4.8, Asia Pacific
Sri Lanka,1996,4.53, Asia Pacific
Sri Lanka,1997,5.14, Asia Pacific
Sri Lanka,1998,5.68, Asia Pacific
Sri Lanka,1999,6.28, Asia Pacific
Sri Lanka,2000,6.97, Asia Pacific
Sri Lanka,2001,6.8, Asia Pacific
Sri Lanka,2002,7.1, Asia Pacific
Sri Lanka,2003,8.12, Asia Pacific
Sri Lanka,2004,8.74, Asia Pacific
Sri Lanka,2005,8.85, Asia Pacific
Sri Lanka,2006,9.5, Asia Pacific
Sri Lanka,2007,9.9, Asia Pacific
Sri Lanka,2008,10, Asia Pacific
Sri Lanka,2009,9.99, Asia Pacific
Sri Lanka,2010,10.8, Asia Pacific
Sri Lanka,2011,11.6, Asia Pacific
Sri Lanka,2012,11.9, Asia Pacific
Sri Lanka,2013,12.03, Asia Pacific
Sri Lanka,2014,12.87, Asia Pacific
Sri Lanka,2015,13.23, Asia Pacific
Sri Lanka,2016,14.36, Asia Pacific
Sri Lanka,2017,14.89, Asia Pacific
Sri Lanka,2018,15.48, Asia Pacific
Taiwan,1985,55.56, Asia Pacific
Taiwan,1986,62.33, Asia Pacific
Taiwan,1987,69.18, Asia Pacific
Taiwan,1988,76.26, Asia Pacific
Taiwan,1989,84.06, Asia Pacific
Taiwan,1990,90.19, Asia Pacific
Taiwan,1991,99.18, Asia Pacific
Taiwan,1992,105.53, Asia Pacific
Taiwan,1993,115.21, Asia Pacific
Taiwan,1994,124.63, Asia Pacific
Taiwan,1995,133.12, Asia Pacific
Taiwan,1996,141.96, Asia Pacific
Taiwan,1997,150.49, Asia Pacific
Taiwan,1998,163.19, Asia Pacific
Taiwan,1999,169.47, Asia Pacific
Taiwan,2000,184.84, Asia Pacific
Taiwan,2001,188.53, Asia Pacific
Taiwan,2002,198.83, Asia Pacific
Taiwan,2003,209.07, Asia Pacific
Taiwan,2004,218.4, Asia Pacific
Taiwan,2005,227.42, Asia Pacific
Taiwan,2006,235.53, Asia Pacific
Taiwan,2007,243.12, Asia Pacific
Taiwan,2008,238.31, Asia Pacific
Taiwan,2009,230.04, Asia Pacific
Taiwan,2010,247.06, Asia Pacific
Taiwan,2011,252.18, Asia Pacific
Taiwan,2012,250.39, Asia Pacific
Taiwan,2013,252.36, Asia Pacific
Taiwan,2014,259.99, Asia Pacific
Taiwan,2015,258.17, Asia Pacific
Taiwan,2016,264.11, Asia Pacific
Taiwan,2017,270.28, Asia Pacific
Taiwan,2018,273.6, Asia Pacific
Thailand,1985,23.03, Asia Pacific
Thailand,1986,24.67, Asia Pacific
Thailand,1987,28.57, Asia Pacific
Thailand,1988,32.41, Asia Pacific
Thailand,1989,37.35, Asia Pacific
Thailand,1990,44.11, Asia Pacific
Thailand,1991,50.12, Asia Pacific
Thailand,1992,57.03, Asia Pacific
Thailand,1993,63.34, Asia Pacific
Thailand,1994,71.1, Asia Pacific
Thailand,1995,79.74, Asia Pacific
Thailand,1996,86.99, Asia Pacific
Thailand,1997,92.66, Asia Pacific
Thailand,1998,89.53, Asia Pacific
Thailand,1999,90.22, Asia Pacific
Thailand,2000,95.52, Asia Pacific
Thailand,2001,100.99, Asia Pacific
Thailand,2002,108.44, Asia Pacific
Thailand,2003,115.93, Asia Pacific
Thailand,2004,124.13, Asia Pacific
Thailand,2005,130.43, Asia Pacific
Thailand,2006,136.77, Asia Pacific
Thailand,2007,142.54, Asia Pacific
Thailand,2008,145.44, Asia Pacific
Thailand,2009,145.91, Asia Pacific
Thailand,2010,157.58, Asia Pacific
Thailand,2011,153.32, Asia Pacific
Thailand,2012,168.96, Asia Pacific
Thailand,2013,168.63, Asia Pacific
Thailand,2014,173.76, Asia Pacific
Thailand,2015,177.83, Asia Pacific
Thailand,2016,179.83, Asia Pacific
Thailand,2017,176.74, Asia Pacific
Thailand,2018,177.64, Asia Pacific
Vietnam,1985,5.07, Asia Pacific
Vietnam,1986,5.53, Asia Pacific
Vietnam,1987,6.05, Asia Pacific
Vietnam,1988,6.79, Asia Pacific
Vietnam,1989,7.78, Asia Pacific
Vietnam,1990,8.68, Asia Pacific
Vietnam,1991,9.21, Asia Pacific
Vietnam,1992,9.7, Asia Pacific
Vietnam,1993,10.66, Asia Pacific
Vietnam,1994,12.29, Asia Pacific
Vietnam,1995,14.65, Asia Pacific
Vietnam,1996,16.94, Asia Pacific
Vietnam,1997,19.13, Asia Pacific
Vietnam,1998,21.69, Asia Pacific
Vietnam,1999,23.56, Asia Pacific
Vietnam,2000,26.56, Asia Pacific
Vietnam,2001,30.61, Asia Pacific
Vietnam,2002,35.8, Asia Pacific
Vietnam,2003,40.92, Asia Pacific
Vietnam,2004,46.21, Asia Pacific
Vietnam,2005,52.08, Asia Pacific
Vietnam,2006,57.92, Asia Pacific
Vietnam,2007,64.15, Asia Pacific
Vietnam,2008,70.96, Asia Pacific
Vietnam,2009,80.64, Asia Pacific
Vietnam,2010,91.72, Asia Pacific
Vietnam,2011,101.5, Asia Pacific
Vietnam,2012,115.15, Asia Pacific
Vietnam,2013,124.45, Asia Pacific
Vietnam,2014,141.25, Asia Pacific
Vietnam,2015,157.95, Asia Pacific
Vietnam,2016,175.75, Asia Pacific
Vietnam,2017,192.45, Asia Pacific
Vietnam,2018,212.9, Asia Pacific
Azerbaijan,1985,20.7, CIS
Azerbaijan,1986,21.54, CIS
Azerbaijan,1987,22.91, CIS
Azerbaijan,1988,23.57, CIS
Azerbaijan,1989,23.3, CIS
Azerbaijan,1990,23.15, CIS
Azerbaijan,1991,23.45, CIS
Azerbaijan,1992,19.76, CIS
Azerbaijan,1993,19.05, CIS
Azerbaijan,1994,17.57, CIS
Azerbaijan,1995,17.04, CIS
Azerbaijan,1996,17.09, CIS
Azerbaijan,1997,16.84, CIS
Azerbaijan,1998,18, CIS
Azerbaijan,1999,18.18, CIS
Azerbaijan,2000,18.7, CIS
Azerbaijan,2001,18.97, CIS
Azerbaijan,2002,18.7, CIS
Azerbaijan,2003,21.29, CIS
Azerbaijan,2004,21.74, CIS
Azerbaijan,2005,22.87, CIS
Azerbaijan,2006,24.54, CIS
Azerbaijan,2007,21.85, CIS
Azerbaijan,2008,21.64, CIS
Azerbaijan,2009,18.87, CIS
Azerbaijan,2010,18.71, CIS
Azerbaijan,2011,20.29, CIS
Azerbaijan,2012,22.99, CIS
Azerbaijan,2013,23.35, CIS
Azerbaijan,2014,24.73, CIS
Azerbaijan,2015,24.69, CIS
Azerbaijan,2016,24.95, CIS
Azerbaijan,2017,24.32, CIS
Azerbaijan,2018,25.2, CIS
Belarus,1985,33.17, CIS
Belarus,1986,36.28, CIS
Belarus,1987,37.45, CIS
Belarus,1988,38.15, CIS
Belarus,1989,38.49, CIS
Belarus,1990,39.53, CIS
Belarus,1991,38.73, CIS
Belarus,1992,37.59, CIS
Belarus,1993,33.37, CIS
Belarus,1994,31.4, CIS
Belarus,1995,24.92, CIS
Belarus,1996,23.73, CIS
Belarus,1997,26.06, CIS
Belarus,1998,23.49, CIS
Belarus,1999,26.52, CIS
Belarus,2000,26.1, CIS
Belarus,2001,25.06, CIS
Belarus,2002,26.46, CIS
Belarus,2003,26.63, CIS
Belarus,2004,31.21, CIS
Belarus,2005,30.96, CIS
Belarus,2006,31.81, CIS
Belarus,2007,31.83, CIS
Belarus,2008,35.05, CIS
Belarus,2009,30.41, CIS
Belarus,2010,34.89, CIS
Belarus,2011,32.2, CIS
Belarus,2012,30.79, CIS
Belarus,2013,31.5, CIS
Belarus,2014,34.74, CIS
Belarus,2015,34.23, CIS
Belarus,2016,33.57, CIS
Belarus,2017,34.52, CIS
Belarus,2018,38.79, CIS
Kazakhstan,1985,81.26, CIS
Kazakhstan,1986,85.09, CIS
Kazakhstan,1987,88.49, CIS
Kazakhstan,1988,88.42, CIS
Kazakhstan,1989,89.66, CIS
Kazakhstan,1990,87.38, CIS
Kazakhstan,1991,85.99, CIS
Kazakhstan,1992,83.17, CIS
Kazakhstan,1993,77.89, CIS
Kazakhstan,1994,66.78, CIS
Kazakhstan,1995,66.74, CIS
Kazakhstan,1996,58.75, CIS
Kazakhstan,1997,52, CIS
Kazakhstan,1998,49.8, CIS
Kazakhstan,1999,47.3, CIS
Kazakhstan,2000,51.64, CIS
Kazakhstan,2001,55.38, CIS
Kazakhstan,2002,58.33, CIS
Kazakhstan,2003,63.87, CIS
Kazakhstan,2004,66.94, CIS
Kazakhstan,2005,67.92, CIS
Kazakhstan,2006,71.67, CIS
Kazakhstan,2007,76.62, CIS
Kazakhstan,2008,80.35, CIS
Kazakhstan,2009,78.73, CIS
Kazakhstan,2010,82.65, CIS
Kazakhstan,2011,86.59, CIS
Kazakhstan,2012,90.61, CIS
Kazakhstan,2013,92.62, CIS
Kazakhstan,2014,94.64, CIS
Kazakhstan,2015,91.65, CIS
Kazakhstan,2016,94.64, CIS
Kazakhstan,2017,103.14, CIS
Kazakhstan,2018,107.06, CIS
Other CIS,1985,57.65, CIS
Other CIS,1986,56.96, CIS
Other CIS,1987,57.66, CIS
Other CIS,1988,65.18, CIS
Other CIS,1989,59.31, CIS
Other CIS,1990,60.46, CIS
Other CIS,1991,57.87, CIS
Other CIS,1992,52.57, CIS
Other CIS,1993,47.1, CIS
Other CIS,1994,45.21, CIS
Other CIS,1995,42.24, CIS
Other CIS,1996,44.29, CIS
Other CIS,1997,40.76, CIS
Other CIS,1998,39.52, CIS
Other CIS,1999,41.69, CIS
Other CIS,2000,40.69, CIS
Other CIS,2001,39.8, CIS
Other CIS,2002,38.48, CIS
Other CIS,2003,42, CIS
Other CIS,2004,43.5, CIS
Other CIS,2005,44.28, CIS
Other CIS,2006,43.49, CIS
Other CIS,2007,44.13, CIS
Other CIS,2008,39.73, CIS
Other CIS,2009,39.07, CIS
Other CIS,2010,41.07, CIS
Other CIS,2011,44.6, CIS
Other CIS,2012,45.96, CIS
Other CIS,2013,43.3, CIS
Other CIS,2014,44.1, CIS
Other CIS,2015,44.02, CIS
Other CIS,2016,43.46, CIS
Other CIS,2017,47.05, CIS
Other CIS,2018,48.91, CIS
Russian Federation,1985,962, CIS
Russian Federation,1986,1001.4, CIS
Russian Federation,1987,1047.3, CIS
Russian Federation,1988,1065.5, CIS
Russian Federation,1989,1076.5, CIS
Russian Federation,1990,1082.2, CIS
Russian Federation,1991,1068.16, CIS
Russian Federation,1992,1008.45, CIS
Russian Federation,1993,956.59, CIS
Russian Federation,1994,875.91, CIS
Russian Federation,1995,860.03, CIS
Russian Federation,1996,847.18, CIS
Russian Federation,1997,834.13, CIS
Russian Federation,1998,827.16, CIS
Russian Federation,1999,846.23, CIS
Russian Federation,2000,877.76, CIS
Russian Federation,2001,891.28, CIS
Russian Federation,2002,891.29, CIS
Russian Federation,2003,916.29, CIS
Russian Federation,2004,931.9, CIS
Russian Federation,2005,954.1, CIS
Russian Federation,2006,992.1, CIS
Russian Federation,2007,1018.7, CIS
Russian Federation,2008,1040, CIS
Russian Federation,2009,993.1, CIS
Russian Federation,2010,1038.03, CIS
Russian Federation,2011,1054.86, CIS
Russian Federation,2012,1069.29, CIS
Russian Federation,2013,1059.09, CIS
Russian Federation,2014,1064.2, CIS
Russian Federation,2015,1067.54, CIS
Russian Federation,2016,1090.97, CIS
Russian Federation,2017,1089.57, CIS
Russian Federation,2018,1110.76, CIS
Turkmenistan,1985,10.99, CIS
Turkmenistan,1986,12.4, CIS
Turkmenistan,1987,13.27, CIS
Turkmenistan,1988,12.89, CIS
Turkmenistan,1989,14.51, CIS
Turkmenistan,1990,14.61, CIS
Turkmenistan,1991,14.9, CIS
Turkmenistan,1992,13.1, CIS
Turkmenistan,1993,12.64, CIS
Turkmenistan,1994,10.5, CIS
Turkmenistan,1995,9.8, CIS
Turkmenistan,1996,10.1, CIS
Turkmenistan,1997,9.5, CIS
Turkmenistan,1998,9.42, CIS
Turkmenistan,1999,8.86, CIS
Turkmenistan,2000,9.94, CIS
Turkmenistan,2001,10.61, CIS
Turkmenistan,2002,10.71, CIS
Turkmenistan,2003,10.92, CIS
Turkmenistan,2004,11.98, CIS
Turkmenistan,2005,12.82, CIS
Turkmenistan,2006,13.65, CIS
Turkmenistan,2007,14.88, CIS
Turkmenistan,2008,15, CIS
Turkmenistan,2009,16, CIS
Turkmenistan,2010,16.7, CIS
Turkmenistan,2011,17.2, CIS
Turkmenistan,2012,17.8, CIS
Turkmenistan,2013,18.9, CIS
Turkmenistan,2014,20.1, CIS
Turkmenistan,2015,21.5, CIS
Turkmenistan,2016,22.6, CIS
Turkmenistan,2017,22.8, CIS
Turkmenistan,2018,24.2, CIS
Uzbekistan,1985,47.94, CIS
Uzbekistan,1986,52.17, CIS
Uzbekistan,1987,54.76, CIS
Uzbekistan,1988,50.59, CIS
Uzbekistan,1989,55.87, CIS
Uzbekistan,1990,56.33, CIS
Uzbekistan,1991,54.16, CIS
Uzbekistan,1992,50.91, CIS
Uzbekistan,1993,49.15, CIS
Uzbekistan,1994,47.8, CIS
Uzbekistan,1995,47.45, CIS
Uzbekistan,1996,45.42, CIS
Uzbekistan,1997,46.05, CIS
Uzbekistan,1998,45.9, CIS
Uzbekistan,1999,45.37, CIS
Uzbekistan,2000,46.86, CIS
Uzbekistan,2001,47.96, CIS
Uzbekistan,2002,49.31, CIS
Uzbekistan,2003,48.71, CIS
Uzbekistan,2004,49.68, CIS
Uzbekistan,2005,47.63, CIS
Uzbekistan,2006,49.37, CIS
Uzbekistan,2007,49.03, CIS
Uzbekistan,2008,50.18, CIS
Uzbekistan,2009,50.06, CIS
Uzbekistan,2010,51.94, CIS
Uzbekistan,2011,52.77, CIS
Uzbekistan,2012,52.96, CIS
Uzbekistan,2013,54.9, CIS
Uzbekistan,2014,55.4, CIS
Uzbekistan,2015,57.28, CIS
Uzbekistan,2016,58.32, CIS
Uzbekistan,2017,60.29, CIS
Uzbekistan,2018,62.44, CIS
Austria,1985,44.53, Europe
Austria,1986,44.65, Europe
Austria,1987,50.52, Europe
Austria,1988,49.02, Europe
Austria,1989,50.17, Europe
Austria,1990,50.41, Europe
Austria,1991,51.48, Europe
Austria,1992,51.18, Europe
Austria,1993,52.67, Europe
Austria,1994,53.31, Europe
Austria,1995,56.59, Europe
Austria,1996,54.84, Europe
Austria,1997,56.85, Europe
Austria,1998,57.44, Europe
Austria,1999,60.37, Europe
Austria,2000,61.8, Europe
Austria,2001,62.25, Europe
Austria,2002,62.45, Europe
Austria,2003,60.62, Europe
Austria,2004,64.86, Europe
Austria,2005,66.74, Europe
Austria,2006,64.36, Europe
Austria,2007,64.85, Europe
Austria,2008,66.93, Europe
Austria,2009,69.06, Europe
Austria,2010,71.07, Europe
Austria,2011,65.85, Europe
Austria,2012,72.39, Europe
Austria,2013,68.04, Europe
Austria,2014,65.11, Europe
Austria,2015,64.95, Europe
Austria,2016,67.92, Europe
Austria,2017,70.82, Europe
Austria,2018,68.19, Europe
Belgium,1985,57.32, Europe
Belgium,1986,58.68, Europe
Belgium,1987,63.37, Europe
Belgium,1988,65.35, Europe
Belgium,1989,67.55, Europe
Belgium,1990,70.92, Europe
Belgium,1991,71.94, Europe
Belgium,1992,72.22, Europe
Belgium,1993,70.83, Europe
Belgium,1994,72.18, Europe
Belgium,1995,74.41, Europe
Belgium,1996,76.1, Europe
Belgium,1997,78.83, Europe
Belgium,1998,83.18, Europe
Belgium,1999,84.51, Europe
Belgium,2000,84.01, Europe
Belgium,2001,79.82, Europe
Belgium,2002,82.07, Europe
Belgium,2003,84.63, Europe
Belgium,2004,85.64, Europe
Belgium,2005,87.03, Europe
Belgium,2006,85.62, Europe
Belgium,2007,88.82, Europe
Belgium,2008,84.93, Europe
Belgium,2009,91.23, Europe
Belgium,2010,95.19, Europe
Belgium,2011,90.24, Europe
Belgium,2012,82.92, Europe
Belgium,2013,83.49, Europe
Belgium,2014,72.67, Europe
Belgium,2015,69.85, Europe
Belgium,2016,85.7, Europe
Belgium,2017,86.48, Europe
Belgium,2018,74.61, Europe
Bulgaria,1985,41.63, Europe
Bulgaria,1986,41.82, Europe
Bulgaria,1987,43.47, Europe
Bulgaria,1988,45.02, Europe
Bulgaria,1989,44.33, Europe
Bulgaria,1990,42.14, Europe
Bulgaria,1991,40.86, Europe
Bulgaria,1992,35.61, Europe
Bulgaria,1993,38, Europe
Bulgaria,1994,38.13, Europe
Bulgaria,1995,41.79, Europe
Bulgaria,1996,42.72, Europe
Bulgaria,1997,42.8, Europe
Bulgaria,1998,41.71, Europe
Bulgaria,1999,38.25, Europe
Bulgaria,2000,40.92, Europe
Bulgaria,2001,43.97, Europe
Bulgaria,2002,42.68, Europe
Bulgaria,2003,42.6, Europe
Bulgaria,2004,41.62, Europe
Bulgaria,2005,44.37, Europe
Bulgaria,2006,45.84, Europe
Bulgaria,2007,43.3, Europe
Bulgaria,2008,45.04, Europe
Bulgaria,2009,42.96, Europe
Bulgaria,2010,46.65, Europe
Bulgaria,2011,50.8, Europe
Bulgaria,2012,47.33, Europe
Bulgaria,2013,43.78, Europe
Bulgaria,2014,47.48, Europe
Bulgaria,2015,49.23, Europe
Bulgaria,2016,45.28, Europe
Bulgaria,2017,45.58, Europe
Bulgaria,2018,46.79, Europe
Croatia,1985,, Europe
Croatia,1986,, Europe
Croatia,1987,, Europe
Croatia,1988,, Europe
Croatia,1989,, Europe
Croatia,1990,8.75, Europe
Croatia,1991,8.94, Europe
Croatia,1992,8.9, Europe
Croatia,1993,9.56, Europe
Croatia,1994,8.77, Europe
Croatia,1995,9.28, Europe
Croatia,1996,11.17, Europe
Croatia,1997,10.25, Europe
Croatia,1998,11.46, Europe
Croatia,1999,12.98, Europe
Croatia,2000,11.28, Europe
Croatia,2001,12.81, Europe
Croatia,2002,12.77, Europe
Croatia,2003,13.25, Europe
Croatia,2004,13.99, Europe
Croatia,2005,13.16, Europe
Croatia,2006,13.05, Europe
Croatia,2007,12.71, Europe
Croatia,2008,12.89, Europe
Croatia,2009,13.46, Europe
Croatia,2010,14.9, Europe
Croatia,2011,11.37, Europe
Croatia,2012,10.76, Europe
Croatia,2013,14.05, Europe
Croatia,2014,13.55, Europe
Croatia,2015,11.4, Europe
Croatia,2016,12.82, Europe
Croatia,2017,11.98, Europe
Croatia,2018,13.76, Europe
Cyprus,1985,1.32, Europe
Cyprus,1986,1.42, Europe
Cyprus,1987,1.5, Europe
Cyprus,1988,1.65, Europe
Cyprus,1989,1.83, Europe
Cyprus,1990,1.97, Europe
Cyprus,1991,2.08, Europe
Cyprus,1992,2.43, Europe
Cyprus,1993,2.59, Europe
Cyprus,1994,2.68, Europe
Cyprus,1995,2.5, Europe
Cyprus,1996,2.61, Europe
Cyprus,1997,2.73, Europe
Cyprus,1998,2.99, Europe
Cyprus,1999,3.14, Europe
Cyprus,2000,3.37, Europe
Cyprus,2001,3.55, Europe
Cyprus,2002,3.79, Europe
Cyprus,2003,4.05, Europe
Cyprus,2004,4.2, Europe
Cyprus,2005,4.38, Europe
Cyprus,2006,4.65, Europe
Cyprus,2007,4.87, Europe
Cyprus,2008,5.08, Europe
Cyprus,2009,5.21, Europe
Cyprus,2010,5.32, Europe
Cyprus,2011,4.93, Europe
Cyprus,2012,4.72, Europe
Cyprus,2013,4.29, Europe
Cyprus,2014,4.35, Europe
Cyprus,2015,4.53, Europe
Cyprus,2016,4.89, Europe
Cyprus,2017,5, Europe
Cyprus,2018,5.05, Europe
Czech Republic,1985,58.12, Europe
Czech Republic,1986,60.61, Europe
Czech Republic,1987,62.2, Europe
Czech Republic,1988,64.33, Europe
Czech Republic,1989,65.13, Europe
Czech Republic,1990,62.56, Europe
Czech Republic,1991,60.53, Europe
Czech Republic,1992,59.29, Europe
Czech Republic,1993,58.88, Europe
Czech Republic,1994,58.7, Europe
Czech Republic,1995,60.85, Europe
Czech Republic,1996,64.26, Europe
Czech Republic,1997,64.6, Europe
Czech Republic,1998,64.93, Europe
Czech Republic,1999,64.69, Europe
Czech Republic,2000,73.47, Europe
Czech Republic,2001,74.65, Europe
Czech Republic,2002,76.35, Europe
Czech Republic,2003,83.23, Europe
Czech Republic,2004,84.33, Europe
Czech Republic,2005,82.58, Europe
Czech Republic,2006,84.36, Europe
Czech Republic,2007,88.02, Europe
Czech Republic,2008,83.52, Europe
Czech Republic,2009,82.25, Europe
Czech Republic,2010,85.9, Europe
Czech Republic,2011,87.56, Europe
Czech Republic,2012,87.57, Europe
Czech Republic,2013,87.06, Europe
Czech Republic,2014,86, Europe
Czech Republic,2015,83.89, Europe
Czech Republic,2016,83.3, Europe
Czech Republic,2017,87.04, Europe
Czech Republic,2018,88, Europe
Denmark,1985,29.14, Europe
Denmark,1986,30.78, Europe
Denmark,1987,29.49, Europe
Denmark,1988,28.07, Europe
Denmark,1989,22.93, Europe
Denmark,1990,25.98, Europe
Denmark,1991,36.54, Europe
Denmark,1992,30.73, Europe
Denmark,1993,33.97, Europe
Denmark,1994,40.2, Europe
Denmark,1995,36.66, Europe
Denmark,1996,53.58, Europe
Denmark,1997,44.31, Europe
Denmark,1998,41.11, Europe
Denmark,1999,38.91, Europe
Denmark,2000,36.05, Europe
Denmark,2001,37.73, Europe
Denmark,2002,39.28, Europe
Denmark,2003,46.18, Europe
Denmark,2004,40.44, Europe
Denmark,2005,36.24, Europe
Denmark,2006,45.6, Europe
Denmark,2007,39.32, Europe
Denmark,2008,36.62, Europe
Denmark,2009,36.38, Europe
Denmark,2010,38.86, Europe
Denmark,2011,35.23, Europe
Denmark,2012,30.7, Europe
Denmark,2013,34.74, Europe
Denmark,2014,32.18, Europe
Denmark,2015,28.93, Europe
Denmark,2016,30.54, Europe
Denmark,2017,31.04, Europe
Denmark,2018,30.49, Europe
Estonia,1985,17.83, Europe
Estonia,1986,17.95, Europe
Estonia,1987,17.9, Europe
Estonia,1988,17.63, Europe
Estonia,1989,17.61, Europe
Estonia,1990,17.18, Europe
Estonia,1991,14.63, Europe
Estonia,1992,11.83, Europe
Estonia,1993,9.12, Europe
Estonia,1994,9.15, Europe
Estonia,1995,8.69, Europe
Estonia,1996,9.1, Europe
Estonia,1997,9.22, Europe
Estonia,1998,8.52, Europe
Estonia,1999,8.27, Europe
Estonia,2000,8.51, Europe
Estonia,2001,8.48, Europe
Estonia,2002,8.53, Europe
Estonia,2003,10.16, Europe
Estonia,2004,10.3, Europe
Estonia,2005,10.21, Europe
Estonia,2006,9.73, Europe
Estonia,2007,12.19, Europe
Estonia,2008,10.58, Europe
Estonia,2009,8.78, Europe
Estonia,2010,12.96, Europe
Estonia,2011,12.89, Europe
Estonia,2012,11.97, Europe
Estonia,2013,13.28, Europe
Estonia,2014,12.45, Europe
Estonia,2015,10.42, Europe
Estonia,2016,12.18, Europe
Estonia,2017,13.15, Europe
Estonia,2018,12.44, Europe
Finland,1985,49.39, Europe
Finland,1986,48.95, Europe
Finland,1987,53.02, Europe
Finland,1988,53.49, Europe
Finland,1989,53.36, Europe
Finland,1990,54.28, Europe
Finland,1991,57.98, Europe
Finland,1992,57.64, Europe
Finland,1993,60.98, Europe
Finland,1994,65.54, Europe
Finland,1995,64.41, Europe
Finland,1996,69.09, Europe
Finland,1997,69.15, Europe
Finland,1998,70.44, Europe
Finland,1999,69.41, Europe
Finland,2000,70.47, Europe
Finland,2001,74.81, Europe
Finland,2002,75.37, Europe
Finland,2003,84.74, Europe
Finland,2004,86.29, Europe
Finland,2005,70.84, Europe
Finland,2006,82.66, Europe
Finland,2007,81.68, Europe
Finland,2008,77.8, Europe
Finland,2009,72.55, Europe
Finland,2010,81.05, Europe
Finland,2011,73.7, Europe
Finland,2012,70.48, Europe
Finland,2013,71.4, Europe
Finland,2014,68.22, Europe
Finland,2015,68.8, Europe
Finland,2016,68.81, Europe
Finland,2017,67.09, Europe
Finland,2018,69.59, Europe
France,1985,343.48, Europe
France,1986,362.23, Europe
France,1987,377.87, Europe
France,1988,391.63, Europe
France,1989,406.14, Europe
France,1990,420.75, Europe
France,1991,455.56, Europe
France,1992,463.64, Europe
France,1993,472.71, Europe
France,1994,476.87, Europe
France,1995,494.27, Europe
France,1996,513.4, Europe
France,1997,504.77, Europe
France,1998,511.28, Europe
France,1999,525.81, Europe
France,2000,539.95, Europe
France,2001,549.53, Europe
France,2002,559.06, Europe
France,2003,566.84, Europe
France,2004,574.05, Europe
France,2005,576.06, Europe
France,2006,574.87, Europe
France,2007,569.77, Europe
France,2008,573.81, Europe
France,2009,535.94, Europe
France,2010,569.29, Europe
France,2011,564.99, Europe
France,2012,564.48, Europe
France,2013,573.85, Europe
France,2014,564.15, Europe
France,2015,570.32, Europe
France,2016,556.18, Europe
France,2017,554.07, Europe
France,2018,574.17, Europe
Germany,1985,522.53, Europe
Germany,1986,523.56, Europe
Germany,1987,532.44, Europe
Germany,1988,549.49, Europe
Germany,1989,559.87, Europe
