country,year,oil_consumption_barrels,region
United Kingdom,1988,1699.73, Europe
United Kingdom,1989,1738.64, Europe
United Kingdom,1990,1750.73, Europe
United Kingdom,1991,1751.02, Europe
United Kingdom,1992,1771.08, Europe
United Kingdom,1993,1788.6, Europe
United Kingdom,1994,1782.57, Europe
United Kingdom,1995,1765.8, Europe
United Kingdom,1996,1805.67, Europe
United Kingdom,1997,1762.97, Europe
United Kingdom,1998,1757.39, Europe
United Kingdom,1999,1743, Europe
United Kingdom,2000,1712.89, Europe
United Kingdom,2001,1714.26, Europe
United Kingdom,2002,1710.34, Europe
United Kingdom,2003,1725.94, Europe
United Kingdom,2004,1760.63, Europe
United Kingdom,2005,1830.45, Europe
United Kingdom,2006,1817.89, Europe
United Kingdom,2007,1760.84, Europe
United Kingdom,2008,1738.41, Europe
United Kingdom,2009,1669.28, Europe
United Kingdom,2010,1652.25, Europe
United Kingdom,2011,1600.45, Europe
United Kingdom,2012,1546.02, Europe
United Kingdom,2013,1532.15, Europe
United Kingdom,2014,1536.26, Europe
United Kingdom,2015,1577.54, Europe
United Kingdom,2016,1623.12, Europe
United Kingdom,2017,1637.04, Europe
United Kingdom,2018,1618.16, Europe
Iran,1965,142.9, Middle East
Iran,1966,156, Middle East
Iran,1967,172.29, Middle East
Iran,1968,189.27, Middle East
Iran,1969,207.36, Middle East
Iran,1970,223.95, Middle East
Iran,1971,246.19, Middle East
Iran,1972,273.95, Middle East
Iran,1973,329.38, Middle East
Iran,1974,382.76, Middle East
Iran,1975,449.69, Middle East
Iran,1976,506.26, Middle East
Iran,1977,591.5, Middle East
Iran,1978,593.4, Middle East
Iran,1979,625.53, Middle East
Iran,1980,569.69, Middle East
Iran,1981,563.67, Middle East
Iran,1982,614.91, Middle East
Iran,1983,749.89, Middle East
Iran,1984,808.89, Middle East
Iran,1985,892.44, Middle East
Iran,1986,822.03, Middle East
Iran,1987,858.97, Middle East
Iran,1988,898.14, Middle East
Iran,1989,969.54, Middle East
Iran,1990,1003.85, Middle East
Iran,1991,1066.37, Middle East
Iran,1992,1136.3, Middle East
Iran,1993,1233.65, Middle East
Iran,1994,1283.12, Middle East
Iran,1995,1286.54, Middle East
Iran,1996,1339.44, Middle East
Iran,1997,1390.98, Middle East
Iran,1998,1345.56, Middle East
Iran,1999,1356.43, Middle East
Iran,2000,1403.76, Middle East
Iran,2001,1421.75, Middle East
Iran,2002,1435.14, Middle East
Iran,2003,1456.37, Middle East
Iran,2004,1495.56, Middle East
Iran,2005,1651.06, Middle East
Iran,2006,1800.99, Middle East
Iran,2007,1837.73, Middle East
Iran,2008,1925.21, Middle East
Iran,2009,1919.02, Middle East
Iran,2010,1787.99, Middle East
Iran,2011,1850.87, Middle East
Iran,2012,1882.37, Middle East
Iran,2013,2063.86, Middle East
Iran,2014,1959.01, Middle East
Iran,2015,1804.38, Middle East
Iran,2016,1749.17, Middle East
Iran,2017,1842.71, Middle East
Iran,2018,1879.09, Middle East
Iraq,1965,26.02, Middle East
Iraq,1966,28.13, Middle East
Iraq,1967,30.44, Middle East
Iraq,1968,32.88, Middle East
Iraq,1969,35.63, Middle East
Iraq,1970,48.23, Middle East
Iraq,1971,51.75, Middle East
Iraq,1972,63.59, Middle East
Iraq,1973,62.22, Middle East
Iraq,1974,62.33, Middle East
Iraq,1975,63.57, Middle East
Iraq,1976,79.93, Middle East
Iraq,1977,93.12, Middle East
Iraq,1978,88.58, Middle East
Iraq,1979,107.33, Middle East
Iraq,1980,141.79, Middle East
Iraq,1981,151.37, Middle East
Iraq,1982,158.94, Middle East
Iraq,1983,179.19, Middle East
Iraq,1984,195.28, Middle East
Iraq,1985,229.88, Middle East
Iraq,1986,245.34, Middle East
Iraq,1987,255.39, Middle East
Iraq,1988,280.28, Middle East
Iraq,1989,313.32, Middle East
Iraq,1990,312.7, Middle East
Iraq,1991,226.32, Middle East
Iraq,1992,356.37, Middle East
Iraq,1993,503.15, Middle East
Iraq,1994,574.26, Middle East
Iraq,1995,558.94, Middle East
Iraq,1996,594.4, Middle East
Iraq,1997,713.21, Middle East
Iraq,1998,474.33, Middle East
Iraq,1999,347.03, Middle East
Iraq,2000,461.41, Middle East
Iraq,2001,533.13, Middle East
Iraq,2002,501.6, Middle East
Iraq,2003,475.13, Middle East
Iraq,2004,515.55, Middle East
Iraq,2005,496.69, Middle East
Iraq,2006,506.76, Middle East
Iraq,2007,489.69, Middle East
Iraq,2008,480.56, Middle East
Iraq,2009,535.78, Middle East
Iraq,2010,570.06, Middle East
Iraq,2011,629.22, Middle East
Iraq,2012,665.76, Middle East
Iraq,2013,716.04, Middle East
Iraq,2014,681.29, Middle East
Iraq,2015,683.19, Middle East
Iraq,2016,760.27, Middle East
Iraq,2017,731.78, Middle East
Iraq,2018,776.77, Middle East
Israel,1965,76, Middle East
Israel,1966,79.26, Middle East
Israel,1967,82.61, Middle East
Israel,1968,85.91, Middle East
Israel,1969,89.83, Middle East
Israel,1970,93.65, Middle East
Israel,1971,97.67, Middle East
Israel,1972,101.77, Middle East
Israel,1973,107.93, Middle East
Israel,1974,110.11, Middle East
Israel,1975,113.53, Middle East
Israel,1976,119.57, Middle East
Israel,1977,125.28, Middle East
Israel,1978,133.57, Middle East
Israel,1979,146.48, Middle East
Israel,1980,158.5, Middle East
Israel,1981,161.48, Middle East
Israel,1982,156.91, Middle East
Israel,1983,149.13, Middle East
Israel,1984,139.08, Middle East
Israel,1985,132.12, Middle East
Israel,1986,137.12, Middle East
Israel,1987,153.54, Middle East
Israel,1988,168.59, Middle East
Israel,1989,173.42, Middle East
Israel,1990,179.95, Middle East
Israel,1991,185.07, Middle East
Israel,1992,195.43, Middle East
Israel,1993,204.11, Middle East
Israel,1994,225.37, Middle East
Israel,1995,253.99, Middle East
Israel,1996,254.16, Middle East
Israel,1997,238.18, Middle East
Israel,1998,258.1, Middle East
Israel,1999,276.06, Middle East
Israel,2000,279.12, Middle East
Israel,2001,259.36, Middle East
Israel,2002,257.42, Middle East
Israel,2003,263.63, Middle East
Israel,2004,248.19, Middle East
Israel,2005,256.96, Middle East
Israel,2006,247.72, Middle East
Israel,2007,262.04, Middle East
Israel,2008,254.33, Middle East
Israel,2009,232.3, Middle East
Israel,2010,240.62, Middle East
Israel,2011,254.34, Middle East
Israel,2012,294.86, Middle East
Israel,2013,222.62, Middle East
Israel,2014,213.63, Middle East
Israel,2015,226.28, Middle East
Israel,2016,230.47, Middle East
Israel,2017,247.07, Middle East
Israel,2018,242.47, Middle East
Kuwait,1965,108.92, Middle East
Kuwait,1966,106.34, Middle East
Kuwait,1967,103.85, Middle East
Kuwait,1968,101.21, Middle East
Kuwait,1969,99.21, Middle East
Kuwait,1970,97.03, Middle East
Kuwait,1971,96.25, Middle East
Kuwait,1972,104.27, Middle East
Kuwait,1973,99.39, Middle East
Kuwait,1974,91.28, Middle East
Kuwait,1975,72.65, Middle East
Kuwait,1976,84.29, Middle East
Kuwait,1977,81.81, Middle East
Kuwait,1978,87.86, Middle East
Kuwait,1979,98.26, Middle East
Kuwait,1980,83.1, Middle East
Kuwait,1981,112.07, Middle East
Kuwait,1982,129.62, Middle East
Kuwait,1983,143.27, Middle East
Kuwait,1984,157.14, Middle East
Kuwait,1985,152.84, Middle East
Kuwait,1986,156.88, Middle East
Kuwait,1987,155.39, Middle East
Kuwait,1988,152.91, Middle East
Kuwait,1989,155.38, Middle East
Kuwait,1990,66.62, Middle East
Kuwait,1991,70.98, Middle East
Kuwait,1992,100.33, Middle East
Kuwait,1993,103.19, Middle East
Kuwait,1994,136.44, Middle East
Kuwait,1995,141.69, Middle East
Kuwait,1996,138.26, Middle East
Kuwait,1997,154.26, Middle East
Kuwait,1998,229.61, Middle East
Kuwait,1999,255.77, Middle East
Kuwait,2000,256.93, Middle East
Kuwait,2001,264.59, Middle East
Kuwait,2002,285.09, Middle East
Kuwait,2003,333.72, Middle East
Kuwait,2004,373.82, Middle East
Kuwait,2005,410.62, Middle East
Kuwait,2006,377.63, Middle East
Kuwait,2007,382.99, Middle East
Kuwait,2008,405.83, Middle East
Kuwait,2009,454.97, Middle East
Kuwait,2010,469.9, Middle East
Kuwait,2011,444.39, Middle East
Kuwait,2012,490.47, Middle East
Kuwait,2013,508.17, Middle East
Kuwait,2014,445.76, Middle East
Kuwait,2015,461.46, Middle East
Kuwait,2016,453.2, Middle East
Kuwait,2017,454.8, Middle East
Kuwait,2018,450.72, Middle East
Oman,1965,9.03, Middle East
Oman,1966,9.42, Middle East
Oman,1967,9.83, Middle East
Oman,1968,10.25, Middle East
Oman,1969,10.71, Middle East
Oman,1970,11.2, Middle East
Oman,1971,23.91, Middle East
Oman,1972,27.21, Middle East
Oman,1973,23.8, Middle East
Oman,1974,22.09, Middle East
Oman,1975,20.51, Middle East
Oman,1976,23.82, Middle East
Oman,1977,23.48, Middle East
Oman,1978,22.3, Middle East
Oman,1979,23.16, Middle East
Oman,1980,17.85, Middle East
Oman,1981,17.73, Middle East
Oman,1982,26.31, Middle East
Oman,1983,20.87, Middle East
Oman,1984,33.41, Middle East
Oman,1985,29.64, Middle East
Oman,1986,21.74, Middle East
Oman,1987,24.19, Middle East
Oman,1988,22.23, Middle East
Oman,1989,28.6, Middle East
Oman,1990,41.93, Middle East
Oman,1991,66.97, Middle East
Oman,1992,59.22, Middle East
Oman,1993,56.96, Middle East
Oman,1994,50.59, Middle East
Oman,1995,55.26, Middle East
Oman,1996,53.28, Middle East
Oman,1997,47.6, Middle East
Oman,1998,48.1, Middle East
Oman,1999,60.44, Middle East
Oman,2000,64.08, Middle East
Oman,2001,71.74, Middle East
Oman,2002,83.56, Middle East
Oman,2003,80.34, Middle East
Oman,2004,78.16, Middle East
Oman,2005,87.5, Middle East
Oman,2006,91.84, Middle East
Oman,2007,90.1, Middle East
Oman,2008,122.55, Middle East
Oman,2009,119, Middle East
Oman,2010,135.45, Middle East
Oman,2011,146.12, Middle East
Oman,2012,157.33, Middle East
Oman,2013,178.25, Middle East
Oman,2014,184.68, Middle East
Oman,2015,184.04, Middle East
Oman,2016,187.13, Middle East
Oman,2017,192.68, Middle East
Oman,2018,192.19, Middle East
Other Middle East,1965,115.03, Middle East
Other Middle East,1966,119.63, Middle East
Other Middle East,1967,124.38, Middle East
Other Middle East,1968,129.06, Middle East
Other Middle East,1969,134.59, Middle East
Other Middle East,1970,130.7, Middle East
Other Middle East,1971,136.32, Middle East
Other Middle East,1972,132.99, Middle East
Other Middle East,1973,143.64, Middle East
Other Middle East,1974,154.11, Middle East
Other Middle East,1975,170.52, Middle East
Other Middle East,1976,190.2, Middle East
Other Middle East,1977,210.15, Middle East
Other Middle East,1978,222.03, Middle East
Other Middle East,1979,258.07, Middle East
Other Middle East,1980,253.54, Middle East
Other Middle East,1981,273.16, Middle East
Other Middle East,1982,306.36, Middle East
Other Middle East,1983,330.46, Middle East
Other Middle East,1984,356.03, Middle East
Other Middle East,1985,365.8, Middle East
Other Middle East,1986,359.66, Middle East
Other Middle East,1987,386.23, Middle East
Other Middle East,1988,385.5, Middle East
Other Middle East,1989,383.72, Middle East
Other Middle East,1990,403.71, Middle East
Other Middle East,1991,434.92, Middle East
Other Middle East,1992,441.22, Middle East
Other Middle East,1993,454.44, Middle East
Other Middle East,1994,468.92, Middle East
Other Middle East,1995,504.7, Middle East
Other Middle East,1996,505.46, Middle East
Other Middle East,1997,535.84, Middle East
Other Middle East,1998,554.19, Middle East
Other Middle East,1999,557.26, Middle East
Other Middle East,2000,564.96, Middle East
Other Middle East,2001,580.76, Middle East
Other Middle East,2002,596.86, Middle East
Other Middle East,2003,615.74, Middle East
Other Middle East,2004,653.38, Middle East
Other Middle East,2005,734.66, Middle East
Other Middle East,2006,745.73, Middle East
Other Middle East,2007,776.69, Middle East
Other Middle East,2008,794.65, Middle East
Other Middle East,2009,774.08, Middle East
Other Middle East,2010,719.53, Middle East
Other Middle East,2011,701.01, Middle East
Other Middle East,2012,650.08, Middle East
Other Middle East,2013,629.65, Middle East
Other Middle East,2014,630.75, Middle East
Other Middle East,2015,579.16, Middle East
Other Middle East,2016,553.27, Middle East
Other Middle East,2017,546.59, Middle East
Other Middle East,2018,550.7, Middle East
Qatar,1965,1.01, Middle East
Qatar,1966,1.01, Middle East
Qatar,1967,1.54, Middle East
Qatar,1968,1.97, Middle East
Qatar,1969,2.28, Middle East
Qatar,1970,1.96, Middle East
Qatar,1971,1.89, Middle East
Qatar,1972,2.24, Middle East
Qatar,1973,2.91, Middle East
Qatar,1974,3.99, Middle East
Qatar,1975,4.76, Middle East
Qatar,1976,6.55, Middle East
Qatar,1977,8.61, Middle East
Qatar,1978,8.49, Middle East
Qatar,1979,9.18, Middle East
Qatar,1980,16.87, Middle East
Qatar,1981,18.45, Middle East
Qatar,1982,27.18, Middle East
Qatar,1983,30.14, Middle East
Qatar,1984,33.4, Middle East
Qatar,1985,43.78, Middle East
Qatar,1986,50.31, Middle East
Qatar,1987,53.41, Middle East
Qatar,1988,38.11, Middle East
Qatar,1989,42.13, Middle East
Qatar,1990,43.04, Middle East
Qatar,1991,38.97, Middle East
Qatar,1992,40.34, Middle East
Qatar,1993,41.15, Middle East
Qatar,1994,43.64, Middle East
Qatar,1995,45.53, Middle East
Qatar,1996,47.85, Middle East
Qatar,1997,50.53, Middle East
Qatar,1998,51.83, Middle East
Qatar,1999,51.24, Middle East
Qatar,2000,49.64, Middle East
Qatar,2001,61.88, Middle East
Qatar,2002,73.23, Middle East
Qatar,2003,85.25, Middle East
Qatar,2004,91.9, Middle East
Qatar,2005,109.38, Middle East
Qatar,2006,137.87, Middle East
Qatar,2007,148.21, Middle East
Qatar,2008,177.92, Middle East
Qatar,2009,173.07, Middle East
Qatar,2010,190.58, Middle East
Qatar,2011,245.72, Middle East
Qatar,2012,257.3, Middle East
Qatar,2013,287.32, Middle East
Qatar,2014,293.53, Middle East
Qatar,2015,316.76, Middle East
Qatar,2016,341.3, Middle East
Qatar,2017,319.98, Middle East
Qatar,2018,328.46, Middle East
Saudi Arabia,1965,389.57, Middle East
Saudi Arabia,1966,392.92, Middle East
Saudi Arabia,1967,396.26, Middle East
Saudi Arabia,1968,398.55, Middle East
Saudi Arabia,1969,403.07, Middle East
Saudi Arabia,1970,434.74, Middle East
Saudi Arabia,1971,441.32, Middle East
Saudi Arabia,1972,470.26, Middle East
Saudi Arabia,1973,500.58, Middle East
Saudi Arabia,1974,525.61, Middle East
Saudi Arabia,1975,407.85, Middle East
Saudi Arabia,1976,471.49, Middle East
Saudi Arabia,1977,543.9, Middle East
Saudi Arabia,1978,588.57, Middle East
Saudi Arabia,1979,708.17, Middle East
Saudi Arabia,1980,592.31, Middle East
Saudi Arabia,1981,708.56, Middle East
Saudi Arabia,1982,784.55, Middle East
Saudi Arabia,1983,870.36, Middle East
Saudi Arabia,1984,969.18, Middle East
Saudi Arabia,1985,993.19, Middle East
Saudi Arabia,1986,1000.78, Middle East
Saudi Arabia,1987,1063.11, Middle East
Saudi Arabia,1988,1093.14, Middle East
Saudi Arabia,1989,1068.65, Middle East
Saudi Arabia,1990,1136.25, Middle East
Saudi Arabia,1991,1190.57, Middle East
Saudi Arabia,1992,1155.41, Middle East
Saudi Arabia,1993,1166.46, Middle East
Saudi Arabia,1994,1403.27, Middle East
Saudi Arabia,1995,1354.27, Middle East
Saudi Arabia,1996,1400.5, Middle East
Saudi Arabia,1997,1427.97, Middle East
Saudi Arabia,1998,1509.12, Middle East
Saudi Arabia,1999,1565.57, Middle East
Saudi Arabia,2000,1626.91, Middle East
Saudi Arabia,2001,1746.01, Middle East
Saudi Arabia,2002,1809.6, Middle East
Saudi Arabia,2003,1909.59, Middle East
Saudi Arabia,2004,2055.95, Middle East
Saudi Arabia,2005,2203.22, Middle East
Saudi Arabia,2006,2274.01, Middle East
Saudi Arabia,2007,2406.64, Middle East
Saudi Arabia,2008,2622.09, Middle East
Saudi Arabia,2009,2913.55, Middle East
Saudi Arabia,2010,3205.64, Middle East
Saudi Arabia,2011,3294.62, Middle East
Saudi Arabia,2012,3459.87, Middle East
Saudi Arabia,2013,3451.48, Middle East
Saudi Arabia,2014,3764.05, Middle East
Saudi Arabia,2015,3886.45, Middle East
Saudi Arabia,2016,3874.68, Middle East
Saudi Arabia,2017,3837.91, Middle East
Saudi Arabia,2018,3723.97, Middle East
United Arab Emirates,1965,1.55, Middle East
United Arab Emirates,1966,1.66, Middle East
United Arab Emirates,1967,1.79, Middle East
United Arab Emirates,1968,2, Middle East
United Arab Emirates,1969,2.22, Middle East
United Arab Emirates,1970,2.56, Middle East
United Arab Emirates,1971,2.99, Middle East
United Arab Emirates,1972,3.9, Middle East
United Arab Emirates,1973,6.06, Middle East
United Arab Emirates,1974,8.39, Middle East
United Arab Emirates,1975,13.49, Middle East
United Arab Emirates,1976,19.49, Middle East
United Arab Emirates,1977,28.32, Middle East
United Arab Emirates,1978,30.99, Middle East
United Arab Emirates,1979,42.19, Middle East
United Arab Emirates,1980,99.33, Middle East
United Arab Emirates,1981,109.56, Middle East
United Arab Emirates,1982,121.81, Middle East
United Arab Emirates,1983,123.25, Middle East
United Arab Emirates,1984,140.16, Middle East
United Arab Emirates,1985,172.01, Middle East
United Arab Emirates,1986,207.23, Middle East
United Arab Emirates,1987,227.21, Middle East
United Arab Emirates,1988,270.93, Middle East
United Arab Emirates,1989,285.4, Middle East
United Arab Emirates,1990,300.5, Middle East
United Arab Emirates,1991,365.41, Middle East
United Arab Emirates,1992,366.74, Middle East
United Arab Emirates,1993,381.64, Middle East
United Arab Emirates,1994,398.98, Middle East
United Arab Emirates,1995,399.71, Middle East
United Arab Emirates,1996,385.25, Middle East
United Arab Emirates,1997,392.86, Middle East
United Arab Emirates,1998,391.11, Middle East
United Arab Emirates,1999,383.18, Middle East
United Arab Emirates,2000,380.58, Middle East
United Arab Emirates,2001,381.02, Middle East
United Arab Emirates,2002,413.07, Middle East
United Arab Emirates,2003,453.94, Middle East
United Arab Emirates,2004,485.44, Middle East
United Arab Emirates,2005,501.92, Middle East
United Arab Emirates,2006,539.45, Middle East
United Arab Emirates,2007,576.15, Middle East
United Arab Emirates,2008,602.8, Middle East
United Arab Emirates,2009,605.55, Middle East
United Arab Emirates,2010,653.99, Middle East
United Arab Emirates,2011,734.67, Middle East
United Arab Emirates,2012,773.28, Middle East
United Arab Emirates,2013,852.15, Middle East
United Arab Emirates,2014,879.91, Middle East
United Arab Emirates,2015,957.06, Middle East
United Arab Emirates,2016,1022.74, Middle East
United Arab Emirates,2017,964.37, Middle East
United Arab Emirates,2018,991.49, Middle East
Canada,1965,1108.12, North America
Canada,1966,1167.47, North America
Canada,1967,1245.56, North America
Canada,1968,1322.16, North America
Canada,1969,1380.19, North America
Canada,1970,1471.58, North America
Canada,1971,1512.13, North America
Canada,1972,1588.91, North America
Canada,1973,1682.38, North America
Canada,1974,1712.65, North America
Canada,1975,1682.42, North America
Canada,1976,1788.93, North America
Canada,1977,1811.69, North America
Canada,1978,1849.04, North America
Canada,1979,1931.13, North America
Canada,1980,1898.03, North America
Canada,1981,1788.17, North America
Canada,1982,1608.55, North America
Canada,1983,1518.12, North America
Canada,1984,1539.79, North America
Canada,1985,1556.13, North America
Canada,1986,1559.48, North America
Canada,1987,1627.21, North America
Canada,1988,1709.77, North America
Canada,1989,1770.72, North America
Canada,1990,1747.31, North America
Canada,1991,1659.17, North America
Canada,1992,1688.91, North America
Canada,1993,1697.3, North America
Canada,1994,1726.14, North America
Canada,1995,1848.25, North America
Canada,1996,1889.22, North America
Canada,1997,1968.88, North America
Canada,1998,2002.27, North America
Canada,1999,2061.21, North America
Canada,2000,2042.71, North America
Canada,2001,2093.87, North America
Canada,2002,2172.31, North America
Canada,2003,2228.24, North America
Canada,2004,2308.59, North America
Canada,2005,2290.32, North America
Canada,2006,2292.38, North America
Canada,2007,2362.25, North America
Canada,2008,2322.9, North America
Canada,2009,2208.57, North America
Canada,2010,2358.32, North America
Canada,2011,2436.27, North America
Canada,2012,2375.66, North America
Canada,2013,2397.62, North America
Canada,2014,2442.13, North America
Canada,2015,2401.25, North America
Canada,2016,2448.27, North America
Canada,2017,2448, North America
Canada,2018,2447.13, North America
Mexico,1965,315.87, North America
Mexico,1966,333.05, North America
Mexico,1967,357.31, North America
Mexico,1968,386.14, North America
Mexico,1969,410.02, North America
Mexico,1970,440.74, North America
Mexico,1971,467.28, North America
Mexico,1972,523.35, North America
Mexico,1973,564.18, North America
Mexico,1974,629.46, North America
Mexico,1975,690.25, North America
Mexico,1976,753.83, North America
Mexico,1977,780.16, North America
Mexico,1978,888.95, North America
Mexico,1979,961.92, North America
Mexico,1980,1071.69, North America
Mexico,1981,1195.7, North America
Mexico,1982,1254.64, North America
Mexico,1983,1227.69, North America
Mexico,1984,1293.32, North America
Mexico,1985,1356.87, North America
Mexico,1986,1393.83, North America
Mexico,1987,1448.32, North America
Mexico,1988,1435, North America
Mexico,1989,1537.54, North America
Mexico,1990,1610.79, North America
Mexico,1991,1686.53, North America
Mexico,1992,1708.34, North America
Mexico,1993,1714.93, North America
Mexico,1994,1824.34, North America
Mexico,1995,1722.42, North America
Mexico,1996,1744.86, North America
Mexico,1997,1783.88, North America
Mexico,1998,1881.03, North America
Mexico,1999,1874.44, North America
Mexico,2000,1951.93, North America
Mexico,2001,1925.03, North America
Mexico,2002,1847.96, North America
Mexico,2003,1900.68, North America
Mexico,2004,1975.25, North America
Mexico,2005,2017.38, North America
Mexico,2006,2008.09, North America
Mexico,2007,2088.87, North America
Mexico,2008,2080.44, North America
Mexico,2009,2021.32, North America
Mexico,2010,2039.74, North America
Mexico,2011,2065.14, North America
Mexico,2012,2083, North America
Mexico,2013,2034.16, North America
Mexico,2014,1959.69, North America
Mexico,2015,1939.29, North America
Mexico,2016,1950.18, North America
Mexico,2017,1883.23, North America
Mexico,2018,1811.54, North America
US,1965,11522.19, North America
US,1966,12100.35, North America
US,1967,12566.88, North America
US,1968,13404.55, North America
US,1969,14152.99, North America
US,1970,14709.91, North America
US,1971,15222.76, North America
US,1972,16380.81, North America
US,1973,17317.93, North America
US,1974,16630.65, North America
US,1975,16333.56, North America
US,1976,17460.74, North America
US,1977,18443.37, North America
US,1978,18755.94, North America
US,1979,18438.21, North America
US,1980,17062.35, North America
US,1981,16059.7, North America
US,1982,15294.96, North America
US,1983,15234.54, North America
US,1984,15725.36, North America
US,1985,15726.13, North America
US,1986,16280.89, North America
US,1987,16664.67, North America
US,1988,17283.25, North America
US,1989,17325.23, North America
US,1990,16988.26, North America
US,1991,16715.46, North America
US,1992,17032.71, North America
US,1993,17236.36, North America
US,1994,17718.71, North America
US,1995,17724.94, North America
US,1996,18309.35, North America
US,1997,18620.6, North America
US,1998,18917.13, North America
US,1999,19518.96, North America
US,2000,19701.36, North America
US,2001,19648.53, North America
US,2002,19761, North America
US,2003,20033.04, North America
US,2004,20731.49, North America
US,2005,20802.22, North America
US,2006,20687.38, North America
US,2007,20680.51, North America
US,2008,19490.41, North America
US,2009,18771.4, North America
US,2010,19180.13, North America
US,2011,18882.07, North America
US,2012,18490.22, North America
US,2013,18961.13, North America
US,2014,19105.61, North America
US,2015,19530.91, North America
US,2016,19687.23, North America
US,2017,19957.72, North America
US,2018,20455.67, North America
Argentina,1965,432.37, S. & Cent. America
Argentina,1966,447.27, S. & Cent. America
Argentina,1967,459.88, S. & Cent. America
Argentina,1968,468.99, S. & Cent. America
Argentina,1969,491.75, S. & Cent. America
Argentina,1970,447.79, S. & Cent. America
Argentina,1971,479.6, S. & Cent. America
Argentina,1972,478.58, S. & Cent. America
Argentina,1973,482.63, S. & Cent. America
Argentina,1974,482.87, S. & Cent. America
Argentina,1975,457.95, S. & Cent. America
Argentina,1976,472.73, S. & Cent. America
Argentina,1977,497.94, S. & Cent. America
Argentina,1978,499.88, S. & Cent. America
Argentina,1979,528.46, S. & Cent. America
Argentina,1980,490.15, S. & Cent. America
Argentina,1981,458.28, S. & Cent. America
Argentina,1982,441.01, S. & Cent. America
Argentina,1983,450.82, S. & Cent. America
Argentina,1984,426.96, S. & Cent. America
Argentina,1985,388.98, S. & Cent. America
Argentina,1986,448.48, S. & Cent. America
Argentina,1987,476.71, S. & Cent. America
Argentina,1988,474.91, S. & Cent. America
Argentina,1989,434.87, S. & Cent. America
Argentina,1990,412.27, S. & Cent. America
Argentina,1991,425.93, S. & Cent. America
Argentina,1992,448.93, S. & Cent. America
Argentina,1993,446.82, S. & Cent. America
Argentina,1994,432.97, S. & Cent. America
Argentina,1995,431.51, S. & Cent. America
Argentina,1996,447.43, S. & Cent. America
Argentina,1997,450.26, S. & Cent. America
Argentina,1998,459.02, S. & Cent. America
Argentina,1999,430.61, S. & Cent. America
Argentina,2000,431.64, S. & Cent. America
Argentina,2001,426.55, S. & Cent. America
Argentina,2002,394.92, S. & Cent. America
Argentina,2003,406.87, S. & Cent. America
Argentina,2004,427.08, S. & Cent. America
Argentina,2005,451.23, S. & Cent. America
Argentina,2006,473.85, S. & Cent. America
Argentina,2007,527.75, S. & Cent. America
Argentina,2008,540.09, S. & Cent. America
Argentina,2009,532.22, S. & Cent. America
Argentina,2010,593.69, S. & Cent. America
Argentina,2011,608.78, S. & Cent. America
Argentina,2012,635.63, S. & Cent. America
Argentina,2013,682.95, S. & Cent. America
Argentina,2014,673.06, S. & Cent. America
Argentina,2015,695.78, S. & Cent. America
Argentina,2016,686.34, S. & Cent. America
Argentina,2017,684.18, S. & Cent. America
Argentina,2018,647.66, S. & Cent. America
Brazil,1965,305.67, S. & Cent. America
Brazil,1966,334.6, S. & Cent. America
Brazil,1967,344.54, S. & Cent. America
Brazil,1968,412.43, S. & Cent. America
Brazil,1969,456.56, S. & Cent. America
Brazil,1970,515.88, S. & Cent. America
Brazil,1971,568.84, S. & Cent. America
Brazil,1972,655.58, S. & Cent. America
Brazil,1973,802.76, S. & Cent. America
Brazil,1974,862.91, S. & Cent. America
Brazil,1975,891.09, S. & Cent. America
Brazil,1976,960.83, S. & Cent. America
Brazil,1977,992.5, S. & Cent. America
Brazil,1978,1093.85, S. & Cent. America
Brazil,1979,1161.58, S. & Cent. America
Brazil,1980,1125.34, S. & Cent. America
Brazil,1981,1083.29, S. & Cent. America
Brazil,1982,1128.61, S. & Cent. America
Brazil,1983,1103.53, S. & Cent. America
Brazil,1984,1141.54, S. & Cent. America
Brazil,1985,1188.22, S. & Cent. America
Brazil,1986,1346.89, S. & Cent. America
Brazil,1987,1389.86, S. & Cent. America
Brazil,1988,1416.79, S. & Cent. America
Brazil,1989,1445.04, S. & Cent. America
Brazil,1990,1416.94, S. & Cent. America
Brazil,1991,1438.1, S. & Cent. America
Brazil,1992,1519.82, S. & Cent. America
Brazil,1993,1588.78, S. & Cent. America
Brazil,1994,1697.73, S. & Cent. America
Brazil,1995,1773.11, S. & Cent. America
Brazil,1996,1864.4, S. & Cent. America
Brazil,1997,1985.33, S. & Cent. America
Brazil,1998,2056.05, S. & Cent. America
Brazil,1999,2107.69, S. & Cent. America
Brazil,2000,2029.49, S. & Cent. America
Brazil,2001,2062.78, S. & Cent. America
Brazil,2002,2044.65, S. & Cent. America
Brazil,2003,1984.09, S. & Cent. America
Brazil,2004,2064.75, S. & Cent. America
Brazil,2005,2123.34, S. & Cent. America
Brazil,2006,2152.24, S. & Cent. America
Brazil,2007,2308.35, S. & Cent. America
Brazil,2008,2481.28, S. & Cent. America
Brazil,2009,2497.93, S. & Cent. America
Brazil,2010,2713.54, S. & Cent. America
Brazil,2011,2831.92, S. & Cent. America
Brazil,2012,2884.24, S. & Cent. America
Brazil,2013,3099.79, S. & Cent. America
Brazil,2014,3210.23, S. & Cent. America
Brazil,2015,3139.58, S. & Cent. America
Brazil,2016,2960.25, S. & Cent. America
Brazil,2017,3052.08, S. & Cent. America
