country,year,primary_energy_consumption,region
Austria,2004,35.07, Europe
Austria,2005,35.74, Europe
Austria,2006,35.43, Europe
Austria,2007,34.67, Europe
Austria,2008,35.44, Europe
Austria,2009,34.34, Europe
Austria,2010,35.56, Europe
Austria,2011,33.27, Europe
Austria,2012,34.96, Europe
Austria,2013,34.65, Europe
Austria,2014,33.34, Europe
Austria,2015,33.43, Europe
Austria,2016,34.56, Europe
Austria,2017,35.52, Europe
Austria,2018,35, Europe
Belgium,1965,35.5, Europe
Belgium,1966,34.2, Europe
Belgium,1967,35.9, Europe
Belgium,1968,40.01, Europe
Belgium,1969,43.91, Europe
Belgium,1970,46.39, Europe
Belgium,1971,45.51, Europe
Belgium,1972,48.38, Europe
Belgium,1973,49.03, Europe
Belgium,1974,47.34, Europe
Belgium,1975,44.41, Europe
Belgium,1976,47.07, Europe
Belgium,1977,47.11, Europe
Belgium,1978,49.18, Europe
Belgium,1979,50.62, Europe
Belgium,1980,48.43, Europe
Belgium,1981,46.03, Europe
Belgium,1982,43.98, Europe
Belgium,1983,42.47, Europe
Belgium,1984,44.34, Europe
Belgium,1985,46.18, Europe
Belgium,1986,47.59, Europe
Belgium,1987,49, Europe
Belgium,1988,49.97, Europe
Belgium,1989,50.38, Europe
Belgium,1990,53.39, Europe
Belgium,1991,55.25, Europe
Belgium,1992,55.04, Europe
Belgium,1993,54.18, Europe
Belgium,1994,57.24, Europe
Belgium,1995,57.73, Europe
Belgium,1996,61.39, Europe
Belgium,1997,61.91, Europe
Belgium,1998,63.18, Europe
Belgium,1999,62.62, Europe
Belgium,2000,64.06, Europe
Belgium,2001,63.63, Europe
Belgium,2002,63.43, Europe
Belgium,2003,65.91, Europe
Belgium,2004,66.21, Europe
Belgium,2005,65.76, Europe
Belgium,2006,66.06, Europe
Belgium,2007,66.6, Europe
Belgium,2008,67.72, Europe
Belgium,2009,63.39, Europe
Belgium,2010,67.53, Europe
Belgium,2011,63.01, Europe
Belgium,2012,60.7, Europe
Belgium,2013,62.23, Europe
Belgium,2014,58.17, Europe
Belgium,2015,59.12, Europe
Belgium,2016,63.87, Europe
Belgium,2017,64.11, Europe
Belgium,2018,62.19, Europe
Bulgaria,1965,10.26, Europe
Bulgaria,1966,11, Europe
Bulgaria,1967,12.78, Europe
Bulgaria,1968,14.32, Europe
Bulgaria,1969,15.95, Europe
Bulgaria,1970,17.94, Europe
Bulgaria,1971,18.68, Europe
Bulgaria,1972,19.23, Europe
Bulgaria,1973,19.97, Europe
Bulgaria,1974,20.56, Europe
Bulgaria,1975,22.7, Europe
Bulgaria,1976,23.99, Europe
Bulgaria,1977,25.26, Europe
Bulgaria,1978,26.18, Europe
Bulgaria,1979,27.16, Europe
Bulgaria,1980,28.68, Europe
Bulgaria,1981,28.2, Europe
Bulgaria,1982,28.88, Europe
Bulgaria,1983,29.05, Europe
Bulgaria,1984,28.87, Europe
Bulgaria,1985,28.67, Europe
Bulgaria,1986,29.27, Europe
Bulgaria,1987,29.48, Europe
Bulgaria,1988,30.11, Europe
Bulgaria,1989,29.87, Europe
Bulgaria,1990,27.55, Europe
Bulgaria,1991,22.34, Europe
Bulgaria,1992,20.98, Europe
Bulgaria,1993,22.28, Europe
Bulgaria,1994,21.43, Europe
Bulgaria,1995,22.98, Europe
Bulgaria,1996,22.95, Europe
Bulgaria,1997,21.7, Europe
Bulgaria,1998,20.82, Europe
Bulgaria,1999,18.21, Europe
Bulgaria,2000,18.29, Europe
Bulgaria,2001,19.1, Europe
Bulgaria,2002,18.58, Europe
Bulgaria,2003,19.19, Europe
Bulgaria,2004,18.62, Europe
Bulgaria,2005,20.15, Europe
Bulgaria,2006,20.67, Europe
Bulgaria,2007,20.07, Europe
Bulgaria,2008,19.77, Europe
Bulgaria,2009,17.37, Europe
Bulgaria,2010,18.1, Europe
Bulgaria,2011,19.27, Europe
Bulgaria,2012,18.35, Europe
Bulgaria,2013,17, Europe
Bulgaria,2014,18.13, Europe
Bulgaria,2015,19.32, Europe
Bulgaria,2016,18.32, Europe
Bulgaria,2017,18.74, Europe
Bulgaria,2018,18.57, Europe
Croatia,1965,, Europe
Croatia,1966,, Europe
Croatia,1967,, Europe
Croatia,1968,, Europe
Croatia,1969,, Europe
Croatia,1970,, Europe
Croatia,1971,, Europe
Croatia,1972,, Europe
Croatia,1973,, Europe
Croatia,1974,, Europe
Croatia,1975,, Europe
Croatia,1976,, Europe
Croatia,1977,, Europe
Croatia,1978,, Europe
Croatia,1979,, Europe
Croatia,1980,, Europe
Croatia,1981,, Europe
Croatia,1982,, Europe
Croatia,1983,, Europe
Croatia,1984,, Europe
Croatia,1985,, Europe
Croatia,1986,, Europe
Croatia,1987,, Europe
Croatia,1988,, Europe
Croatia,1989,, Europe
Croatia,1990,8.53, Europe
Croatia,1991,7.13, Europe
Croatia,1992,6.8, Europe
Croatia,1993,7.1, Europe
Croatia,1994,7.14, Europe
Croatia,1995,7.39, Europe
Croatia,1996,7.88, Europe
Croatia,1997,7.86, Europe
Croatia,1998,8.32, Europe
Croatia,1999,8.57, Europe
Croatia,2000,8.12, Europe
Croatia,2001,8.54, Europe
Croatia,2002,8.59, Europe
Croatia,2003,9.02, Europe
Croatia,2004,9.34, Europe
Croatia,2005,9.26, Europe
Croatia,2006,9.16, Europe
Croatia,2007,9.25, Europe
Croatia,2008,9.19, Europe
Croatia,2009,9.06, Europe
Croatia,2010,9.19, Europe
Croatia,2011,8.06, Europe
Croatia,2012,7.48, Europe
Croatia,2013,8.18, Europe
Croatia,2014,8.18, Europe
Croatia,2015,7.78, Europe
Croatia,2016,8.09, Europe
Croatia,2017,8.11, Europe
Croatia,2018,8.64, Europe
Cyprus,1965,0.4, Europe
Cyprus,1966,0.46, Europe
Cyprus,1967,0.5, Europe
Cyprus,1968,0.55, Europe
Cyprus,1969,0.65, Europe
Cyprus,1970,0.69, Europe
Cyprus,1971,0.82, Europe
Cyprus,1972,0.92, Europe
Cyprus,1973,0.99, Europe
Cyprus,1974,0.88, Europe
Cyprus,1975,0.73, Europe
Cyprus,1976,0.75, Europe
Cyprus,1977,0.84, Europe
Cyprus,1978,0.86, Europe
Cyprus,1979,0.88, Europe
Cyprus,1980,0.88, Europe
Cyprus,1981,0.85, Europe
Cyprus,1982,1.02, Europe
Cyprus,1983,1.07, Europe
Cyprus,1984,1.08, Europe
Cyprus,1985,1.17, Europe
Cyprus,1986,1.22, Europe
Cyprus,1987,1.49, Europe
Cyprus,1988,1.53, Europe
Cyprus,1989,1.57, Europe
Cyprus,1990,1.66, Europe
Cyprus,1991,1.68, Europe
Cyprus,1992,1.96, Europe
Cyprus,1993,2.04, Europe
Cyprus,1994,2.04, Europe
Cyprus,1995,2.17, Europe
Cyprus,1996,2.2, Europe
Cyprus,1997,2.22, Europe
Cyprus,1998,2.36, Europe
Cyprus,1999,2.48, Europe
Cyprus,2000,2.6, Europe
Cyprus,2001,2.63, Europe
Cyprus,2002,2.6, Europe
Cyprus,2003,2.76, Europe
Cyprus,2004,2.69, Europe
Cyprus,2005,3.01, Europe
Cyprus,2006,2.96, Europe
Cyprus,2007,3.01, Europe
Cyprus,2008,3.08, Europe
Cyprus,2009,3.01, Europe
Cyprus,2010,2.93, Europe
Cyprus,2011,2.9, Europe
Cyprus,2012,2.71, Europe
Cyprus,2013,2.43, Europe
Cyprus,2014,2.43, Europe
Cyprus,2015,2.51, Europe
Cyprus,2016,2.72, Europe
Cyprus,2017,2.8, Europe
Cyprus,2018,2.78, Europe
Czech Republic,1965,40.25, Europe
Czech Republic,1966,40.55, Europe
Czech Republic,1967,39.92, Europe
Czech Republic,1968,41.65, Europe
Czech Republic,1969,43.43, Europe
Czech Republic,1970,45.25, Europe
Czech Republic,1971,47.57, Europe
Czech Republic,1972,47.84, Europe
Czech Republic,1973,48.14, Europe
Czech Republic,1974,48.61, Europe
Czech Republic,1975,50.62, Europe
Czech Republic,1976,52.04, Europe
Czech Republic,1977,53.74, Europe
Czech Republic,1978,54.5, Europe
Czech Republic,1979,55.06, Europe
Czech Republic,1980,53.31, Europe
Czech Republic,1981,52.93, Europe
Czech Republic,1982,52.32, Europe
Czech Republic,1983,52.35, Europe
Czech Republic,1984,53.86, Europe
Czech Republic,1985,54.21, Europe
Czech Republic,1986,54.74, Europe
Czech Republic,1987,55.91, Europe
Czech Republic,1988,56.15, Europe
Czech Republic,1989,54.42, Europe
Czech Republic,1990,46.76, Europe
Czech Republic,1991,42.54, Europe
Czech Republic,1992,41.27, Europe
Czech Republic,1993,40.93, Europe
Czech Republic,1994,39.83, Europe
Czech Republic,1995,41.52, Europe
Czech Republic,1996,42.95, Europe
Czech Republic,1997,41.18, Europe
Czech Republic,1998,39.97, Europe
Czech Republic,1999,38.3, Europe
Czech Republic,2000,40.49, Europe
Czech Republic,2001,41.41, Europe
Czech Republic,2002,41.5, Europe
Czech Republic,2003,43.86, Europe
Czech Republic,2004,44.98, Europe
Czech Republic,2005,44.33, Europe
Czech Republic,2006,45.21, Europe
Czech Republic,2007,44.75, Europe
Czech Republic,2008,43.95, Europe
Czech Republic,2009,42.2, Europe
Czech Republic,2010,44, Europe
Czech Republic,2011,43.04, Europe
Czech Republic,2012,42.83, Europe
Czech Republic,2013,42.06, Europe
Czech Republic,2014,41.17, Europe
Czech Republic,2015,40.49, Europe
Czech Republic,2016,39.89, Europe
Czech Republic,2017,41.76, Europe
Czech Republic,2018,42.12, Europe
Denmark,1965,14.29, Europe
Denmark,1966,16.25, Europe
Denmark,1967,16.35, Europe
Denmark,1968,17.08, Europe
Denmark,1969,19.61, Europe
Denmark,1970,20.89, Europe
Denmark,1971,19.74, Europe
Denmark,1972,20.84, Europe
Denmark,1973,20.16, Europe
Denmark,1974,18.34, Europe
Denmark,1975,18.08, Europe
Denmark,1976,19.9, Europe
Denmark,1977,20.31, Europe
Denmark,1978,20.6, Europe
Denmark,1979,20.56, Europe
Denmark,1980,20.03, Europe
Denmark,1981,17.99, Europe
Denmark,1982,17.2, Europe
Denmark,1983,16.34, Europe
Denmark,1984,16.62, Europe
Denmark,1985,18.72, Europe
Denmark,1986,19.14, Europe
Denmark,1987,18.45, Europe
Denmark,1988,18.24, Europe
Denmark,1989,16.82, Europe
Denmark,1990,17.34, Europe
Denmark,1991,19.98, Europe
Denmark,1992,18.7, Europe
Denmark,1993,19.82, Europe
Denmark,1994,21.27, Europe
Denmark,1995,20.88, Europe
Denmark,1996,24.85, Europe
Denmark,1997,22.51, Europe
Denmark,1998,21.68, Europe
Denmark,1999,21.01, Europe
Denmark,2000,20.15, Europe
Denmark,2001,20.21, Europe
Denmark,2002,20.15, Europe
Denmark,2003,21.7, Europe
Denmark,2004,20.5, Europe
Denmark,2005,19.78, Europe
Denmark,2006,21.83, Europe
Denmark,2007,20.69, Europe
Denmark,2008,19.92, Europe
Denmark,2009,18.74, Europe
Denmark,2010,19.71, Europe
Denmark,2011,18.64, Europe
Denmark,2012,17.28, Europe
Denmark,2013,18.07, Europe
Denmark,2014,17.5, Europe
Denmark,2015,16.92, Europe
Denmark,2016,17.09, Europe
Denmark,2017,17.19, Europe
Denmark,2018,16.97, Europe
Estonia,1965,, Europe
Estonia,1966,, Europe
Estonia,1967,, Europe
Estonia,1968,, Europe
Estonia,1969,, Europe
Estonia,1970,, Europe
Estonia,1971,, Europe
Estonia,1972,, Europe
Estonia,1973,, Europe
Estonia,1974,, Europe
Estonia,1975,, Europe
Estonia,1976,, Europe
Estonia,1977,, Europe
Estonia,1978,, Europe
Estonia,1979,, Europe
Estonia,1980,, Europe
Estonia,1981,, Europe
Estonia,1982,, Europe
Estonia,1983,, Europe
Estonia,1984,, Europe
Estonia,1985,10.19, Europe
Estonia,1986,10.14, Europe
Estonia,1987,10.29, Europe
Estonia,1988,10.11, Europe
Estonia,1989,10.42, Europe
Estonia,1990,10.35, Europe
Estonia,1991,9.34, Europe
Estonia,1992,6.77, Europe
Estonia,1993,5.37, Europe
Estonia,1994,5.43, Europe
Estonia,1995,5.06, Europe
Estonia,1996,5.34, Europe
Estonia,1997,5.28, Europe
Estonia,1998,4.94, Europe
Estonia,1999,4.53, Europe
Estonia,2000,4.66, Europe
Estonia,2001,4.82, Europe
Estonia,2002,4.76, Europe
Estonia,2003,5.2, Europe
Estonia,2004,5.44, Europe
Estonia,2005,5.36, Europe
Estonia,2006,5.27, Europe
Estonia,2007,5.98, Europe
Estonia,2008,5.71, Europe
Estonia,2009,5.07, Europe
Estonia,2010,6.14, Europe
Estonia,2011,6.33, Europe
Estonia,2012,6.39, Europe
Estonia,2013,6.61, Europe
Estonia,2014,6.46, Europe
Estonia,2015,6.03, Europe
Estonia,2016,6.08, Europe
Estonia,2017,6.63, Europe
Estonia,2018,6.9, Europe
Finland,1965,9.66, Europe
Finland,1966,11, Europe
Finland,1967,11.56, Europe
Finland,1968,12.61, Europe
Finland,1969,13.94, Europe
Finland,1970,15.36, Europe
Finland,1971,15.74, Europe
Finland,1972,16.62, Europe
Finland,1973,18.34, Europe
Finland,1974,17.52, Europe
Finland,1975,17.82, Europe
Finland,1976,19, Europe
Finland,1977,19.99, Europe
Finland,1978,20.81, Europe
Finland,1979,22.44, Europe
Finland,1980,22.35, Europe
Finland,1981,22.34, Europe
Finland,1982,22.03, Europe
Finland,1983,21.78, Europe
Finland,1984,22.71, Europe
Finland,1985,23.89, Europe
Finland,1986,24.17, Europe
Finland,1987,25.43, Europe
Finland,1988,25.28, Europe
Finland,1989,25.41, Europe
Finland,1990,27.06, Europe
Finland,1991,27.59, Europe
Finland,1992,27.4, Europe
Finland,1993,27.74, Europe
Finland,1994,29.21, Europe
Finland,1995,27.81, Europe
Finland,1996,29.19, Europe
Finland,1997,29.43, Europe
Finland,1998,30.4, Europe
Finland,1999,29.86, Europe
Finland,2000,30.05, Europe
Finland,2001,30.83, Europe
Finland,2002,31.23, Europe
Finland,2003,33.59, Europe
Finland,2004,33.29, Europe
Finland,2005,30.31, Europe
Finland,2006,32.55, Europe
Finland,2007,32.52, Europe
Finland,2008,31.44, Europe
Finland,2009,29.25, Europe
Finland,2010,31.87, Europe
Finland,2011,29.71, Europe
Finland,2012,28.85, Europe
Finland,2013,29.11, Europe
Finland,2014,28.12, Europe
Finland,2015,27.99, Europe
Finland,2016,28.75, Europe
Finland,2017,28.09, Europe
Finland,2018,29.27, Europe
France,1965,111.32, Europe
France,1966,113.88, Europe
France,1967,121.57, Europe
France,1968,128.13, Europe
France,1969,141.47, Europe
France,1970,153.3, Europe
France,1971,159.6, Europe
France,1972,170.62, Europe
France,1973,185.43, Europe
France,1974,181.84, Europe
France,1975,171.03, Europe
France,1976,182.56, Europe
France,1977,184.2, Europe
France,1978,192.55, Europe
France,1979,198.19, Europe
France,1980,195.28, Europe
France,1981,192.51, Europe
France,1982,185.23, Europe
France,1983,189.35, Europe
France,1984,195.15, Europe
France,1985,201.27, Europe
France,1986,205.86, Europe
France,1987,209.37, Europe
France,1988,211.9, Europe
France,1989,214.93, Europe
France,1990,221.37, Europe
France,1991,235.34, Europe
France,1992,236.93, Europe
France,1993,236.59, Europe
France,1994,233.32, Europe
France,1995,238.92, Europe
France,1996,247.98, Europe
France,1997,244.59, Europe
France,1998,250.58, Europe
France,1999,254.74, Europe
France,2000,257.91, Europe
France,2001,261.63, Europe
France,2002,259.74, Europe
France,2003,263.22, Europe
France,2004,266.11, Europe
France,2005,265.46, Europe
France,2006,263.99, Europe
France,2007,260.21, Europe
France,2008,261.87, Europe
France,2009,248, Europe
France,2010,256.05, Europe
France,2011,246.88, Europe
France,2012,247.27, Europe
France,2013,250.12, Europe
France,2014,240.36, Europe
France,2015,241.88, Europe
France,2016,238.4, Europe
France,2017,237.48, Europe
France,2018,242.6, Europe
Germany,1965,254.86, Europe
Germany,1966,255.5, Europe
Germany,1967,254.9, Europe
Germany,1968,272.16, Europe
Germany,1969,293.67, Europe
Germany,1970,309.84, Europe
Germany,1971,312.76, Europe
Germany,1972,323.59, Europe
Germany,1973,342.16, Europe
Germany,1974,336.09, Europe
Germany,1975,322.74, Europe
Germany,1976,344.44, Europe
Germany,1977,343.28, Europe
Germany,1978,355.67, Europe
Germany,1979,375.36, Europe
Germany,1980,362.9, Europe
Germany,1981,351.36, Europe
Germany,1982,338.76, Europe
Germany,1983,343.55, Europe
Germany,1984,355.86, Europe
Germany,1985,365.89, Europe
Germany,1986,362.93, Europe
Germany,1987,365.83, Europe
Germany,1988,366.82, Europe
Germany,1989,362.86, Europe
Germany,1990,357.25, Europe
Germany,1991,348.59, Europe
Germany,1992,341.32, Europe
Germany,1993,339.86, Europe
Germany,1994,336.64, Europe
Germany,1995,338.3, Europe
Germany,1996,349.49, Europe
Germany,1997,344.78, Europe
Germany,1998,342.12, Europe
Germany,1999,337.09, Europe
Germany,2000,339.14, Europe
Germany,2001,345.5, Europe
Germany,2002,341.24, Europe
Germany,2003,341.26, Europe
Germany,2004,341.22, Europe
Germany,2005,337.58, Europe
Germany,2006,346.41, Europe
Germany,2007,331.94, Europe
Germany,2008,335.53, Europe
Germany,2009,315.07, Europe
Germany,2010,327.88, Europe
Germany,2011,316.13, Europe
Germany,2012,320.48, Europe
Germany,2013,329.85, Europe
Germany,2014,316.41, Europe
Germany,2015,322.51, Europe
Germany,2016,328.06, Europe
Germany,2017,333.9, Europe
Germany,2018,323.89, Europe
Greece,1965,6.79, Europe
Greece,1966,7.44, Europe
Greece,1967,8.19, Europe
Greece,1968,8.52, Europe
Greece,1969,8.99, Europe
Greece,1970,10, Europe
Greece,1971,11.91, Europe
Greece,1972,13.36, Europe
Greece,1973,15.38, Europe
Greece,1974,14.95, Europe
Greece,1975,17.04, Europe
Greece,1976,18.83, Europe
Greece,1977,19.53, Europe
Greece,1978,19.87, Europe
Greece,1979,17.45, Europe
Greece,1980,17.28, Europe
Greece,1981,16.79, Europe
Greece,1982,17.01, Europe
Greece,1983,17.16, Europe
Greece,1984,17.9, Europe
Greece,1985,18.92, Europe
Greece,1986,18.95, Europe
Greece,1987,20.74, Europe
Greece,1988,21.91, Europe
Greece,1989,23.77, Europe
Greece,1990,25.03, Europe
Greece,1991,25.21, Europe
Greece,1992,25.6, Europe
Greece,1993,26, Europe
Greece,1994,26.45, Europe
Greece,1995,27.39, Europe
Greece,1996,28.13, Europe
Greece,1997,28.91, Europe
Greece,1998,30.72, Europe
Greece,1999,30.66, Europe
Greece,2000,32.34, Europe
Greece,2001,32.67, Europe
Greece,2002,32.81, Europe
Greece,2003,34.47, Europe
Greece,2004,34.54, Europe
Greece,2005,34.74, Europe
Greece,2006,35.91, Europe
Greece,2007,36.62, Europe
Greece,2008,35.33, Europe
Greece,2009,34.18, Europe
Greece,2010,32.55, Europe
Greece,2011,31.72, Europe
Greece,2012,30.03, Europe
Greece,2013,28.47, Europe
Greece,2014,26.81, Europe
Greece,2015,27.03, Europe
Greece,2016,26.61, Europe
Greece,2017,28.03, Europe
Greece,2018,28.33, Europe
Hungary,1965,15.9, Europe
Hungary,1966,16.12, Europe
Hungary,1967,15.38, Europe
Hungary,1968,15.96, Europe
Hungary,1969,17.09, Europe
Hungary,1970,18.41, Europe
Hungary,1971,19.01, Europe
Hungary,1972,19.62, Europe
Hungary,1973,21.25, Europe
Hungary,1974,21.9, Europe
Hungary,1975,23.19, Europe
Hungary,1976,24.77, Europe
Hungary,1977,26.05, Europe
Hungary,1978,27.86, Europe
Hungary,1979,27.58, Europe
Hungary,1980,27.67, Europe
Hungary,1981,27.39, Europe
Hungary,1982,27.51, Europe
Hungary,1983,26.99, Europe
Hungary,1984,27.7, Europe
Hungary,1985,28.55, Europe
Hungary,1986,28.4, Europe
Hungary,1987,29.61, Europe
Hungary,1988,28.88, Europe
Hungary,1989,28.12, Europe
Hungary,1990,27.8, Europe
Hungary,1991,25.98, Europe
Hungary,1992,24.48, Europe
Hungary,1993,24.14, Europe
Hungary,1994,24.45, Europe
Hungary,1995,24.61, Europe
Hungary,1996,25.09, Europe
Hungary,1997,24.38, Europe
Hungary,1998,24.63, Europe
Hungary,1999,24.67, Europe
Hungary,2000,23.88, Europe
Hungary,2001,24.59, Europe
Hungary,2002,24.25, Europe
Hungary,2003,24.46, Europe
Hungary,2004,24.65, Europe
Hungary,2005,26.34, Europe
Hungary,2006,25.98, Europe
Hungary,2007,25.64, Europe
Hungary,2008,25.32, Europe
Hungary,2009,23.25, Europe
Hungary,2010,23.77, Europe
Hungary,2011,23.61, Europe
Hungary,2012,21.94, Europe
Hungary,2013,20.88, Europe
Hungary,2014,20.96, Europe
Hungary,2015,22.03, Europe
Hungary,2016,22.43, Europe
Hungary,2017,23.53, Europe
Hungary,2018,23.72, Europe
Iceland,1965,0.63, Europe
Iceland,1966,0.67, Europe
Iceland,1967,0.66, Europe
Iceland,1968,0.7, Europe
Iceland,1969,0.69, Europe
Iceland,1970,0.83, Europe
Iceland,1971,0.9, Europe
Iceland,1972,0.98, Europe
Iceland,1973,1.18, Europe
Iceland,1974,1.15, Europe
Iceland,1975,1.1, Europe
Iceland,1976,1.14, Europe
Iceland,1977,1.2, Europe
Iceland,1978,1.26, Europe
Iceland,1979,1.31, Europe
Iceland,1980,1.32, Europe
Iceland,1981,1.35, Europe
Iceland,1982,1.37, Europe
Iceland,1983,1.42, Europe
Iceland,1984,1.49, Europe
Iceland,1985,1.48, Europe
Iceland,1986,1.54, Europe
Iceland,1987,1.59, Europe
Iceland,1988,1.68, Europe
Iceland,1989,1.74, Europe
Iceland,1990,1.74, Europe
Iceland,1991,1.7, Europe
Iceland,1992,1.76, Europe
Iceland,1993,1.83, Europe
Iceland,1994,1.85, Europe
Iceland,1995,1.91, Europe
Iceland,1996,2.02, Europe
Iceland,1997,2.12, Europe
Iceland,1998,2.29, Europe
Iceland,1999,2.5, Europe
Iceland,2000,2.66, Europe
Iceland,2001,2.69, Europe
Iceland,2002,2.81, Europe
Iceland,2003,2.83, Europe
Iceland,2004,2.9, Europe
Iceland,2005,2.92, Europe
Iceland,2006,3.24, Europe
Iceland,2007,3.7, Europe
Iceland,2008,4.64, Europe
Iceland,2009,4.66, Europe
Iceland,2010,4.68, Europe
Iceland,2011,4.7, Europe
Iceland,2012,4.77, Europe
Iceland,2013,4.95, Europe
Iceland,2014,4.97, Europe
Iceland,2015,5.21, Europe
Iceland,2016,5.26, Europe
Iceland,2017,5.48, Europe
Iceland,2018,5.62, Europe
Ireland,1965,5.79, Europe
Ireland,1966,6.49, Europe
Ireland,1967,7.04, Europe
Ireland,1968,8.22, Europe
Ireland,1969,8.25, Europe
Ireland,1970,6.5, Europe
Ireland,1971,6.76, Europe
Ireland,1972,7.13, Europe
Ireland,1973,7.49, Europe
Ireland,1974,7.62, Europe
Ireland,1975,7.13, Europe
Ireland,1976,7.28, Europe
Ireland,1977,7.76, Europe
Ireland,1978,8.07, Europe
Ireland,1979,8.9, Europe
Ireland,1980,8.61, Europe
Ireland,1981,8.4, Europe
Ireland,1982,8.34, Europe
Ireland,1983,8.22, Europe
Ireland,1984,8.14, Europe
Ireland,1985,8.54, Europe
Ireland,1986,9.22, Europe
Ireland,1987,9.33, Europe
Ireland,1988,9.28, Europe
Ireland,1989,9.57, Europe
Ireland,1990,10.04, Europe
Ireland,1991,10.4, Europe
Ireland,1992,10.48, Europe
Ireland,1993,10.7, Europe
Ireland,1994,11.13, Europe
Ireland,1995,11.35, Europe
Ireland,1996,11.99, Europe
Ireland,1997,12.52, Europe
Ireland,1998,13.47, Europe
Ireland,1999,14.25, Europe
Ireland,2000,14.75, Europe
Ireland,2001,15.71, Europe
Ireland,2002,15.6, Europe
Ireland,2003,15.19, Europe
Ireland,2004,15.4, Europe
Ireland,2005,16.08, Europe
Ireland,2006,16.41, Europe
Ireland,2007,16.93, Europe
Ireland,2008,16.87, Europe
Ireland,2009,15.41, Europe
Ireland,2010,15.38, Europe
Ireland,2011,14.52, Europe
Ireland,2012,14.35, Europe
Ireland,2013,14.09, Europe
Ireland,2014,14.08, Europe
Ireland,2015,14.94, Europe
Ireland,2016,15.58, Europe
Ireland,2017,15.67, Europe
Ireland,2018,16.1, Europe
Italy,1965,78.54, Europe
Italy,1966,85.34, Europe
Italy,1967,92.58, Europe
Italy,1968,100.14, Europe
Italy,1969,107.93, Europe
Italy,1970,119.27, Europe
Italy,1971,125.67, Europe
Italy,1972,131.84, Europe
Italy,1973,137.7, Europe
Italy,1974,137.61, Europe
Italy,1975,134.53, Europe
Italy,1976,142.23, Europe
Italy,1977,142.37, Europe
Italy,1978,146.05, Europe
Italy,1979,151.14, Europe
Italy,1980,147.41, Europe
Italy,1981,144.34, Europe
Italy,1982,141.41, Europe
Italy,1983,138.45, Europe
Italy,1984,139.97, Europe
Italy,1985,139.48, Europe
Italy,1986,143.28, Europe
Italy,1987,147.77, Europe
Italy,1988,151.41, Europe
Italy,1989,155.87, Europe
Italy,1990,156.59, Europe
Italy,1991,160.01, Europe
Italy,1992,159.9, Europe
Italy,1993,157.34, Europe
Italy,1994,157.01, Europe
Italy,1995,163.58, Europe
Italy,1996,163.74, Europe
Italy,1997,166.05, Europe
Italy,1998,170.48, Europe
Italy,1999,175.81, Europe
Italy,2000,178.32, Europe
Italy,2001,179.28, Europe
Italy,2002,177.98, Europe
Italy,2003,183.91, Europe
Italy,2004,187.32, Europe
Italy,2005,187.61, Europe
Italy,2006,186.79, Europe
Italy,2007,183.37, Europe
Italy,2008,181, Europe
Italy,2009,169.15, Europe
Italy,2010,174.42, Europe
Italy,2011,170.5, Europe
Italy,2012,165.76, Europe
Italy,2013,158.18, Europe
Italy,2014,149.72, Europe
Italy,2015,153.05, Europe
Italy,2016,154.66, Europe
Italy,2017,156.26, Europe
Italy,2018,154.49, Europe
Latvia,1965,, Europe
Latvia,1966,, Europe
Latvia,1967,, Europe
Latvia,1968,, Europe
Latvia,1969,, Europe
Latvia,1970,, Europe
Latvia,1971,, Europe
Latvia,1972,, Europe
Latvia,1973,, Europe
Latvia,1974,, Europe
Latvia,1975,, Europe
Latvia,1976,, Europe
Latvia,1977,, Europe
Latvia,1978,, Europe
Latvia,1979,, Europe
Latvia,1980,, Europe
Latvia,1981,, Europe
Latvia,1982,, Europe
Latvia,1983,, Europe
Latvia,1984,, Europe
Latvia,1985,9.06, Europe
Latvia,1986,8.41, Europe
Latvia,1987,7.65, Europe
Latvia,1988,7.23, Europe
Latvia,1989,7.21, Europe
Latvia,1990,7.31, Europe
Latvia,1991,6.76, Europe
Latvia,1992,4.83, Europe
Latvia,1993,4.15, Europe
Latvia,1994,4, Europe
Latvia,1995,3.75, Europe
Latvia,1996,3.51, Europe
Latvia,1997,3.51, Europe
Latvia,1998,3.79, Europe
Latvia,1999,3.24, Europe
Latvia,2000,3.17, Europe
Latvia,2001,3.42, Europe
Latvia,2002,3.47, Europe
Latvia,2003,3.42, Europe
Latvia,2004,3.85, Europe
Latvia,2005,3.97, Europe
Latvia,2006,3.78, Europe
Latvia,2007,3.89, Europe
Latvia,2008,3.93, Europe
Latvia,2009,3.71, Europe
Latvia,2010,4.22, Europe
Latvia,2011,3.78, Europe
Latvia,2012,3.9, Europe
Latvia,2013,3.76, Europe
Latvia,2014,3.46, Europe
Latvia,2015,3.54, Europe
Latvia,2016,3.78, Europe
Latvia,2017,4.15, Europe
Latvia,2018,3.68, Europe
Lithuania,1965,, Europe
Lithuania,1966,, Europe
Lithuania,1967,, Europe
Lithuania,1968,, Europe
Lithuania,1969,, Europe
Lithuania,1970,, Europe
Lithuania,1971,, Europe
Lithuania,1972,, Europe
Lithuania,1973,, Europe
Lithuania,1974,, Europe
Lithuania,1975,, Europe
Lithuania,1976,, Europe
Lithuania,1977,, Europe
Lithuania,1978,, Europe
Lithuania,1979,, Europe
Lithuania,1980,, Europe
Lithuania,1981,, Europe
Lithuania,1982,, Europe
